Stellar Sequence
Central Pressure Range = 0.05 to 1000.0 MeVfm^3
Number of Stars = 1250
h = 4 meters
r0 = 2.5 meters
      P_MeV/fm3             R_km         M_M_solar     Energy Density
 5.84938351e+01   1.31505000e+01    1.53374929e+00    4.18715456e+02
 5.92944355e+01   1.31505000e+01    1.54083559e+00    4.21260852e+02
 6.00950360e+01   1.31465000e+01    1.54780344e+00    4.23793225e+02
 6.08956365e+01   1.31465000e+01    1.55465558e+00    4.26312946e+02
 6.16962370e+01   1.31425000e+01    1.56139486e+00    4.28820420e+02
 6.24968375e+01   1.31345000e+01    1.56802400e+00    4.31316030e+02
 6.32974380e+01   1.31265000e+01    1.57454550e+00    4.33800004e+02
 6.40980384e+01   1.31305000e+01    1.58096191e+00    4.36272503e+02
 6.48986389e+01   1.31265000e+01    1.58727548e+00    4.38733685e+02
 6.56992394e+01   1.31345000e+01    1.59348889e+00    4.41183733e+02
 6.64998399e+01   1.31105000e+01    1.59960363e+00    4.43622850e+02
 6.73004404e+01   1.31065000e+01    1.60562254e+00    4.46051237e+02
 6.81010408e+01   1.31145000e+01    1.61154769e+00    4.48469115e+02
 6.89016413e+01   1.31025000e+01    1.61738097e+00    4.50876747e+02
 6.97022418e+01   1.31025000e+01    1.62312411e+00    4.53274405e+02
 7.05028423e+01   1.30905000e+01    1.62877977e+00    4.55662360e+02
 7.13034428e+01   1.30945000e+01    1.63434929e+00    4.58040818e+02
 7.21040432e+01   1.30825000e+01    1.63983456e+00    4.60409935e+02
 7.29046437e+01   1.30825000e+01    1.64523751e+00    4.62769864e+02
 7.37052442e+01   1.30785000e+01    1.65055963e+00    4.65120757e+02
 7.45058447e+01   1.30745000e+01    1.65580276e+00    4.67462745e+02
 7.53064452e+01   1.30705000e+01    1.66096855e+00    4.69795955e+02
 7.61070456e+01   1.30705000e+01    1.66605856e+00    4.72120512e+02
 7.69076461e+01   1.30625000e+01    1.67107396e+00    4.74436544e+02
 7.77082466e+01   1.30505000e+01    1.67601667e+00    4.76744181e+02
 7.85088471e+01   1.30545000e+01    1.68088809e+00    4.79043556e+02
 7.93094476e+01   1.30465000e+01    1.68568968e+00    4.81334799e+02
 8.01100480e+01   1.30425000e+01    1.69042254e+00    4.83618055e+02
 8.09106485e+01   1.30385000e+01    1.69508846e+00    4.85893504e+02
 8.17112490e+01   1.30385000e+01    1.69968835e+00    4.88161332e+02
 8.25118495e+01   1.30225000e+01    1.70422362e+00    4.90421726e+02
 8.33124500e+01   1.30345000e+01    1.70869572e+00    4.92674853e+02
 8.41130504e+01   1.30265000e+01    1.71310541e+00    4.94920816e+02
 8.49136509e+01   1.30145000e+01    1.71745394e+00    4.97159706e+02
 8.57142514e+01   1.30065000e+01    1.72174254e+00    4.99391612e+02
 8.65148519e+01   1.30025000e+01    1.72597269e+00    5.01616626e+02
 8.73154524e+01   1.29985000e+01    1.73014512e+00    5.03834848e+02
 8.81160528e+01   1.29945000e+01    1.73426094e+00    5.06046381e+02
 8.89166533e+01   1.29905000e+01    1.73832104e+00    5.08251328e+02
 8.97172538e+01   1.29825000e+01    1.74232667e+00    5.10449792e+02
 9.05178543e+01   1.29785000e+01    1.74627881e+00    5.12641824e+02
 9.13184548e+01   1.29745000e+01    1.75017809e+00    5.14827414e+02
 9.21190552e+01   1.29705000e+01    1.75402591e+00    5.17006547e+02
 9.29196557e+01   1.29665000e+01    1.75782289e+00    5.19179207e+02
 9.37202562e+01   1.29625000e+01    1.76157008e+00    5.21345433e+02
 9.45208567e+01   1.29505000e+01    1.76526821e+00    5.23505588e+02
 9.53214572e+01   1.29505000e+01    1.76891810e+00    5.25660157e+02
 9.61220576e+01   1.29465000e+01    1.77252107e+00    5.27809626e+02
 9.69226581e+01   1.29385000e+01    1.77607719e+00    5.29954481e+02
 9.77232586e+01   1.29505000e+01    1.77958801e+00    5.32094755e+02
 9.85238591e+01   1.29345000e+01    1.78305323e+00    5.34229283e+02
 9.93244596e+01   1.29305000e+01    1.78647476e+00    5.36356708e+02
 1.00125060e+02   1.29225000e+01    1.78985263e+00    5.38475668e+02
 1.00925661e+02   1.29105000e+01    1.79318793e+00    5.40584824e+02
 1.01726261e+02   1.29225000e+01    1.79648163e+00    5.42684898e+02
 1.02526861e+02   1.29145000e+01    1.79973390e+00    5.44780615e+02
 1.03327462e+02   1.29025000e+01    1.80294610e+00    5.46877151e+02
 1.04128062e+02   1.28945000e+01    1.80611801e+00    5.48979687e+02
 1.04928663e+02   1.28905000e+01    1.80925063e+00    5.51093392e+02
 1.05729263e+02   1.28945000e+01    1.81234401e+00    5.53221299e+02
 1.06529864e+02   1.28825000e+01    1.81539806e+00    5.55361521e+02
 1.07330464e+02   1.28665000e+01    1.81841382e+00    5.57511478e+02
 1.08131065e+02   1.28745000e+01    1.82139138e+00    5.59668594e+02
 1.08931665e+02   1.28665000e+01    1.82433073e+00    5.61830290e+02
 1.09732266e+02   1.28665000e+01    1.82723298e+00    5.63994415e+02
 1.10532866e+02   1.28545000e+01    1.83009801e+00    5.66160020e+02
 1.11333467e+02   1.28505000e+01    1.83292641e+00    5.68326369e+02
 1.12134067e+02   1.28505000e+01    1.83571915e+00    5.70492724e+02
 1.12934668e+02   1.28345000e+01    1.83847615e+00    5.72658348e+02
 1.13735268e+02   1.28345000e+01    1.84119812e+00    5.74822556e+02
 1.14535869e+02   1.28305000e+01    1.84388540e+00    5.76984883e+02
 1.15336469e+02   1.28225000e+01    1.84653884e+00    5.79144924e+02
 1.16137070e+02   1.28225000e+01    1.84915863e+00    5.81302271e+02
 1.16937670e+02   1.28145000e+01    1.85174515e+00    5.83456521e+02
 1.17738271e+02   1.28145000e+01    1.85429922e+00    5.85607288e+02
 1.18538871e+02   1.28105000e+01    1.85682143e+00    5.87754406e+02
 1.19339472e+02   1.28025000e+01    1.85931182e+00    5.89897834e+02
 1.20140072e+02   1.27945000e+01    1.86177103e+00    5.92037532e+02
 1.20940673e+02   1.27945000e+01    1.86419961e+00    5.94173462e+02
 1.21741273e+02   1.27865000e+01    1.86659804e+00    5.96305583e+02
 1.22541873e+02   1.27905000e+01    1.86896685e+00    5.98433862e+02
 1.23342474e+02   1.27825000e+01    1.87130616e+00    6.00558272e+02
 1.24143074e+02   1.27745000e+01    1.87361653e+00    6.02678787e+02
 1.24943675e+02   1.27625000e+01    1.87589847e+00    6.04795382e+02
 1.25744275e+02   1.27665000e+01    1.87815271e+00    6.06908030e+02
 1.26544876e+02   1.27585000e+01    1.88037936e+00    6.09016711e+02
 1.27345476e+02   1.27505000e+01    1.88257870e+00    6.11121472e+02
 1.28146077e+02   1.27465000e+01    1.88475132e+00    6.13222400e+02
 1.28946677e+02   1.27465000e+01    1.88689760e+00    6.15319588e+02
 1.29747278e+02   1.27425000e+01    1.88901782e+00    6.17413125e+02
 1.30547878e+02   1.27305000e+01    1.89111252e+00    6.19503102e+02
 1.31348479e+02   1.27185000e+01    1.89318202e+00    6.21589610e+02
 1.32149079e+02   1.27145000e+01    1.89522669e+00    6.23672757e+02
 1.32949680e+02   1.27105000e+01    1.89724682e+00    6.25752653e+02
 1.33750280e+02   1.27145000e+01    1.89924291e+00    6.27829410e+02
 1.34550881e+02   1.27105000e+01    1.90121511e+00    6.29903137e+02
 1.35351481e+02   1.27145000e+01    1.90316397e+00    6.31973948e+02
 1.36152082e+02   1.26905000e+01    1.90508955e+00    6.34041924e+02
 1.36952682e+02   1.26945000e+01    1.90699261e+00    6.36106974e+02
 1.37753283e+02   1.26905000e+01    1.90887303e+00    6.38168937e+02
 1.38553883e+02   1.26865000e+01    1.91073128e+00    6.40227653e+02
 1.39354484e+02   1.26745000e+01    1.91256760e+00    6.42282961e+02
 1.40155084e+02   1.26665000e+01    1.91438240e+00    6.44334701e+02
 1.40955685e+02   1.26625000e+01    1.91617596e+00    6.46382721e+02
 1.41756285e+02   1.26585000e+01    1.91794870e+00    6.48426974e+02
 1.42556886e+02   1.26545000e+01    1.91970084e+00    6.50467481e+02
 1.43357486e+02   1.26585000e+01    1.92143266e+00    6.52504266e+02
 1.44158086e+02   1.26545000e+01    1.92314430e+00    6.54537350e+02
 1.44958687e+02   1.26465000e+01    1.92483610e+00    6.56566757e+02
 1.45759287e+02   1.26345000e+01    1.92650835e+00    6.58592509e+02
 1.46559888e+02   1.26305000e+01    1.92816144e+00    6.60614623e+02
 1.47360488e+02   1.26425000e+01    1.92979572e+00    6.62633103e+02
 1.48161089e+02   1.26305000e+01    1.93141112e+00    6.64647952e+02
 1.48961689e+02   1.26185000e+01    1.93300817e+00    6.66659175e+02
 1.49762290e+02   1.26225000e+01    1.93458719e+00    6.68666775e+02
 1.50562890e+02   1.26105000e+01    1.93614803e+00    6.70670754e+02
 1.51363491e+02   1.26105000e+01    1.93769127e+00    6.72671117e+02
 1.52164091e+02   1.26025000e+01    1.93921696e+00    6.74667877e+02
 1.52964692e+02   1.26025000e+01    1.94072554e+00    6.76661056e+02
 1.53765292e+02   1.25945000e+01    1.94221700e+00    6.78650672e+02
 1.54565893e+02   1.25825000e+01    1.94369173e+00    6.80636748e+02
 1.55366493e+02   1.25865000e+01    1.94515010e+00    6.82619304e+02
 1.56167094e+02   1.25825000e+01    1.94659216e+00    6.84598360e+02
 1.56967694e+02   1.25785000e+01    1.94801805e+00    6.86573942e+02
 1.57768295e+02   1.25785000e+01    1.94942811e+00    6.88546117e+02
 1.58568895e+02   1.25705000e+01    1.95082240e+00    6.90514974e+02
 1.59369496e+02   1.25665000e+01    1.95220127e+00    6.92480603e+02
 1.60170096e+02   1.25625000e+01    1.95356483e+00    6.94443093e+02
 1.60970697e+02   1.25465000e+01    1.95491327e+00    6.96402531e+02
 1.61771297e+02   1.25385000e+01    1.95624693e+00    6.98359008e+02
 1.62571898e+02   1.25465000e+01    1.95756621e+00    7.00312610e+02
 1.63372498e+02   1.25385000e+01    1.95887082e+00    7.02263393e+02
 1.64173098e+02   1.25345000e+01    1.96016114e+00    7.04211395e+02
 1.64973699e+02   1.25305000e+01    1.96143727e+00    7.06156651e+02
 1.65774299e+02   1.25225000e+01    1.96269943e+00    7.08099198e+02
 1.66574900e+02   1.25185000e+01    1.96394790e+00    7.10039072e+02
 1.67375500e+02   1.25185000e+01    1.96518278e+00    7.11976309e+02
 1.68176101e+02   1.25145000e+01    1.96640419e+00    7.13910945e+02
 1.68976701e+02   1.25065000e+01    1.96761238e+00    7.15842985e+02
 1.69777302e+02   1.25025000e+01    1.96880752e+00    7.17772376e+02
 1.70577902e+02   1.24985000e+01    1.96998971e+00    7.19699063e+02
 1.71378503e+02   1.24905000e+01    1.97115903e+00    7.21622988e+02
 1.72179103e+02   1.24865000e+01    1.97231577e+00    7.23544094e+02
 1.72979704e+02   1.24825000e+01    1.97346002e+00    7.25462326e+02
 1.73780304e+02   1.24785000e+01    1.97459198e+00    7.27377626e+02
 1.74580905e+02   1.24745000e+01    1.97571180e+00    7.29289941e+02
 1.75381505e+02   1.24705000e+01    1.97681979e+00    7.31199262e+02
 1.76182106e+02   1.24665000e+01    1.97791584e+00    7.33105607e+02
 1.76982706e+02   1.24585000e+01    1.97900009e+00    7.35008993e+02
 1.77783307e+02   1.24585000e+01    1.98007281e+00    7.36909439e+02
 1.78583907e+02   1.24505000e+01    1.98113404e+00    7.38806962e+02
 1.79384508e+02   1.24465000e+01    1.98218399e+00    7.40701581e+02
 1.80185108e+02   1.24425000e+01    1.98322281e+00    7.42593312e+02
 1.80985709e+02   1.24465000e+01    1.98425076e+00    7.44482174e+02
 1.81786309e+02   1.24345000e+01    1.98526763e+00    7.46368178e+02
 1.82586910e+02   1.24265000e+01    1.98627378e+00    7.48251331e+02
 1.83387510e+02   1.24225000e+01    1.98726928e+00    7.50131644e+02
 1.84188110e+02   1.24185000e+01    1.98825423e+00    7.52009125e+02
 1.84988711e+02   1.24145000e+01    1.98922882e+00    7.53883783e+02
 1.85789311e+02   1.24105000e+01    1.99019327e+00    7.55755626e+02
 1.86589912e+02   1.24185000e+01    1.99114778e+00    7.57624663e+02
 1.87390512e+02   1.23985000e+01    1.99209186e+00    7.59490903e+02
 1.88191113e+02   1.23945000e+01    1.99302621e+00    7.61354358e+02
 1.88991713e+02   1.23985000e+01    1.99395083e+00    7.63215041e+02
 1.89792314e+02   1.23985000e+01    1.99486570e+00    7.65072965e+02
 1.90592914e+02   1.23945000e+01    1.99577110e+00    7.66928143e+02
 1.91393515e+02   1.23825000e+01    1.99666700e+00    7.68780589e+02
 1.92194115e+02   1.23785000e+01    1.99755354e+00    7.70630315e+02
 1.92994716e+02   1.23745000e+01    1.99843083e+00    7.72477335e+02
 1.93795316e+02   1.23705000e+01    1.99929896e+00    7.74321663e+02
 1.94595917e+02   1.23665000e+01    2.00015809e+00    7.76163311e+02
 1.95396517e+02   1.23625000e+01    2.00100852e+00    7.78002296e+02
 1.96197118e+02   1.23545000e+01    2.00185003e+00    7.79838633e+02
 1.96997718e+02   1.23505000e+01    2.00268275e+00    7.81672338e+02
 1.97798319e+02   1.23465000e+01    2.00350687e+00    7.83503428e+02
 1.98598919e+02   1.23465000e+01    2.00432246e+00    7.85331917e+02
 1.99399520e+02   1.23385000e+01    2.00512973e+00    7.87157823e+02
 2.00200120e+02   1.23425000e+01    2.00592872e+00    7.88981159e+02
 2.01000721e+02   1.23385000e+01    2.00671932e+00    7.90801943e+02
 2.01801321e+02   1.23345000e+01    2.00750175e+00    7.92620185e+02
 2.02601922e+02   1.23305000e+01    2.00827612e+00    7.94435889e+02
 2.03402522e+02   1.23305000e+01    2.00904278e+00    7.96249059e+02
 2.04203122e+02   1.23145000e+01    2.00980135e+00    7.98059700e+02
 2.05003723e+02   1.23105000e+01    2.01055215e+00    7.99867814e+02
 2.05804323e+02   1.23065000e+01    2.01129526e+00    8.01673407e+02
 2.06604924e+02   1.23105000e+01    2.01203082e+00    8.03476482e+02
 2.07405524e+02   1.23025000e+01    2.01275885e+00    8.05277042e+02
 2.08206125e+02   1.22985000e+01    2.01347936e+00    8.07075092e+02
 2.09006725e+02   1.22865000e+01    2.01419239e+00    8.08870642e+02
 2.09807326e+02   1.22945000e+01    2.01489826e+00    8.10663711e+02
 2.10607926e+02   1.22825000e+01    2.01559695e+00    8.12454320e+02
 2.11408527e+02   1.22905000e+01    2.01628867e+00    8.14242489e+02
 2.12209127e+02   1.22665000e+01    2.01697294e+00    8.16028240e+02
 2.13009728e+02   1.22785000e+01    2.01765054e+00    8.17811592e+02
 2.13810328e+02   1.22665000e+01    2.01832108e+00    8.19592566e+02
 2.14610929e+02   1.22625000e+01    2.01898489e+00    8.21371183e+02
 2.15411529e+02   1.22585000e+01    2.01964185e+00    8.23147463e+02
 2.16212130e+02   1.22505000e+01    2.02029203e+00    8.24921426e+02
 2.17012730e+02   1.22505000e+01    2.02093575e+00    8.26693084e+02
 2.17813331e+02   1.22465000e+01    2.02157304e+00    8.28462448e+02
 2.18613931e+02   1.22425000e+01    2.02220368e+00    8.30229527e+02
 2.19414532e+02   1.22385000e+01    2.02282792e+00    8.31994332e+02
 2.20215132e+02   1.22385000e+01    2.02344590e+00    8.33756872e+02
 2.21015733e+02   1.22345000e+01    2.02405759e+00    8.35517158e+02
 2.21816333e+02   1.22305000e+01    2.02466297e+00    8.37275200e+02
 2.22616934e+02   1.22225000e+01    2.02526212e+00    8.39031007e+02
 2.23417534e+02   1.22225000e+01    2.02585548e+00    8.40784590e+02
 2.24218135e+02   1.22145000e+01    2.02644267e+00    8.42535960e+02
 2.25018735e+02   1.22185000e+01    2.02702392e+00    8.44285127e+02
 2.25819335e+02   1.22065000e+01    2.02759916e+00    8.46032104e+02
 2.26619936e+02   1.22025000e+01    2.02816875e+00    8.47776902e+02
 2.27420536e+02   1.22105000e+01    2.02873250e+00    8.49519533e+02
 2.28221137e+02   1.21985000e+01    2.02929033e+00    8.51260009e+02
 2.29021737e+02   1.21945000e+01    2.02984277e+00    8.52998341e+02
 2.29822338e+02   1.21865000e+01    2.03038951e+00    8.54734541e+02
 2.30622938e+02   1.21905000e+01    2.03093073e+00    8.56468621e+02
 2.31423539e+02   1.21825000e+01    2.03146639e+00    8.58200592e+02
 2.32224139e+02   1.21785000e+01    2.03199669e+00    8.59930466e+02
 2.33024740e+02   1.21705000e+01    2.03252150e+00    8.61658253e+02
 2.33825340e+02   1.21665000e+01    2.03304093e+00    8.63383963e+02
 2.34625941e+02   1.21705000e+01    2.03355544e+00    8.65107604e+02
 2.35426541e+02   1.21625000e+01    2.03406445e+00    8.66829186e+02
 2.36227142e+02   1.21585000e+01    2.03456828e+00    8.68548720e+02
 2.37027742e+02   1.21545000e+01    2.03506713e+00    8.70266213e+02
 2.37828343e+02   1.21505000e+01    2.03556080e+00    8.71981676e+02
 2.38628943e+02   1.21505000e+01    2.03604941e+00    8.73695119e+02
 2.39429544e+02   1.21425000e+01    2.03653322e+00    8.75406550e+02
 2.40230144e+02   1.21305000e+01    2.03701196e+00    8.77115979e+02
 2.41030745e+02   1.21385000e+01    2.03748595e+00    8.78823414e+02
 2.41831345e+02   1.21305000e+01    2.03795508e+00    8.80528859e+02
 2.42631946e+02   1.21305000e+01    2.03841941e+00    8.82232320e+02
 2.43432546e+02   1.21225000e+01    2.03887885e+00    8.83933801e+02
 2.44233147e+02   1.21185000e+01    2.03933388e+00    8.85633307e+02
 2.45033747e+02   1.21145000e+01    2.03978414e+00    8.87330843e+02
 2.45834347e+02   1.21185000e+01    2.04022980e+00    8.89026414e+02
 2.46634948e+02   1.21105000e+01    2.04067100e+00    8.90720024e+02
 2.47435548e+02   1.21065000e+01    2.04110755e+00    8.92411679e+02
 2.48236149e+02   1.21025000e+01    2.04153958e+00    8.94101383e+02
 2.49036749e+02   1.20985000e+01    2.04196747e+00    8.95789141e+02
 2.49837350e+02   1.20945000e+01    2.04239079e+00    8.97474963e+02
 2.50637950e+02   1.20985000e+01    2.04280984e+00    8.99158862e+02
 2.51438551e+02   1.20905000e+01    2.04322460e+00    9.00840853e+02
 2.52239151e+02   1.20825000e+01    2.04363492e+00    9.02520949e+02
 2.53039752e+02   1.20865000e+01    2.04404127e+00    9.04199166e+02
 2.53840352e+02   1.20865000e+01    2.04444340e+00    9.05875517e+02
 2.54640953e+02   1.20705000e+01    2.04484119e+00    9.07550015e+02
 2.55441553e+02   1.20745000e+01    2.04523517e+00    9.09222677e+02
 2.56242154e+02   1.20665000e+01    2.04562485e+00    9.10893514e+02
 2.57042754e+02   1.20625000e+01    2.04601050e+00    9.12562543e+02
 2.57843355e+02   1.20585000e+01    2.04639241e+00    9.14229776e+02
 2.58643955e+02   1.20585000e+01    2.04677022e+00    9.15895226e+02
 2.59444556e+02   1.20465000e+01    2.04714415e+00    9.17558903e+02
 2.60245156e+02   1.20585000e+01    2.04751424e+00    9.19220816e+02
 2.61045757e+02   1.20345000e+01    2.04788018e+00    9.20880971e+02
 2.61846357e+02   1.20425000e+01    2.04824279e+00    9.22539379e+02
 2.62646958e+02   1.20345000e+01    2.04860138e+00    9.24196048e+02
 2.63447558e+02   1.20345000e+01    2.04895635e+00    9.25850986e+02
 2.64248159e+02   1.20265000e+01    2.04930746e+00    9.27504201e+02
 2.65048759e+02   1.20305000e+01    2.04965498e+00    9.29155703e+02
 2.65849359e+02   1.20265000e+01    2.04999895e+00    9.30805499e+02
 2.66649960e+02   1.20185000e+01    2.05033918e+00    9.32453599e+02
 2.67450560e+02   1.20305000e+01    2.05067612e+00    9.34100010e+02
 2.68251161e+02   1.20105000e+01    2.05100908e+00    9.35744738e+02
 2.69051761e+02   1.19985000e+01    2.05133878e+00    9.37387783e+02
 2.69852362e+02   1.20065000e+01    2.05166506e+00    9.39029146e+02
 2.70652962e+02   1.20065000e+01    2.05198783e+00    9.40668827e+02
 2.71453563e+02   1.19985000e+01    2.05230723e+00    9.42306826e+02
 2.72254163e+02   1.19985000e+01    2.05262310e+00    9.43943144e+02
 2.73054764e+02   1.19825000e+01    2.05293579e+00    9.45577780e+02
 2.73855364e+02   1.19905000e+01    2.05324515e+00    9.47210735e+02
 2.74655965e+02   1.19865000e+01    2.05355125e+00    9.48842009e+02
 2.75456565e+02   1.19825000e+01    2.05385393e+00    9.50471603e+02
 2.76257166e+02   1.19785000e+01    2.05415347e+00    9.52099517e+02
 2.77057766e+02   1.19665000e+01    2.05444976e+00    9.53725751e+02
 2.77858367e+02   1.19705000e+01    2.05474295e+00    9.55350309e+02
 2.78658967e+02   1.19705000e+01    2.05503302e+00    9.56973202e+02
 2.79459568e+02   1.19585000e+01    2.05531972e+00    9.58594443e+02
 2.80260168e+02   1.19585000e+01    2.05560368e+00    9.60214043e+02
 2.81060769e+02   1.19505000e+01    2.05588433e+00    9.61832016e+02
 2.81861369e+02   1.19545000e+01    2.05616215e+00    9.63448373e+02
 2.82661970e+02   1.19585000e+01    2.05643677e+00    9.65063127e+02
 2.83462570e+02   1.19505000e+01    2.05670854e+00    9.66676289e+02
 2.84263171e+02   1.19385000e+01    2.05697722e+00    9.68287874e+02
 2.85063771e+02   1.19425000e+01    2.05724311e+00    9.69897892e+02
 2.85864371e+02   1.19345000e+01    2.05750589e+00    9.71506356e+02
 2.86664972e+02   1.19385000e+01    2.05776604e+00    9.73113279e+02
 2.87465572e+02   1.19265000e+01    2.05802311e+00    9.74718672e+02
 2.88266173e+02   1.19345000e+01    2.05827755e+00    9.76322545e+02
 2.89066773e+02   1.19265000e+01    2.05852895e+00    9.77924904e+02
 2.89867374e+02   1.19185000e+01    2.05877771e+00    9.79525756e+02
 2.90667974e+02   1.19225000e+01    2.05902370e+00    9.81125108e+02
 2.91468575e+02   1.19065000e+01    2.05926689e+00    9.82722966e+02
 2.92269175e+02   1.19105000e+01    2.05950739e+00    9.84319336e+02
 2.93069776e+02   1.19105000e+01    2.05974527e+00    9.85914225e+02
 2.93870376e+02   1.19105000e+01    2.05998045e+00    9.87507640e+02
 2.94670977e+02   1.19105000e+01    2.06021302e+00    9.89099587e+02
 2.95471577e+02   1.19025000e+01    2.06044278e+00    9.90690073e+02
 2.96272178e+02   1.18985000e+01    2.06067011e+00    9.92279104e+02
 2.97072778e+02   1.18905000e+01    2.06089476e+00    9.93866686e+02
 2.97873379e+02   1.18865000e+01    2.06111694e+00    9.95452827e+02
 2.98673979e+02   1.18785000e+01    2.06133640e+00    9.97037529e+02
 2.99474580e+02   1.18785000e+01    2.06155361e+00    9.98620791e+02
 3.00275180e+02   1.18825000e+01    2.06176819e+00    1.00020261e+03
 3.01075781e+02   1.18745000e+01    2.06198034e+00    1.00178300e+03
 3.01876381e+02   1.18665000e+01    2.06218983e+00    1.00336193e+03
 3.02676982e+02   1.18705000e+01    2.06239722e+00    1.00493943e+03
 3.03477582e+02   1.18625000e+01    2.06260198e+00    1.00651548e+03
 3.04278183e+02   1.18585000e+01    2.06280445e+00    1.00809009e+03
 3.05078783e+02   1.18585000e+01    2.06300443e+00    1.00966325e+03
 3.05879384e+02   1.18545000e+01    2.06320221e+00    1.01123497e+03
 3.06679984e+02   1.18545000e+01    2.06339761e+00    1.01280523e+03
 3.07480584e+02   1.18465000e+01    2.06359055e+00    1.01437405e+03
 3.08281185e+02   1.18505000e+01    2.06378142e+00    1.01594142e+03
 3.09081785e+02   1.18425000e+01    2.06396984e+00    1.01750734e+03
 3.09882386e+02   1.18425000e+01    2.06415612e+00    1.01907181e+03
 3.10682986e+02   1.18345000e+01    2.06433990e+00    1.02063486e+03
