Stellar Sequence
Central Pressure Range = 1.5 to 450.0 MeVfm^3
Number of Stars = 1250
h = 5 meters
r0 = 10.0 meters
      P_MeV/fm3             R_km         M_M_solar     Energy Density
 1.33285028e+02   1.27250000e+01    1.88873048e+00    6.33924844e+02
 1.33644115e+02   1.27250000e+01    1.88958259e+00    6.34851181e+02
 1.34003203e+02   1.27200000e+01    1.89043016e+00    6.35776901e+02
 1.34362290e+02   1.27200000e+01    1.89127348e+00    6.36702008e+02
 1.34721377e+02   1.27150000e+01    1.89211231e+00    6.37626502e+02
 1.35080464e+02   1.27150000e+01    1.89294674e+00    6.38550388e+02
 1.35439552e+02   1.27100000e+01    1.89377692e+00    6.39473667e+02
 1.35798639e+02   1.27100000e+01    1.89460271e+00    6.40396341e+02
 1.36157726e+02   1.27100000e+01    1.89542424e+00    6.41318414e+02
 1.36516813e+02   1.27050000e+01    1.89624150e+00    6.42239888e+02
 1.36875901e+02   1.27050000e+01    1.89705451e+00    6.43160764e+02
 1.37234988e+02   1.27000000e+01    1.89786337e+00    6.44081047e+02
 1.37594075e+02   1.27000000e+01    1.89866801e+00    6.45000740e+02
 1.37953163e+02   1.26950000e+01    1.89946843e+00    6.45919847e+02
 1.38312250e+02   1.26950000e+01    1.90026484e+00    6.46838373e+02
 1.38671337e+02   1.26900000e+01    1.90105708e+00    6.47756322e+02
 1.39030424e+02   1.26900000e+01    1.90184515e+00    6.48673698e+02
 1.39389512e+02   1.26850000e+01    1.90262935e+00    6.49590505e+02
 1.39748599e+02   1.26850000e+01    1.90340940e+00    6.50506747e+02
 1.40107686e+02   1.26850000e+01    1.90418542e+00    6.51422429e+02
 1.40466773e+02   1.26800000e+01    1.90495755e+00    6.52337555e+02
 1.40825861e+02   1.26800000e+01    1.90572565e+00    6.53252128e+02
 1.41184948e+02   1.26750000e+01    1.90648983e+00    6.54166153e+02
 1.41544035e+02   1.26750000e+01    1.90725011e+00    6.55079635e+02
 1.41903122e+02   1.26700000e+01    1.90800647e+00    6.55992576e+02
 1.42262210e+02   1.26700000e+01    1.90875902e+00    6.56904978e+02
 1.42621297e+02   1.26650000e+01    1.90950770e+00    6.57816843e+02
 1.42980384e+02   1.26650000e+01    1.91025250e+00    6.58728172e+02
 1.43339472e+02   1.26650000e+01    1.91099362e+00    6.59638966e+02
 1.43698559e+02   1.26600000e+01    1.91173090e+00    6.60549228e+02
 1.44057646e+02   1.26600000e+01    1.91246434e+00    6.61458959e+02
 1.44416733e+02   1.26550000e+01    1.91319424e+00    6.62368160e+02
 1.44775821e+02   1.26550000e+01    1.91392032e+00    6.63276832e+02
 1.45134908e+02   1.26500000e+01    1.91464268e+00    6.64184978e+02
 1.45493995e+02   1.26500000e+01    1.91536148e+00    6.65092598e+02
 1.45853082e+02   1.26450000e+01    1.91607656e+00    6.65999694e+02
 1.46212170e+02   1.26450000e+01    1.91678804e+00    6.66906268e+02
 1.46571257e+02   1.26400000e+01    1.91749593e+00    6.67812322e+02
 1.46930344e+02   1.26400000e+01    1.91820021e+00    6.68717855e+02
 1.47289432e+02   1.26400000e+01    1.91890099e+00    6.69622871e+02
 1.47648519e+02   1.26350000e+01    1.91959821e+00    6.70527370e+02
 1.48007606e+02   1.26350000e+01    1.92029184e+00    6.71431354e+02
 1.48366693e+02   1.26300000e+01    1.92098210e+00    6.72334824e+02
 1.48725781e+02   1.26300000e+01    1.92166882e+00    6.73237782e+02
 1.49084868e+02   1.26250000e+01    1.92235199e+00    6.74140228e+02
 1.49443955e+02   1.26250000e+01    1.92303192e+00    6.75042165e+02
 1.49803042e+02   1.26250000e+01    1.92370832e+00    6.75943593e+02
 1.50162130e+02   1.26200000e+01    1.92438128e+00    6.76844515e+02
 1.50521217e+02   1.26200000e+01    1.92505099e+00    6.77744931e+02
 1.50880304e+02   1.26150000e+01    1.92571725e+00    6.78644842e+02
 1.51239392e+02   1.26150000e+01    1.92638020e+00    6.79544251e+02
 1.51598479e+02   1.26100000e+01    1.92703983e+00    6.80443159e+02
 1.51957566e+02   1.26100000e+01    1.92769614e+00    6.81341568e+02
 1.52316653e+02   1.26050000e+01    1.92834922e+00    6.82239479e+02
 1.52675741e+02   1.26050000e+01    1.92899902e+00    6.83136895e+02
 1.53034828e+02   1.26050000e+01    1.92964551e+00    6.84033818e+02
 1.53393915e+02   1.26000000e+01    1.93028889e+00    6.84930251e+02
 1.53753002e+02   1.26000000e+01    1.93092901e+00    6.85826194e+02
 1.54112090e+02   1.25950000e+01    1.93156584e+00    6.86721652e+02
 1.54471177e+02   1.25950000e+01    1.93219969e+00    6.87616625e+02
 1.54830264e+02   1.25900000e+01    1.93283029e+00    6.88511116e+02
 1.55189351e+02   1.25900000e+01    1.93345769e+00    6.89405127e+02
 1.55548439e+02   1.25900000e+01    1.93408212e+00    6.90298661e+02
 1.55907526e+02   1.25850000e+01    1.93470335e+00    6.91191718e+02
 1.56266613e+02   1.25850000e+01    1.93532151e+00    6.92084303e+02
 1.56625701e+02   1.25800000e+01    1.93593664e+00    6.92976415e+02
 1.56984788e+02   1.25800000e+01    1.93654868e+00    6.93868059e+02
 1.57343875e+02   1.25750000e+01    1.93715774e+00    6.94759234e+02
 1.57702962e+02   1.25750000e+01    1.93776376e+00    6.95649944e+02
 1.58062050e+02   1.25700000e+01    1.93836674e+00    6.96540190e+02
 1.58421137e+02   1.25700000e+01    1.93896683e+00    6.97429973e+02
 1.58780224e+02   1.25700000e+01    1.93956392e+00    6.98319295e+02
 1.59139311e+02   1.25650000e+01    1.94015797e+00    6.99208158e+02
 1.59498399e+02   1.25650000e+01    1.94074925e+00    7.00096564e+02
 1.59857486e+02   1.25600000e+01    1.94133753e+00    7.00984513e+02
 1.60216573e+02   1.25600000e+01    1.94192284e+00    7.01872009e+02
 1.60575661e+02   1.25550000e+01    1.94250544e+00    7.02759053e+02
 1.60934748e+02   1.25550000e+01    1.94308506e+00    7.03645646e+02
 1.61293835e+02   1.25550000e+01    1.94366181e+00    7.04531791e+02
 1.61652922e+02   1.25500000e+01    1.94423582e+00    7.05417488e+02
 1.62012010e+02   1.25500000e+01    1.94480694e+00    7.06302740e+02
 1.62371097e+02   1.25450000e+01    1.94537527e+00    7.07187548e+02
 1.62730184e+02   1.25450000e+01    1.94594082e+00    7.08071915e+02
 1.63089271e+02   1.25400000e+01    1.94650358e+00    7.08955840e+02
 1.63448359e+02   1.25400000e+01    1.94706362e+00    7.09839327e+02
 1.63807446e+02   1.25400000e+01    1.94762090e+00    7.10722377e+02
 1.64166533e+02   1.25350000e+01    1.94817539e+00    7.11604991e+02
 1.64525620e+02   1.25350000e+01    1.94872727e+00    7.12487171e+02
 1.64884708e+02   1.25300000e+01    1.94927640e+00    7.13368919e+02
 1.65243795e+02   1.25300000e+01    1.94982277e+00    7.14250237e+02
 1.65602882e+02   1.25300000e+01    1.95036663e+00    7.15131125e+02
 1.65961970e+02   1.25250000e+01    1.95090774e+00    7.16011586e+02
 1.66321057e+02   1.25250000e+01    1.95144614e+00    7.16891622e+02
 1.66680144e+02   1.25200000e+01    1.95198208e+00    7.17771233e+02
 1.67039231e+02   1.25200000e+01    1.95251531e+00    7.18650422e+02
 1.67398319e+02   1.25150000e+01    1.95304590e+00    7.19529190e+02
 1.67757406e+02   1.25150000e+01    1.95357402e+00    7.20407539e+02
 1.68116493e+02   1.25150000e+01    1.95409949e+00    7.21285470e+02
 1.68475580e+02   1.25100000e+01    1.95462240e+00    7.22162985e+02
 1.68834668e+02   1.25100000e+01    1.95514281e+00    7.23040084e+02
 1.69193755e+02   1.25050000e+01    1.95566065e+00    7.23916771e+02
 1.69552842e+02   1.25050000e+01    1.95617600e+00    7.24793045e+02
 1.69911930e+02   1.25000000e+01    1.95668884e+00    7.25668908e+02
 1.70271017e+02   1.25000000e+01    1.95719916e+00    7.26544363e+02
 1.70630104e+02   1.25000000e+01    1.95770706e+00    7.27419410e+02
 1.70989191e+02   1.24950000e+01    1.95821247e+00    7.28294050e+02
 1.71348279e+02   1.24950000e+01    1.95871538e+00    7.29168286e+02
 1.71707366e+02   1.24900000e+01    1.95921594e+00    7.30042118e+02
 1.72066453e+02   1.24900000e+01    1.95971404e+00    7.30915549e+02
 1.72425540e+02   1.24900000e+01    1.96020964e+00    7.31788579e+02
 1.72784628e+02   1.24850000e+01    1.96070300e+00    7.32661210e+02
 1.73143715e+02   1.24850000e+01    1.96119389e+00    7.33533443e+02
 1.73502802e+02   1.24800000e+01    1.96168232e+00    7.34405280e+02
 1.73861890e+02   1.24800000e+01    1.96216857e+00    7.35276722e+02
 1.74220977e+02   1.24750000e+01    1.96265236e+00    7.36147771e+02
 1.74580064e+02   1.24750000e+01    1.96313377e+00    7.37018427e+02
 1.74939151e+02   1.24750000e+01    1.96361299e+00    7.37888693e+02
 1.75298239e+02   1.24700000e+01    1.96408979e+00    7.38758569e+02
 1.75657326e+02   1.24700000e+01    1.96456430e+00    7.39628057e+02
 1.76016413e+02   1.24650000e+01    1.96503657e+00    7.40497158e+02
 1.76375500e+02   1.24650000e+01    1.96550652e+00    7.41365873e+02
 1.76734588e+02   1.24650000e+01    1.96597421e+00    7.42234205e+02
 1.77093675e+02   1.24600000e+01    1.96643966e+00    7.43102153e+02
 1.77452762e+02   1.24600000e+01    1.96690284e+00    7.43969721e+02
 1.77811849e+02   1.24550000e+01    1.96736383e+00    7.44836908e+02
 1.78170937e+02   1.24550000e+01    1.96782257e+00    7.45703716e+02
 1.78530024e+02   1.24550000e+01    1.96827909e+00    7.46570147e+02
 1.78889111e+02   1.24500000e+01    1.96873347e+00    7.47436201e+02
 1.79248199e+02   1.24500000e+01    1.96918563e+00    7.48301881e+02
 1.79607286e+02   1.24450000e+01    1.96963557e+00    7.49167187e+02
 1.79966373e+02   1.24450000e+01    1.97008343e+00    7.50032121e+02
 1.80325460e+02   1.24450000e+01    1.97052910e+00    7.50896683e+02
 1.80684548e+02   1.24400000e+01    1.97097256e+00    7.51760875e+02
 1.81043635e+02   1.24400000e+01    1.97141402e+00    7.52624698e+02
 1.81402722e+02   1.24350000e+01    1.97185330e+00    7.53488154e+02
 1.81761809e+02   1.24350000e+01    1.97229038e+00    7.54351243e+02
 1.82120897e+02   1.24300000e+01    1.97272553e+00    7.55213967e+02
 1.82479984e+02   1.24300000e+01    1.97315851e+00    7.56076326e+02
 1.82839071e+02   1.24300000e+01    1.97358932e+00    7.56938322e+02
 1.83198159e+02   1.24250000e+01    1.97401825e+00    7.57799957e+02
 1.83557246e+02   1.24250000e+01    1.97444502e+00    7.58661231e+02
 1.83916333e+02   1.24200000e+01    1.97486969e+00    7.59522146e+02
 1.84275420e+02   1.24200000e+01    1.97529247e+00    7.60382702e+02
 1.84634508e+02   1.24200000e+01    1.97571313e+00    7.61242902e+02
 1.84993595e+02   1.24150000e+01    1.97613172e+00    7.62102745e+02
 1.85352682e+02   1.24150000e+01    1.97654845e+00    7.62962234e+02
 1.85711769e+02   1.24100000e+01    1.97696309e+00    7.63821369e+02
 1.86070857e+02   1.24100000e+01    1.97737572e+00    7.64680152e+02
 1.86429944e+02   1.24100000e+01    1.97778647e+00    7.65538583e+02
 1.86789031e+02   1.24050000e+01    1.97819518e+00    7.66396664e+02
 1.87148118e+02   1.24050000e+01    1.97860193e+00    7.67254396e+02
 1.87507206e+02   1.24000000e+01    1.97900680e+00    7.68111780e+02
 1.87866293e+02   1.24000000e+01    1.97940967e+00    7.68968817e+02
 1.88225380e+02   1.24000000e+01    1.97981063e+00    7.69825508e+02
 1.88584468e+02   1.23950000e+01    1.98020970e+00    7.70681854e+02
 1.88943555e+02   1.23950000e+01    1.98060682e+00    7.71537857e+02
 1.89302642e+02   1.23900000e+01    1.98100207e+00    7.72393517e+02
 1.89661729e+02   1.23900000e+01    1.98139543e+00    7.73248837e+02
 1.90020817e+02   1.23900000e+01    1.98178689e+00    7.74103815e+02
 1.90379904e+02   1.23850000e+01    1.98217650e+00    7.74958455e+02
 1.90738991e+02   1.23850000e+01    1.98256424e+00    7.75812757e+02
 1.91098078e+02   1.23850000e+01    1.98295012e+00    7.76666721e+02
 1.91457166e+02   1.23800000e+01    1.98333418e+00    7.77520350e+02
 1.91816253e+02   1.23800000e+01    1.98371638e+00    7.78373644e+02
 1.92175340e+02   1.23750000e+01    1.98409675e+00    7.79226604e+02
 1.92534428e+02   1.23750000e+01    1.98447535e+00    7.80079230e+02
 1.92893515e+02   1.23750000e+01    1.98485210e+00    7.80931525e+02
 1.93252602e+02   1.23700000e+01    1.98522704e+00    7.81783488e+02
 1.93611689e+02   1.23700000e+01    1.98560024e+00    7.82635121e+02
 1.93970777e+02   1.23650000e+01    1.98597163e+00    7.83486425e+02
 1.94329864e+02   1.23650000e+01    1.98634122e+00    7.84337401e+02
 1.94688951e+02   1.23650000e+01    1.98670911e+00    7.85188049e+02
 1.95048038e+02   1.23600000e+01    1.98707521e+00    7.86038371e+02
 1.95407126e+02   1.23600000e+01    1.98743953e+00    7.86888367e+02
 1.95766213e+02   1.23550000e+01    1.98780217e+00    7.87738039e+02
 1.96125300e+02   1.23550000e+01    1.98816305e+00    7.88587387e+02
 1.96484388e+02   1.23550000e+01    1.98852218e+00    7.89436413e+02
 1.96843475e+02   1.23500000e+01    1.98887966e+00    7.90285117e+02
 1.97202562e+02   1.23500000e+01    1.98923540e+00    7.91133501e+02
 1.97561649e+02   1.23450000e+01    1.98958941e+00    7.91981566e+02
 1.97920737e+02   1.23450000e+01    1.98994180e+00    7.92829313e+02
 1.98279824e+02   1.23450000e+01    1.99029247e+00    7.93676745e+02
 1.98638911e+02   1.23400000e+01    1.99064143e+00    7.94523863e+02
 1.98997998e+02   1.23400000e+01    1.99098881e+00    7.95370669e+02
 1.99357086e+02   1.23400000e+01    1.99133448e+00    7.96217166e+02
 1.99716173e+02   1.23350000e+01    1.99167847e+00    7.97063354e+02
 2.00075260e+02   1.23350000e+01    1.99202090e+00    7.97909236e+02
 2.00434347e+02   1.23300000e+01    1.99236165e+00    7.98754813e+02
 2.00793435e+02   1.23300000e+01    1.99270074e+00    7.99600087e+02
 2.01152522e+02   1.23300000e+01    1.99303828e+00    8.00445061e+02
 2.01511609e+02   1.23250000e+01    1.99337418e+00    8.01289735e+02
 2.01870697e+02   1.23250000e+01    1.99370844e+00    8.02134112e+02
 2.02229784e+02   1.23200000e+01    1.99404117e+00    8.02978193e+02
 2.02588871e+02   1.23200000e+01    1.99437228e+00    8.03821981e+02
 2.02947958e+02   1.23200000e+01    1.99470178e+00    8.04665477e+02
 2.03307046e+02   1.23150000e+01    1.99502976e+00    8.05508682e+02
 2.03666133e+02   1.23150000e+01    1.99535615e+00    8.06351599e+02
 2.04025220e+02   1.23150000e+01    1.99568096e+00    8.07194228e+02
 2.04384307e+02   1.23100000e+01    1.99600427e+00    8.08036570e+02
 2.04743395e+02   1.23100000e+01    1.99632600e+00    8.08878623e+02
 2.05102482e+02   1.23050000e+01    1.99664618e+00    8.09720387e+02
 2.05461569e+02   1.23050000e+01    1.99696487e+00    8.10561863e+02
 2.05820657e+02   1.23050000e+01    1.99728201e+00    8.11403051e+02
 2.06179744e+02   1.23000000e+01    1.99759763e+00    8.12243950e+02
 2.06538831e+02   1.23000000e+01    1.99791177e+00    8.13084560e+02
 2.06897918e+02   1.23000000e+01    1.99822438e+00    8.13924882e+02
 2.07257006e+02   1.22950000e+01    1.99853550e+00    8.14764914e+02
 2.07616093e+02   1.22950000e+01    1.99884515e+00    8.15604657e+02
 2.07975180e+02   1.22900000e+01    1.99915331e+00    8.16444111e+02
 2.08334267e+02   1.22900000e+01    1.99945999e+00    8.17283275e+02
 2.08693355e+02   1.22900000e+01    1.99976521e+00    8.18122150e+02
 2.09052442e+02   1.22850000e+01    2.00006898e+00    8.18960735e+02
 2.09411529e+02   1.22850000e+01    2.00037127e+00    8.19799030e+02
 2.09770616e+02   1.22850000e+01    2.00067212e+00    8.20637035e+02
 2.10129704e+02   1.22800000e+01    2.00097156e+00    8.21474751e+02
 2.10488791e+02   1.22800000e+01    2.00126953e+00    8.22312176e+02
 2.10847878e+02   1.22750000e+01    2.00156606e+00    8.23149313e+02
 2.11206966e+02   1.22750000e+01    2.00186124e+00    8.23986161e+02
 2.11566053e+02   1.22750000e+01    2.00215495e+00    8.24822723e+02
 2.11925140e+02   1.22700000e+01    2.00244722e+00    8.25658998e+02
 2.12284227e+02   1.22700000e+01    2.00273819e+00    8.26494989e+02
 2.12643315e+02   1.22700000e+01    2.00302769e+00    8.27330695e+02
 2.13002402e+02   1.22650000e+01    2.00331576e+00    8.28166119e+02
 2.13361489e+02   1.22650000e+01    2.00360259e+00    8.29001260e+02
 2.13720576e+02   1.22600000e+01    2.00388794e+00    8.29836121e+02
 2.14079664e+02   1.22600000e+01    2.00417188e+00    8.30670701e+02
 2.14438751e+02   1.22600000e+01    2.00445460e+00    8.31505003e+02
 2.14797838e+02   1.22550000e+01    2.00473587e+00    8.32339026e+02
 2.15156926e+02   1.22550000e+01    2.00501572e+00    8.33172773e+02
 2.15516013e+02   1.22550000e+01    2.00529440e+00    8.34006243e+02
 2.15875100e+02   1.22500000e+01    2.00557163e+00    8.34839438e+02
 2.16234187e+02   1.22500000e+01    2.00584749e+00    8.35672360e+02
 2.16593275e+02   1.22500000e+01    2.00612214e+00    8.36505008e+02
 2.16952362e+02   1.22450000e+01    2.00639540e+00    8.37337384e+02
 2.17311449e+02   1.22450000e+01    2.00666731e+00    8.38169490e+02
 2.17670536e+02   1.22400000e+01    2.00693800e+00    8.39001324e+02
 2.18029624e+02   1.22400000e+01    2.00720733e+00    8.39832889e+02
 2.18388711e+02   1.22400000e+01    2.00747534e+00    8.40664185e+02
 2.18747798e+02   1.22350000e+01    2.00774212e+00    8.41495212e+02
 2.19106886e+02   1.22350000e+01    2.00800758e+00    8.42325971e+02
 2.19465973e+02   1.22350000e+01    2.00827175e+00    8.43156463e+02
 2.19825060e+02   1.22300000e+01    2.00853467e+00    8.43986688e+02
 2.20184147e+02   1.22300000e+01    2.00879632e+00    8.44816646e+02
 2.20543235e+02   1.22300000e+01    2.00905669e+00    8.45646340e+02
 2.20902322e+02   1.22250000e+01    2.00931580e+00    8.46475768e+02
 2.21261409e+02   1.22250000e+01    2.00957370e+00    8.47304933e+02
 2.21620496e+02   1.22200000e+01    2.00983032e+00    8.48133833e+02
 2.21979584e+02   1.22200000e+01    2.01008566e+00    8.48962471e+02
 2.22338671e+02   1.22200000e+01    2.01033987e+00    8.49790846e+02
 2.22697758e+02   1.22150000e+01    2.01059277e+00    8.50618960e+02
 2.23056845e+02   1.22150000e+01    2.01084440e+00    8.51446813e+02
 2.23415933e+02   1.22150000e+01    2.01109496e+00    8.52274405e+02
 2.23775020e+02   1.22100000e+01    2.01134421e+00    8.53101737e+02
 2.24134107e+02   1.22100000e+01    2.01159220e+00    8.53928810e+02
 2.24493195e+02   1.22100000e+01    2.01183913e+00    8.54755624e+02
 2.24852282e+02   1.22050000e+01    2.01208478e+00    8.55582180e+02
 2.25211369e+02   1.22050000e+01    2.01232919e+00    8.56408479e+02
 2.25570456e+02   1.22000000e+01    2.01257252e+00    8.57234521e+02
 2.25929544e+02   1.22000000e+01    2.01281461e+00    8.58060307e+02
 2.26288631e+02   1.22000000e+01    2.01305550e+00    8.58885838e+02
 2.26647718e+02   1.21950000e+01    2.01329527e+00    8.59711114e+02
 2.27006805e+02   1.21950000e+01    2.01353384e+00    8.60536135e+02
 2.27365893e+02   1.21950000e+01    2.01377125e+00    8.61360903e+02
 2.27724980e+02   1.21900000e+01    2.01400751e+00    8.62185418e+02
 2.28084067e+02   1.21900000e+01    2.01424265e+00    8.63009681e+02
 2.28443155e+02   1.21900000e+01    2.01447660e+00    8.63833692e+02
 2.28802242e+02   1.21850000e+01    2.01470938e+00    8.64657452e+02
 2.29161329e+02   1.21850000e+01    2.01494114e+00    8.65480962e+02
 2.29520416e+02   1.21850000e+01    2.01517168e+00    8.66304222e+02
 2.29879504e+02   1.21800000e+01    2.01540104e+00    8.67127232e+02
 2.30238591e+02   1.21800000e+01    2.01562944e+00    8.67949995e+02
 2.30597678e+02   1.21800000e+01    2.01585662e+00    8.68772509e+02
 2.30956765e+02   1.21750000e+01    2.01608264e+00    8.69594776e+02
 2.31315853e+02   1.21750000e+01    2.01630768e+00    8.70416797e+02
 2.31674940e+02   1.21700000e+01    2.01653155e+00    8.71238571e+02
 2.32034027e+02   1.21700000e+01    2.01675429e+00    8.72060100e+02
 2.32393114e+02   1.21700000e+01    2.01697600e+00    8.72881384e+02
 2.32752202e+02   1.21650000e+01    2.01719658e+00    8.73702425e+02
 2.33111289e+02   1.21650000e+01    2.01741609e+00    8.74523221e+02
 2.33470376e+02   1.21650000e+01    2.01763452e+00    8.75343775e+02
 2.33829464e+02   1.21600000e+01    2.01785191e+00    8.76164086e+02
 2.34188551e+02   1.21600000e+01    2.01806818e+00    8.76984156e+02
 2.34547638e+02   1.21600000e+01    2.01828336e+00    8.77803985e+02
 2.34906725e+02   1.21550000e+01    2.01849760e+00    8.78623573e+02
 2.35265813e+02   1.21550000e+01    2.01871069e+00    8.79442921e+02
 2.35624900e+02   1.21550000e+01    2.01892267e+00    8.80262030e+02
 2.35983987e+02   1.21500000e+01    2.01913377e+00    8.81080900e+02
 2.36343074e+02   1.21500000e+01    2.01934373e+00    8.81899532e+02
 2.36702162e+02   1.21500000e+01    2.01955262e+00    8.82717927e+02
 2.37061249e+02   1.21450000e+01    2.01976056e+00    8.83536085e+02
 2.37420336e+02   1.21450000e+01    2.01996742e+00    8.84354006e+02
 2.37779424e+02   1.21400000e+01    2.02017325e+00    8.85171692e+02
 2.38138511e+02   1.21400000e+01    2.02037808e+00    8.85989143e+02
 2.38497598e+02   1.21400000e+01    2.02058191e+00    8.86806360e+02
 2.38856685e+02   1.21350000e+01    2.02078469e+00    8.87623343e+02
 2.39215773e+02   1.21350000e+01    2.02098643e+00    8.88440092e+02
 2.39574860e+02   1.21350000e+01    2.02118729e+00    8.89256609e+02
 2.39933947e+02   1.21300000e+01    2.02138706e+00    8.90072892e+02
 2.40293034e+02   1.21300000e+01    2.02158578e+00    8.90888944e+02
 2.40652122e+02   1.21300000e+01    2.02178367e+00    8.91704764e+02
 2.41011209e+02   1.21250000e+01    2.02198048e+00    8.92520352e+02
 2.41370296e+02   1.21250000e+01    2.02217627e+00    8.93335709e+02
 2.41729384e+02   1.21250000e+01    2.02237117e+00    8.94150836e+02
 2.42088471e+02   1.21200000e+01    2.02256503e+00    8.94965732e+02
 2.42447558e+02   1.21200000e+01    2.02275794e+00    8.95780398e+02
 2.42806645e+02   1.21200000e+01    2.02294988e+00    8.96594834e+02
 2.43165733e+02   1.21150000e+01    2.02314090e+00    8.97409041e+02
 2.43524820e+02   1.21150000e+01    2.02333091e+00    8.98223019e+02
 2.43883907e+02   1.21150000e+01    2.02351992e+00    8.99036768e+02
 2.44242994e+02   1.21100000e+01    2.02370813e+00    8.99850289e+02
 2.44602082e+02   1.21100000e+01    2.02389529e+00    9.00663583e+02
 2.44961169e+02   1.21100000e+01    2.02408148e+00    9.01476648e+02
 2.45320256e+02   1.21050000e+01    2.02426683e+00    9.02289487e+02
 2.45679343e+02   1.21050000e+01    2.02445118e+00    9.03102099e+02
 2.46038431e+02   1.21050000e+01    2.02463460e+00    9.03914484e+02
 2.46397518e+02   1.21000000e+01    2.02481712e+00    9.04726644e+02
 2.46756605e+02   1.21000000e+01    2.02499872e+00    9.05538578e+02
 2.47115693e+02   1.21000000e+01    2.02517938e+00    9.06350289e+02
 2.47474780e+02   1.20950000e+01    2.02535908e+00    9.07161777e+02
 2.47833867e+02   1.20950000e+01    2.02553800e+00    9.07973046e+02
 2.48192954e+02   1.20950000e+01    2.02571592e+00    9.08784096e+02
 2.48552042e+02   1.20900000e+01    2.02589289e+00    9.09594929e+02
 2.48911129e+02   1.20900000e+01    2.02606909e+00    9.10405548e+02
 2.49270216e+02   1.20900000e+01    2.02624431e+00    9.11215954e+02
 2.49629303e+02   1.20850000e+01    2.02641863e+00    9.12026148e+02
 2.49988391e+02   1.20850000e+01    2.02659210e+00    9.12836132e+02
 2.50347478e+02   1.20850000e+01    2.02676468e+00    9.13645909e+02
 2.50706565e+02   1.20800000e+01    2.02693636e+00    9.14455479e+02
 2.51065653e+02   1.20800000e+01    2.02710712e+00    9.15264845e+02
 2.51424740e+02   1.20800000e+01    2.02727713e+00    9.16074009e+02
 2.51783827e+02   1.20750000e+01    2.02744618e+00    9.16882971e+02
 2.52142914e+02   1.20750000e+01    2.02761433e+00    9.17691735e+02
 2.52502002e+02   1.20750000e+01    2.02778172e+00    9.18500301e+02
 2.52861089e+02   1.20700000e+01    2.02794818e+00    9.19308671e+02
 2.53220176e+02   1.20700000e+01    2.02811379e+00    9.20116848e+02
 2.53579263e+02   1.20700000e+01    2.02827855e+00    9.20924832e+02
 2.53938351e+02   1.20650000e+01    2.02844250e+00    9.21732626e+02
 2.54297438e+02   1.20650000e+01    2.02860556e+00    9.22540232e+02
 2.54656525e+02   1.20650000e+01    2.02876772e+00    9.23347649e+02
 2.55015612e+02   1.20600000e+01    2.02892919e+00    9.24154878e+02
 2.55374700e+02   1.20600000e+01    2.02908973e+00    9.24961918e+02
 2.55733787e+02   1.20600000e+01    2.02924941e+00    9.25768767e+02
 2.56092874e+02   1.20550000e+01    2.02940834e+00    9.26575424e+02
 2.56451962e+02   1.20550000e+01    2.02956639e+00    9.27381889e+02
 2.56811049e+02   1.20550000e+01    2.02972363e+00    9.28188161e+02
 2.57170136e+02   1.20500000e+01    2.02988002e+00    9.28994239e+02
 2.57529223e+02   1.20500000e+01    2.03003569e+00    9.29800121e+02
 2.57888311e+02   1.20500000e+01    2.03019047e+00    9.30605807e+02
 2.58247398e+02   1.20450000e+01    2.03034439e+00    9.31411296e+02
 2.58606485e+02   1.20450000e+01    2.03049765e+00    9.32216587e+02
 2.58965572e+02   1.20450000e+01    2.03065001e+00    9.33021679e+02
 2.59324660e+02   1.20400000e+01    2.03080157e+00    9.33826571e+02
 2.59683747e+02   1.20400000e+01    2.03095236e+00    9.34631262e+02
 2.60042834e+02   1.20400000e+01    2.03110237e+00    9.35435751e+02
 2.60401922e+02   1.20350000e+01    2.03125155e+00    9.36240037e+02
 2.60761009e+02   1.20350000e+01    2.03139990e+00    9.37044120e+02
 2.61120096e+02   1.20350000e+01    2.03154762e+00    9.37847998e+02
 2.61479183e+02   1.20300000e+01    2.03169445e+00    9.38651670e+02
 2.61838271e+02   1.20300000e+01    2.03184048e+00    9.39455136e+02
 2.62197358e+02   1.20300000e+01    2.03198581e+00    9.40258393e+02
 2.62556445e+02   1.20250000e+01    2.03213033e+00    9.41061443e+02
 2.62915532e+02   1.20250000e+01    2.03227408e+00    9.41864284e+02
 2.63274620e+02   1.20250000e+01    2.03241702e+00    9.42666919e+02
 2.63633707e+02   1.20200000e+01    2.03255932e+00    9.43469346e+02
 2.63992794e+02   1.20200000e+01    2.03270078e+00    9.44271568e+02
 2.64351882e+02   1.20200000e+01    2.03284144e+00    9.45073586e+02
 2.64710969e+02   1.20200000e+01    2.03298145e+00    9.45875399e+02
 2.65070056e+02   1.20150000e+01    2.03312064e+00    9.46677010e+02
 2.65429143e+02   1.20150000e+01    2.03325911e+00    9.47478418e+02
 2.65788231e+02   1.20150000e+01    2.03339680e+00    9.48279625e+02
 2.66147318e+02   1.20100000e+01    2.03353383e+00    9.49080631e+02
 2.66506405e+02   1.20100000e+01    2.03367006e+00    9.49881439e+02
 2.66865492e+02   1.20100000e+01    2.03380551e+00    9.50682047e+02
 2.67224580e+02   1.20050000e+01    2.03394035e+00    9.51482457e+02
 2.67583667e+02   1.20050000e+01    2.03407437e+00    9.52282671e+02
