Stellar Sequence
Central Pressure Range = 4.0 to 1000.0 MeVfm^3
Number of Stars = 1250
h = 5 meters
r0 = 10.0 meters
      P_MeV/fm3             R_km         M_M_solar     Energy Density
 2.95064852e+02   1.09650000e+01    1.87336876e+00    1.00245855e+03
 2.95862290e+02   1.09650000e+01    1.87391043e+00    1.00391527e+03
 2.96659728e+02   1.09600000e+01    1.87444866e+00    1.00537099e+03
 2.97457166e+02   1.09600000e+01    1.87498326e+00    1.00682578e+03
 2.98254604e+02   1.09550000e+01    1.87551434e+00    1.00827969e+03
 2.99052042e+02   1.09550000e+01    1.87604204e+00    1.00973277e+03
 2.99849480e+02   1.09500000e+01    1.87656617e+00    1.01118507e+03
 3.00646918e+02   1.09500000e+01    1.87708689e+00    1.01263665e+03
 3.01444355e+02   1.09450000e+01    1.87760424e+00    1.01408746e+03
 3.02241793e+02   1.09450000e+01    1.87811812e+00    1.01553747e+03
 3.03039231e+02   1.09400000e+01    1.87862870e+00    1.01698662e+03
 3.03836669e+02   1.09400000e+01    1.87913591e+00    1.01843486e+03
 3.04634107e+02   1.09350000e+01    1.87963974e+00    1.01988214e+03
 3.05431545e+02   1.09350000e+01    1.88014039e+00    1.02132842e+03
 3.06228983e+02   1.09300000e+01    1.88063767e+00    1.02277363e+03
 3.07026421e+02   1.09300000e+01    1.88113168e+00    1.02421774e+03
 3.07823859e+02   1.09250000e+01    1.88162257e+00    1.02566069e+03
 3.08621297e+02   1.09250000e+01    1.88211014e+00    1.02710243e+03
 3.09418735e+02   1.09250000e+01    1.88259453e+00    1.02854291e+03
 3.10216173e+02   1.09200000e+01    1.88307583e+00    1.02998214e+03
 3.11013611e+02   1.09200000e+01    1.88355390e+00    1.03142017e+03
 3.11811049e+02   1.09150000e+01    1.88402890e+00    1.03285703e+03
 3.12608487e+02   1.09150000e+01    1.88450080e+00    1.03429280e+03
 3.13405925e+02   1.09100000e+01    1.88496955e+00    1.03572750e+03
 3.14203363e+02   1.09100000e+01    1.88543535e+00    1.03716120e+03
 3.15000801e+02   1.09050000e+01    1.88589804e+00    1.03859395e+03
 3.15798239e+02   1.09050000e+01    1.88635768e+00    1.04002580e+03
 3.16595677e+02   1.09000000e+01    1.88681444e+00    1.04145679e+03
 3.17393114e+02   1.09000000e+01    1.88726812e+00    1.04288698e+03
 3.18190552e+02   1.08950000e+01    1.88771883e+00    1.04431641e+03
 3.18987990e+02   1.08950000e+01    1.88816671e+00    1.04574514e+03
 3.19785428e+02   1.08900000e+01    1.88861157e+00    1.04717314e+03
 3.20582866e+02   1.08900000e+01    1.88905355e+00    1.04860041e+03
 3.21380304e+02   1.08850000e+01    1.88949270e+00    1.05002690e+03
 3.22177742e+02   1.08850000e+01    1.88992891e+00    1.05145260e+03
 3.22975180e+02   1.08850000e+01    1.89036234e+00    1.05287747e+03
 3.23772618e+02   1.08800000e+01    1.89079293e+00    1.05430149e+03
 3.24570056e+02   1.08800000e+01    1.89122065e+00    1.05572463e+03
 3.25367494e+02   1.08750000e+01    1.89164569e+00    1.05714687e+03
 3.26164932e+02   1.08750000e+01    1.89206790e+00    1.05856817e+03
 3.26962370e+02   1.08700000e+01    1.89248731e+00    1.05998851e+03
 3.27759808e+02   1.08700000e+01    1.89290411e+00    1.06140787e+03
 3.28557246e+02   1.08650000e+01    1.89331810e+00    1.06282621e+03
 3.29354684e+02   1.08650000e+01    1.89372937e+00    1.06424355e+03
 3.30152122e+02   1.08600000e+01    1.89413808e+00    1.06565989e+03
 3.30949560e+02   1.08600000e+01    1.89454402e+00    1.06707526e+03
 3.31746998e+02   1.08550000e+01    1.89494732e+00    1.06848966e+03
 3.32544436e+02   1.08550000e+01    1.89534807e+00    1.06990310e+03
 3.33341873e+02   1.08500000e+01    1.89574612e+00    1.07131561e+03
 3.34139311e+02   1.08500000e+01    1.89614162e+00    1.07272720e+03
 3.34936749e+02   1.08500000e+01    1.89653457e+00    1.07413787e+03
 3.35734187e+02   1.08450000e+01    1.89692489e+00    1.07554765e+03
 3.36531625e+02   1.08450000e+01    1.89731273e+00    1.07695654e+03
 3.37329063e+02   1.08400000e+01    1.89769802e+00    1.07836457e+03
 3.38126501e+02   1.08400000e+01    1.89808075e+00    1.07977174e+03
 3.38923939e+02   1.08350000e+01    1.89846109e+00    1.08117807e+03
 3.39721377e+02   1.08350000e+01    1.89883888e+00    1.08258357e+03
 3.40518815e+02   1.08300000e+01    1.89921417e+00    1.08398825e+03
 3.41316253e+02   1.08300000e+01    1.89958713e+00    1.08539213e+03
 3.42113691e+02   1.08300000e+01    1.89995756e+00    1.08679522e+03
 3.42911129e+02   1.08250000e+01    1.90032556e+00    1.08819754e+03
 3.43708567e+02   1.08250000e+01    1.90069127e+00    1.08959909e+03
 3.44506005e+02   1.08200000e+01    1.90105449e+00    1.09099990e+03
 3.45303443e+02   1.08200000e+01    1.90141534e+00    1.09239996e+03
 3.46100881e+02   1.08150000e+01    1.90177393e+00    1.09379931e+03
 3.46898319e+02   1.08150000e+01    1.90213008e+00    1.09519794e+03
 3.47695757e+02   1.08100000e+01    1.90248392e+00    1.09659588e+03
 3.48493195e+02   1.08100000e+01    1.90283551e+00    1.09799313e+03
 3.49290633e+02   1.08050000e+01    1.90318472e+00    1.09938967e+03
 3.50088070e+02   1.08050000e+01    1.90353169e+00    1.10078549e+03
 3.50885508e+02   1.08050000e+01    1.90387641e+00    1.10218055e+03
 3.51682946e+02   1.08000000e+01    1.90421881e+00    1.10357483e+03
 3.52480384e+02   1.08000000e+01    1.90455903e+00    1.10496831e+03
 3.53277822e+02   1.07950000e+01    1.90489701e+00    1.10636096e+03
 3.54075260e+02   1.07950000e+01    1.90523272e+00    1.10775275e+03
 3.54872698e+02   1.07900000e+01    1.90556631e+00    1.10914366e+03
 3.55670136e+02   1.07900000e+01    1.90589768e+00    1.11053366e+03
 3.56467574e+02   1.07900000e+01    1.90622683e+00    1.11192274e+03
 3.57265012e+02   1.07850000e+01    1.90655392e+00    1.11331085e+03
 3.58062450e+02   1.07850000e+01    1.90687879e+00    1.11469798e+03
 3.58859888e+02   1.07800000e+01    1.90720150e+00    1.11608412e+03
 3.59657326e+02   1.07800000e+01    1.90752221e+00    1.11746927e+03
 3.60454764e+02   1.07750000e+01    1.90784072e+00    1.11885350e+03
 3.61252202e+02   1.07750000e+01    1.90815711e+00    1.12023685e+03
 3.62049640e+02   1.07700000e+01    1.90847155e+00    1.12161935e+03
 3.62847078e+02   1.07700000e+01    1.90878381e+00    1.12300106e+03
 3.63644516e+02   1.07700000e+01    1.90909401e+00    1.12438203e+03
 3.64441954e+02   1.07650000e+01    1.90940228e+00    1.12576228e+03
 3.65239392e+02   1.07650000e+01    1.90970842e+00    1.12714188e+03
 3.66036829e+02   1.07600000e+01    1.91001253e+00    1.12852087e+03
 3.66834267e+02   1.07600000e+01    1.91031475e+00    1.12989928e+03
 3.67631705e+02   1.07550000e+01    1.91061487e+00    1.13127717e+03
 3.68429143e+02   1.07550000e+01    1.91091300e+00    1.13265459e+03
 3.69226581e+02   1.07550000e+01    1.91120928e+00    1.13403156e+03
 3.70024019e+02   1.07500000e+01    1.91150349e+00    1.13540811e+03
 3.70821457e+02   1.07500000e+01    1.91179576e+00    1.13678418e+03
 3.71618895e+02   1.07450000e+01    1.91208619e+00    1.13815973e+03
 3.72416333e+02   1.07450000e+01    1.91237460e+00    1.13953474e+03
 3.73213771e+02   1.07400000e+01    1.91266111e+00    1.14090914e+03
 3.74011209e+02   1.07400000e+01    1.91294580e+00    1.14228291e+03
 3.74808647e+02   1.07400000e+01    1.91322851e+00    1.14365600e+03
 3.75606085e+02   1.07350000e+01    1.91350935e+00    1.14502838e+03
 3.76403523e+02   1.07350000e+01    1.91378840e+00    1.14639999e+03
 3.77200961e+02   1.07300000e+01    1.91406550e+00    1.14777079e+03
 3.77998399e+02   1.07300000e+01    1.91434078e+00    1.14914076e+03
 3.78795837e+02   1.07300000e+01    1.91461430e+00    1.15050983e+03
 3.79593275e+02   1.07250000e+01    1.91488590e+00    1.15187799e+03
 3.80390713e+02   1.07250000e+01    1.91515572e+00    1.15324518e+03
 3.81188151e+02   1.07200000e+01    1.91542379e+00    1.15461142e+03
 3.81985588e+02   1.07200000e+01    1.91569000e+00    1.15597674e+03
 3.82783026e+02   1.07150000e+01    1.91595444e+00    1.15734119e+03
 3.83580464e+02   1.07150000e+01    1.91621718e+00    1.15870479e+03
 3.84377902e+02   1.07150000e+01    1.91647808e+00    1.16006760e+03
 3.85175340e+02   1.07100000e+01    1.91673725e+00    1.16142963e+03
 3.85972778e+02   1.07100000e+01    1.91699475e+00    1.16279093e+03
 3.86770216e+02   1.07050000e+01    1.91725043e+00    1.16415153e+03
 3.87567654e+02   1.07050000e+01    1.91750443e+00    1.16551147e+03
 3.88365092e+02   1.07050000e+01    1.91775677e+00    1.16687079e+03
 3.89162530e+02   1.07000000e+01    1.91800734e+00    1.16822952e+03
 3.89959968e+02   1.07000000e+01    1.91825624e+00    1.16958770e+03
 3.90757406e+02   1.06950000e+01    1.91850352e+00    1.17094537e+03
 3.91554844e+02   1.06950000e+01    1.91874906e+00    1.17230255e+03
 3.92352282e+02   1.06900000e+01    1.91899295e+00    1.17365926e+03
 3.93149720e+02   1.06900000e+01    1.91923527e+00    1.17501547e+03
 3.93947158e+02   1.06900000e+01    1.91947586e+00    1.17637116e+03
 3.94744596e+02   1.06850000e+01    1.91971483e+00    1.17772633e+03
 3.95542034e+02   1.06850000e+01    1.91995226e+00    1.17908095e+03
 3.96339472e+02   1.06800000e+01    1.92018799e+00    1.18043500e+03
 3.97136910e+02   1.06800000e+01    1.92042213e+00    1.18178846e+03
 3.97934347e+02   1.06800000e+01    1.92065475e+00    1.18314133e+03
 3.98731785e+02   1.06750000e+01    1.92088571e+00    1.18449358e+03
 3.99529223e+02   1.06750000e+01    1.92111508e+00    1.18584519e+03
 4.00326661e+02   1.06700000e+01    1.92134299e+00    1.18719615e+03
 4.01124099e+02   1.06700000e+01    1.92156925e+00    1.18854643e+03
 4.01921537e+02   1.06700000e+01    1.92179395e+00    1.18989603e+03
 4.02718975e+02   1.06650000e+01    1.92201722e+00    1.19124492e+03
 4.03516413e+02   1.06650000e+01    1.92223886e+00    1.19259309e+03
 4.04313851e+02   1.06600000e+01    1.92245897e+00    1.19394055e+03
 4.05111289e+02   1.06600000e+01    1.92267768e+00    1.19528731e+03
 4.05908727e+02   1.06600000e+01    1.92289478e+00    1.19663336e+03
 4.06706165e+02   1.06550000e+01    1.92311037e+00    1.19797871e+03
 4.07503603e+02   1.06550000e+01    1.92332460e+00    1.19932337e+03
 4.08301041e+02   1.06500000e+01    1.92353724e+00    1.20066735e+03
 4.09098479e+02   1.06500000e+01    1.92374839e+00    1.20201065e+03
 4.09895917e+02   1.06500000e+01    1.92395821e+00    1.20335328e+03
 4.10693355e+02   1.06450000e+01    1.92416647e+00    1.20469524e+03
 4.11490793e+02   1.06450000e+01    1.92437326e+00    1.20603654e+03
 4.12288231e+02   1.06400000e+01    1.92457873e+00    1.20737719e+03
 4.13085669e+02   1.06400000e+01    1.92478269e+00    1.20871719e+03
 4.13883106e+02   1.06400000e+01    1.92498520e+00    1.21005654e+03
 4.14680544e+02   1.06350000e+01    1.92518640e+00    1.21139525e+03
 4.15477982e+02   1.06350000e+01    1.92538612e+00    1.21273334e+03
 4.16275420e+02   1.06300000e+01    1.92558442e+00    1.21407081e+03
 4.17072858e+02   1.06300000e+01    1.92578141e+00    1.21540768e+03
 4.17870296e+02   1.06300000e+01    1.92597698e+00    1.21674395e+03
 4.18667734e+02   1.06250000e+01    1.92617114e+00    1.21807965e+03
 4.19465172e+02   1.06250000e+01    1.92636399e+00    1.21941479e+03
 4.20262610e+02   1.06250000e+01    1.92655547e+00    1.22074937e+03
 4.21060048e+02   1.06200000e+01    1.92674556e+00    1.22208342e+03
 4.21857486e+02   1.06200000e+01    1.92693433e+00    1.22341695e+03
 4.22654924e+02   1.06150000e+01    1.92712181e+00    1.22474996e+03
 4.23452362e+02   1.06150000e+01    1.92730789e+00    1.22608248e+03
 4.24249800e+02   1.06150000e+01    1.92749265e+00    1.22741451e+03
 4.25047238e+02   1.06100000e+01    1.92767618e+00    1.22874606e+03
 4.25844676e+02   1.06100000e+01    1.92785832e+00    1.23007716e+03
 4.26642114e+02   1.06050000e+01    1.92803915e+00    1.23140782e+03
 4.27439552e+02   1.06050000e+01    1.92821879e+00    1.23273804e+03
 4.28236990e+02   1.06050000e+01    1.92839705e+00    1.23406779e+03
 4.29034428e+02   1.06000000e+01    1.92857401e+00    1.23539707e+03
 4.29831865e+02   1.06000000e+01    1.92874982e+00    1.23672585e+03
 4.30629303e+02   1.05950000e+01    1.92892427e+00    1.23805410e+03
 4.31426741e+02   1.05950000e+01    1.92909743e+00    1.23938180e+03
 4.32224179e+02   1.05950000e+01    1.92926946e+00    1.24070893e+03
 4.33021617e+02   1.05900000e+01    1.92944016e+00    1.24203546e+03
 4.33819055e+02   1.05900000e+01    1.92960960e+00    1.24336138e+03
 4.34616493e+02   1.05900000e+01    1.92977788e+00    1.24468665e+03
 4.35413931e+02   1.05850000e+01    1.92994491e+00    1.24601126e+03
 4.36211369e+02   1.05850000e+01    1.93011068e+00    1.24733518e+03
 4.37008807e+02   1.05800000e+01    1.93027528e+00    1.24865839e+03
 4.37806245e+02   1.05800000e+01    1.93043871e+00    1.24998087e+03
 4.38603683e+02   1.05800000e+01    1.93060087e+00    1.25130259e+03
 4.39401121e+02   1.05750000e+01    1.93076184e+00    1.25262353e+03
 4.40198559e+02   1.05750000e+01    1.93092172e+00    1.25394369e+03
 4.40995997e+02   1.05750000e+01    1.93108033e+00    1.25526310e+03
 4.41793435e+02   1.05700000e+01    1.93123775e+00    1.25658181e+03
 4.42590873e+02   1.05700000e+01    1.93139412e+00    1.25789985e+03
 4.43388311e+02   1.05650000e+01    1.93154924e+00    1.25921725e+03
 4.44185749e+02   1.05650000e+01    1.93170318e+00    1.26053404e+03
 4.44983187e+02   1.05650000e+01    1.93185609e+00    1.26185028e+03
 4.45780624e+02   1.05600000e+01    1.93200777e+00    1.26316598e+03
 4.46578062e+02   1.05600000e+01    1.93215831e+00    1.26448119e+03
 4.47375500e+02   1.05600000e+01    1.93230777e+00    1.26579595e+03
 4.48172938e+02   1.05550000e+01    1.93245611e+00    1.26711028e+03
 4.48970376e+02   1.05550000e+01    1.93260328e+00    1.26842423e+03
 4.49767814e+02   1.05500000e+01    1.93274935e+00    1.26973784e+03
 4.50565252e+02   1.05500000e+01    1.93289439e+00    1.27105113e+03
 4.51362690e+02   1.05500000e+01    1.93303826e+00    1.27236414e+03
 4.52160128e+02   1.05450000e+01    1.93318101e+00    1.27367691e+03
 4.52957566e+02   1.05450000e+01    1.93332279e+00    1.27498946e+03
 4.53755004e+02   1.05450000e+01    1.93346339e+00    1.27630175e+03
 4.54552442e+02   1.05400000e+01    1.93360289e+00    1.27761376e+03
 4.55349880e+02   1.05400000e+01    1.93374144e+00    1.27892544e+03
 4.56147318e+02   1.05400000e+01    1.93387884e+00    1.28023678e+03
 4.56944756e+02   1.05350000e+01    1.93401515e+00    1.28154773e+03
 4.57742194e+02   1.05350000e+01    1.93415048e+00    1.28285826e+03
 4.58539632e+02   1.05300000e+01    1.93428475e+00    1.28416835e+03
 4.59337070e+02   1.05300000e+01    1.93441794e+00    1.28547795e+03
 4.60134508e+02   1.05300000e+01    1.93455008e+00    1.28678705e+03
 4.60931946e+02   1.05250000e+01    1.93468128e+00    1.28809560e+03
 4.61729384e+02   1.05250000e+01    1.93481137e+00    1.28940357e+03
 4.62526821e+02   1.05250000e+01    1.93494042e+00    1.29071094e+03
 4.63324259e+02   1.05200000e+01    1.93506857e+00    1.29201766e+03
 4.64121697e+02   1.05200000e+01    1.93519561e+00    1.29332371e+03
 4.64919135e+02   1.05200000e+01    1.93532163e+00    1.29462906e+03
 4.65716573e+02   1.05150000e+01    1.93544673e+00    1.29593367e+03
 4.66514011e+02   1.05150000e+01    1.93557080e+00    1.29723756e+03
 4.67311449e+02   1.05100000e+01    1.93569385e+00    1.29854074e+03
 4.68108887e+02   1.05100000e+01    1.93581593e+00    1.29984325e+03
 4.68906325e+02   1.05100000e+01    1.93593709e+00    1.30114510e+03
 4.69703763e+02   1.05050000e+01    1.93605721e+00    1.30244633e+03
 4.70501201e+02   1.05050000e+01    1.93617633e+00    1.30374696e+03
 4.71298639e+02   1.05050000e+01    1.93629461e+00    1.30504701e+03
 4.72096077e+02   1.05000000e+01    1.93641184e+00    1.30634651e+03
 4.72893515e+02   1.05000000e+01    1.93652809e+00    1.30764548e+03
 4.73690953e+02   1.05000000e+01    1.93664348e+00    1.30894395e+03
 4.74488391e+02   1.04950000e+01    1.93675788e+00    1.31024195e+03
 4.75285829e+02   1.04950000e+01    1.93687132e+00    1.31153949e+03
 4.76083267e+02   1.04950000e+01    1.93698383e+00    1.31283661e+03
 4.76880705e+02   1.04900000e+01    1.93709549e+00    1.31413333e+03
 4.77678143e+02   1.04900000e+01    1.93720614e+00    1.31542967e+03
 4.78475580e+02   1.04850000e+01    1.93731584e+00    1.31672567e+03
 4.79273018e+02   1.04850000e+01    1.93742476e+00    1.31802133e+03
 4.80070456e+02   1.04850000e+01    1.93753266e+00    1.31931667e+03
 4.80867894e+02   1.04800000e+01    1.93763965e+00    1.32061166e+03
 4.81665332e+02   1.04800000e+01    1.93774580e+00    1.32190631e+03
 4.82462770e+02   1.04800000e+01    1.93785104e+00    1.32320060e+03
 4.83260208e+02   1.04750000e+01    1.93795536e+00    1.32449452e+03
 4.84057646e+02   1.04750000e+01    1.93805877e+00    1.32578806e+03
 4.84855084e+02   1.04750000e+01    1.93816140e+00    1.32708120e+03
 4.85652522e+02   1.04700000e+01    1.93826306e+00    1.32837395e+03
 4.86449960e+02   1.04700000e+01    1.93836382e+00    1.32966628e+03
 4.87247398e+02   1.04700000e+01    1.93846382e+00    1.33095819e+03
 4.88044836e+02   1.04650000e+01    1.93856288e+00    1.33224966e+03
 4.88842274e+02   1.04650000e+01    1.93866107e+00    1.33354069e+03
 4.89639712e+02   1.04650000e+01    1.93875842e+00    1.33483126e+03
 4.90437150e+02   1.04600000e+01    1.93885497e+00    1.33612137e+03
 4.91234588e+02   1.04600000e+01    1.93895061e+00    1.33741100e+03
 4.92032026e+02   1.04600000e+01    1.93904537e+00    1.33870015e+03
 4.92829464e+02   1.04550000e+01    1.93913942e+00    1.33998879e+03
 4.93626902e+02   1.04550000e+01    1.93923253e+00    1.34127694e+03
 4.94424339e+02   1.04500000e+01    1.93932480e+00    1.34256458e+03
 4.95221777e+02   1.04500000e+01    1.93941630e+00    1.34385172e+03
 4.96019215e+02   1.04500000e+01    1.93950698e+00    1.34513835e+03
 4.96816653e+02   1.04450000e+01    1.93959680e+00    1.34642449e+03
 4.97614091e+02   1.04450000e+01    1.93968578e+00    1.34771013e+03
 4.98411529e+02   1.04450000e+01    1.93977407e+00    1.34899527e+03
 4.99208967e+02   1.04400000e+01    1.93986145e+00    1.35027992e+03
 5.00006405e+02   1.04400000e+01    1.93994801e+00    1.35156407e+03
 5.00803843e+02   1.04400000e+01    1.94003385e+00    1.35284773e+03
 5.01601281e+02   1.04350000e+01    1.94011887e+00    1.35413089e+03
 5.02398719e+02   1.04350000e+01    1.94020307e+00    1.35541356e+03
 5.03196157e+02   1.04350000e+01    1.94028647e+00    1.35669575e+03
 5.03993595e+02   1.04300000e+01    1.94036920e+00    1.35797744e+03
 5.04791033e+02   1.04300000e+01    1.94045104e+00    1.35925865e+03
 5.05588471e+02   1.04300000e+01    1.94053210e+00    1.36053937e+03
 5.06385909e+02   1.04250000e+01    1.94061248e+00    1.36181960e+03
 5.07183347e+02   1.04250000e+01    1.94069204e+00    1.36309935e+03
 5.07980785e+02   1.04250000e+01    1.94077082e+00    1.36437862e+03
 5.08778223e+02   1.04200000e+01    1.94084882e+00    1.36565743e+03
 5.09575661e+02   1.04200000e+01    1.94092618e+00    1.36693578e+03
 5.10373098e+02   1.04200000e+01    1.94100268e+00    1.36821369e+03
 5.11170536e+02   1.04150000e+01    1.94107842e+00    1.36949116e+03
 5.11967974e+02   1.04150000e+01    1.94115351e+00    1.37076822e+03
 5.12765412e+02   1.04150000e+01    1.94122781e+00    1.37204487e+03
 5.13562850e+02   1.04100000e+01    1.94130136e+00    1.37332113e+03
 5.14360288e+02   1.04100000e+01    1.94137415e+00    1.37459701e+03
 5.15157726e+02   1.04100000e+01    1.94144632e+00    1.37587251e+03
 5.15955164e+02   1.04050000e+01    1.94151767e+00    1.37714765e+03
 5.16752602e+02   1.04050000e+01    1.94158828e+00    1.37842245e+03
 5.17550040e+02   1.04050000e+01    1.94165825e+00    1.37969691e+03
 5.18347478e+02   1.04000000e+01    1.94172748e+00    1.38097105e+03
 5.19144916e+02   1.04000000e+01    1.94179596e+00    1.38224487e+03
 5.19942354e+02   1.04000000e+01    1.94186371e+00    1.38351840e+03
 5.20739792e+02   1.03950000e+01    1.94193088e+00    1.38479163e+03
 5.21537230e+02   1.03950000e+01    1.94199724e+00    1.38606459e+03
 5.22334668e+02   1.03950000e+01    1.94206290e+00    1.38733728e+03
 5.23132106e+02   1.03900000e+01    1.94212791e+00    1.38860969e+03
 5.23929544e+02   1.03900000e+01    1.94219224e+00    1.38988179e+03
 5.24726982e+02   1.03900000e+01    1.94225584e+00    1.39115357e+03
 5.25524420e+02   1.03850000e+01    1.94231872e+00    1.39242500e+03
 5.26321857e+02   1.03850000e+01    1.94238105e+00    1.39369608e+03
 5.27119295e+02   1.03850000e+01    1.94244260e+00    1.39496678e+03
 5.27916733e+02   1.03800000e+01    1.94250346e+00    1.39623708e+03
 5.28714171e+02   1.03800000e+01    1.94256368e+00    1.39750697e+03
 5.29511609e+02   1.03800000e+01    1.94262329e+00    1.39877642e+03
 5.30309047e+02   1.03750000e+01    1.94268215e+00    1.40004543e+03
 5.31106485e+02   1.03750000e+01    1.94274033e+00    1.40131396e+03
 5.31903923e+02   1.03750000e+01    1.94279796e+00    1.40258200e+03
 5.32701361e+02   1.03750000e+01    1.94285487e+00    1.40384953e+03
 5.33498799e+02   1.03700000e+01    1.94291111e+00    1.40511654e+03
 5.34296237e+02   1.03700000e+01    1.94296669e+00    1.40638301e+03
 5.35093675e+02   1.03700000e+01    1.94302172e+00    1.40764891e+03
 5.35891113e+02   1.03650000e+01    1.94307602e+00    1.40891423e+03
 5.36688551e+02   1.03650000e+01    1.94312966e+00    1.41017895e+03
 5.37485989e+02   1.03650000e+01    1.94318273e+00    1.41144306e+03
 5.38283427e+02   1.03600000e+01    1.94323517e+00    1.41270660e+03
 5.39080865e+02   1.03600000e+01    1.94328693e+00    1.41396958e+03
 5.39878303e+02   1.03600000e+01    1.94333804e+00    1.41523202e+03
 5.40675741e+02   1.03550000e+01    1.94338864e+00    1.41649397e+03
 5.41473179e+02   1.03550000e+01    1.94343853e+00    1.41775543e+03
 5.42270616e+02   1.03550000e+01    1.94348779e+00    1.41901645e+03
 5.43068054e+02   1.03500000e+01    1.94353645e+00    1.42027704e+03
 5.43865492e+02   1.03500000e+01    1.94358457e+00    1.42153722e+03
 5.44662930e+02   1.03500000e+01    1.94363200e+00    1.42279704e+03
 5.45460368e+02   1.03450000e+01    1.94367880e+00    1.42405650e+03
 5.46257806e+02   1.03450000e+01    1.94372508e+00    1.42531564e+03
 5.47055244e+02   1.03450000e+01    1.94377074e+00    1.42657449e+03
 5.47852682e+02   1.03400000e+01    1.94381576e+00    1.42783306e+03
 5.48650120e+02   1.03400000e+01    1.94386016e+00    1.42909140e+03
 5.49447558e+02   1.03400000e+01    1.94390409e+00    1.43034951e+03
 5.50244996e+02   1.03350000e+01    1.94394734e+00    1.43160743e+03
 5.51042434e+02   1.03350000e+01    1.94399000e+00    1.43286518e+03
 5.51839872e+02   1.03350000e+01    1.94403207e+00    1.43412279e+03
 5.52637310e+02   1.03350000e+01    1.94407365e+00    1.43538028e+03
 5.53434748e+02   1.03300000e+01    1.94411456e+00    1.43663764e+03
 5.54232186e+02   1.03300000e+01    1.94415488e+00    1.43789484e+03
 5.55029624e+02   1.03300000e+01    1.94419469e+00    1.43915187e+03
 5.55827062e+02   1.03250000e+01    1.94423394e+00    1.44040870e+03
 5.56624500e+02   1.03250000e+01    1.94427257e+00    1.44166530e+03
 5.57421938e+02   1.03250000e+01    1.94431060e+00    1.44292167e+03
 5.58219376e+02   1.03200000e+01    1.94434819e+00    1.44417776e+03
 5.59016813e+02   1.03200000e+01    1.94438514e+00    1.44543357e+03
 5.59814251e+02   1.03200000e+01    1.94442153e+00    1.44668907e+03
 5.60611689e+02   1.03150000e+01    1.94445734e+00    1.44794423e+03
 5.61409127e+02   1.03150000e+01    1.94449271e+00    1.44919904e+03
 5.62206565e+02   1.03150000e+01    1.94452743e+00    1.45045347e+03
 5.63004003e+02   1.03100000e+01    1.94456161e+00    1.45170750e+03
 5.63801441e+02   1.03100000e+01    1.94459525e+00    1.45296110e+03
 5.64598879e+02   1.03100000e+01    1.94462842e+00    1.45421427e+03
 5.65396317e+02   1.03100000e+01    1.94466097e+00    1.45546696e+03
 5.66193755e+02   1.03050000e+01    1.94469297e+00    1.45671916e+03
 5.66991193e+02   1.03050000e+01    1.94472450e+00    1.45797085e+03
 5.67788631e+02   1.03050000e+01    1.94475550e+00    1.45922201e+03
 5.68586069e+02   1.03000000e+01    1.94478593e+00    1.46047261e+03
 5.69383507e+02   1.03000000e+01    1.94481579e+00    1.46172268e+03
 5.70180945e+02   1.03000000e+01    1.94484525e+00    1.46297222e+03
 5.70978383e+02   1.02950000e+01    1.94487411e+00    1.46422126e+03
 5.71775821e+02   1.02950000e+01    1.94490245e+00    1.46546980e+03
 5.72573259e+02   1.02950000e+01    1.94493023e+00    1.46671787e+03
 5.73370697e+02   1.02950000e+01    1.94495763e+00    1.46796547e+03
 5.74168135e+02   1.02900000e+01    1.94498441e+00    1.46921264e+03
 5.74965572e+02   1.02900000e+01    1.94501069e+00    1.47045937e+03
 5.75763010e+02   1.02900000e+01    1.94503645e+00    1.47170570e+03
 5.76560448e+02   1.02850000e+01    1.94506181e+00    1.47295162e+03
 5.77357886e+02   1.02850000e+01    1.94508656e+00    1.47419717e+03
 5.78155324e+02   1.02850000e+01    1.94511082e+00    1.47544236e+03
 5.78952762e+02   1.02800000e+01    1.94513460e+00    1.47668720e+03
 5.79750200e+02   1.02800000e+01    1.94515794e+00    1.47793171e+03
 5.80547638e+02   1.02800000e+01    1.94518072e+00    1.47917590e+03
 5.81345076e+02   1.02800000e+01    1.94520298e+00    1.48041979e+03
 5.82142514e+02   1.02750000e+01    1.94522483e+00    1.48166340e+03
 5.82939952e+02   1.02750000e+01    1.94524618e+00    1.48290675e+03
 5.83737390e+02   1.02750000e+01    1.94526701e+00    1.48414984e+03
 5.84534828e+02   1.02700000e+01    1.94528733e+00    1.48539270e+03
 5.85332266e+02   1.02700000e+01    1.94530727e+00    1.48663532e+03
 5.86129704e+02   1.02700000e+01    1.94532668e+00    1.48787770e+03
 5.86927142e+02   1.02650000e+01    1.94534560e+00    1.48911985e+03
 5.87724580e+02   1.02650000e+01    1.94536401e+00    1.49036174e+03
 5.88522018e+02   1.02650000e+01    1.94538206e+00    1.49160337e+03
 5.89319456e+02   1.02650000e+01    1.94539957e+00    1.49284475e+03
 5.90116894e+02   1.02600000e+01    1.94541661e+00    1.49408586e+03
 5.90914331e+02   1.02600000e+01    1.94543315e+00    1.49532669e+03
 5.91711769e+02   1.02600000e+01    1.94544935e+00    1.49656725e+03
 5.92509207e+02   1.02550000e+01    1.94546500e+00    1.49780753e+03
 5.93306645e+02   1.02550000e+01    1.94548019e+00    1.49904751e+03
