Stellar Sequence
Central Pressure Range = 4.0 to 1500.0 MeVfm^3
Number of Stars = 1250
h = 5 meters
r0 = 10.0 meters
      P_MeV/fm3             R_km         M_M_solar     Energy Density
 4.41181745e+02   1.09200000e+01    2.03834522e+00    1.12459196e+03
 4.42379504e+02   1.09150000e+01    2.03872817e+00    1.12609943e+03
 4.43577262e+02   1.09150000e+01    2.03910825e+00    1.12760542e+03
 4.44775020e+02   1.09100000e+01    2.03948540e+00    1.12910994e+03
 4.45972778e+02   1.09100000e+01    2.03985973e+00    1.13061299e+03
 4.47170536e+02   1.09050000e+01    2.04023118e+00    1.13211459e+03
 4.48368295e+02   1.09000000e+01    2.04059984e+00    1.13361472e+03
 4.49566053e+02   1.09000000e+01    2.04096567e+00    1.13511341e+03
 4.50763811e+02   1.08950000e+01    2.04132875e+00    1.13661065e+03
 4.51961569e+02   1.08950000e+01    2.04168904e+00    1.13810646e+03
 4.53159327e+02   1.08900000e+01    2.04204662e+00    1.13960083e+03
 4.54357086e+02   1.08850000e+01    2.04240145e+00    1.14109377e+03
 4.55554844e+02   1.08850000e+01    2.04275361e+00    1.14258528e+03
 4.56752602e+02   1.08800000e+01    2.04310306e+00    1.14407538e+03
 4.57950360e+02   1.08800000e+01    2.04344987e+00    1.14556407e+03
 4.59148118e+02   1.08750000e+01    2.04379403e+00    1.14705134e+03
 4.60345877e+02   1.08750000e+01    2.04413558e+00    1.14853722e+03
 4.61543635e+02   1.08700000e+01    2.04447450e+00    1.15002170e+03
 4.62741393e+02   1.08700000e+01    2.04481086e+00    1.15150478e+03
 4.63939151e+02   1.08650000e+01    2.04514464e+00    1.15298648e+03
 4.65136910e+02   1.08650000e+01    2.04547589e+00    1.15446680e+03
 4.66334668e+02   1.08600000e+01    2.04580458e+00    1.15594574e+03
 4.67532426e+02   1.08600000e+01    2.04613079e+00    1.15742331e+03
 4.68730184e+02   1.08550000e+01    2.04645448e+00    1.15889951e+03
 4.69927942e+02   1.08550000e+01    2.04677573e+00    1.16037436e+03
 4.71125701e+02   1.08500000e+01    2.04709449e+00    1.16184785e+03
 4.72323459e+02   1.08500000e+01    2.04741083e+00    1.16331999e+03
 4.73521217e+02   1.08450000e+01    2.04772473e+00    1.16479078e+03
 4.74718975e+02   1.08450000e+01    2.04803625e+00    1.16626024e+03
 4.75916733e+02   1.08400000e+01    2.04834535e+00    1.16772836e+03
 4.77114492e+02   1.08400000e+01    2.04865211e+00    1.16919515e+03
 4.78312250e+02   1.08350000e+01    2.04895649e+00    1.17066062e+03
 4.79510008e+02   1.08300000e+01    2.04925855e+00    1.17212478e+03
 4.80707766e+02   1.08300000e+01    2.04955828e+00    1.17358762e+03
 4.81905524e+02   1.08250000e+01    2.04985571e+00    1.17504915e+03
 4.83103283e+02   1.08250000e+01    2.05015083e+00    1.17650938e+03
 4.84301041e+02   1.08200000e+01    2.05044370e+00    1.17796831e+03
 4.85498799e+02   1.08200000e+01    2.05073431e+00    1.17942595e+03
 4.86696557e+02   1.08150000e+01    2.05102267e+00    1.18088230e+03
 4.87894315e+02   1.08150000e+01    2.05130881e+00    1.18233738e+03
 4.89092074e+02   1.08100000e+01    2.05159272e+00    1.18379117e+03
 4.90289832e+02   1.08100000e+01    2.05187446e+00    1.18524370e+03
 4.91487590e+02   1.08050000e+01    2.05215400e+00    1.18669496e+03
 4.92685348e+02   1.08050000e+01    2.05243140e+00    1.18814496e+03
 4.93883106e+02   1.08000000e+01    2.05270663e+00    1.18959371e+03
 4.95080865e+02   1.08000000e+01    2.05297973e+00    1.19104120e+03
 4.96278623e+02   1.07950000e+01    2.05325072e+00    1.19248745e+03
 4.97476381e+02   1.07950000e+01    2.05351959e+00    1.19393247e+03
 4.98674139e+02   1.07900000e+01    2.05378637e+00    1.19537625e+03
 4.99871898e+02   1.07900000e+01    2.05405109e+00    1.19681880e+03
 5.01069656e+02   1.07850000e+01    2.05431372e+00    1.19826013e+03
 5.02267414e+02   1.07850000e+01    2.05457434e+00    1.19970024e+03
 5.03465172e+02   1.07800000e+01    2.05483290e+00    1.20113913e+03
 5.04662930e+02   1.07800000e+01    2.05508945e+00    1.20257682e+03
 5.05860689e+02   1.07750000e+01    2.05534398e+00    1.20401331e+03
 5.07058447e+02   1.07750000e+01    2.05559653e+00    1.20544860e+03
 5.08256205e+02   1.07700000e+01    2.05584709e+00    1.20688270e+03
 5.09453963e+02   1.07650000e+01    2.05609568e+00    1.20831562e+03
 5.10651721e+02   1.07650000e+01    2.05634233e+00    1.20974735e+03
 5.11849480e+02   1.07600000e+01    2.05658703e+00    1.21117791e+03
 5.13047238e+02   1.07600000e+01    2.05682981e+00    1.21260729e+03
 5.14244996e+02   1.07550000e+01    2.05707067e+00    1.21403552e+03
 5.15442754e+02   1.07550000e+01    2.05730964e+00    1.21546258e+03
 5.16640512e+02   1.07500000e+01    2.05754670e+00    1.21688848e+03
 5.17838271e+02   1.07500000e+01    2.05778192e+00    1.21831324e+03
 5.19036029e+02   1.07500000e+01    2.05801526e+00    1.21973686e+03
 5.20233787e+02   1.07450000e+01    2.05824675e+00    1.22115933e+03
 5.21431545e+02   1.07450000e+01    2.05847640e+00    1.22258067e+03
 5.22629303e+02   1.07400000e+01    2.05870420e+00    1.22400089e+03
 5.23827062e+02   1.07400000e+01    2.05893022e+00    1.22541998e+03
 5.25024820e+02   1.07350000e+01    2.05915442e+00    1.22683795e+03
 5.26222578e+02   1.07350000e+01    2.05937684e+00    1.22825481e+03
 5.27420336e+02   1.07300000e+01    2.05959747e+00    1.22967057e+03
 5.28618094e+02   1.07300000e+01    2.05981635e+00    1.23108522e+03
 5.29815853e+02   1.07250000e+01    2.06003346e+00    1.23249877e+03
 5.31013611e+02   1.07250000e+01    2.06024886e+00    1.23391124e+03
 5.32211369e+02   1.07200000e+01    2.06046250e+00    1.23532262e+03
 5.33409127e+02   1.07200000e+01    2.06067442e+00    1.23673291e+03
 5.34606886e+02   1.07150000e+01    2.06088464e+00    1.23814213e+03
 5.35804644e+02   1.07150000e+01    2.06109315e+00    1.23955029e+03
 5.37002402e+02   1.07100000e+01    2.06129998e+00    1.24095737e+03
 5.38200160e+02   1.07100000e+01    2.06150513e+00    1.24236340e+03
 5.39397918e+02   1.07050000e+01    2.06170862e+00    1.24376837e+03
 5.40595677e+02   1.07050000e+01    2.06191045e+00    1.24517230e+03
 5.41793435e+02   1.07050000e+01    2.06211066e+00    1.24657518e+03
 5.42991193e+02   1.07000000e+01    2.06230923e+00    1.24797702e+03
 5.44188951e+02   1.06950000e+01    2.06250615e+00    1.24937783e+03
 5.45386709e+02   1.06950000e+01    2.06270148e+00    1.25077761e+03
 5.46584468e+02   1.06900000e+01    2.06289520e+00    1.25217637e+03
 5.47782226e+02   1.06900000e+01    2.06308733e+00    1.25357411e+03
 5.48979984e+02   1.06850000e+01    2.06327788e+00    1.25497084e+03
 5.50177742e+02   1.06850000e+01    2.06346688e+00    1.25636656e+03
 5.51375500e+02   1.06850000e+01    2.06365430e+00    1.25776128e+03
 5.52573259e+02   1.06800000e+01    2.06384018e+00    1.25915501e+03
 5.53771017e+02   1.06800000e+01    2.06402451e+00    1.26054774e+03
 5.54968775e+02   1.06750000e+01    2.06420730e+00    1.26193949e+03
 5.56166533e+02   1.06750000e+01    2.06438859e+00    1.26333025e+03
 5.57364291e+02   1.06700000e+01    2.06456834e+00    1.26472005e+03
 5.58562050e+02   1.06700000e+01    2.06474663e+00    1.26610887e+03
 5.59759808e+02   1.06700000e+01    2.06492341e+00    1.26749672e+03
 5.60957566e+02   1.06650000e+01    2.06509869e+00    1.26888362e+03
 5.62155324e+02   1.06650000e+01    2.06527252e+00    1.27026957e+03
 5.63353082e+02   1.06600000e+01    2.06544487e+00    1.27165456e+03
 5.64550841e+02   1.06600000e+01    2.06561577e+00    1.27303861e+03
 5.65748599e+02   1.06550000e+01    2.06578521e+00    1.27442173e+03
 5.66946357e+02   1.06550000e+01    2.06595325e+00    1.27580391e+03
 5.68144115e+02   1.06500000e+01    2.06611984e+00    1.27718516e+03
 5.69341873e+02   1.06500000e+01    2.06628501e+00    1.27856549e+03
 5.70539632e+02   1.06450000e+01    2.06644878e+00    1.27994490e+03
 5.71737390e+02   1.06450000e+01    2.06661114e+00    1.28132341e+03
 5.72935148e+02   1.06400000e+01    2.06677211e+00    1.28270099e+03
 5.74132906e+02   1.06400000e+01    2.06693168e+00    1.28407767e+03
 5.75330665e+02   1.06400000e+01    2.06708992e+00    1.28545344e+03
 5.76528423e+02   1.06350000e+01    2.06724677e+00    1.28682831e+03
 5.77726181e+02   1.06350000e+01    2.06740224e+00    1.28820226e+03
 5.78923939e+02   1.06300000e+01    2.06755638e+00    1.28957532e+03
 5.80121697e+02   1.06300000e+01    2.06770918e+00    1.29094747e+03
 5.81319456e+02   1.06250000e+01    2.06786065e+00    1.29231872e+03
 5.82517214e+02   1.06250000e+01    2.06801079e+00    1.29368906e+03
 5.83714972e+02   1.06200000e+01    2.06815961e+00    1.29505851e+03
 5.84912730e+02   1.06200000e+01    2.06830713e+00    1.29642707e+03
 5.86110488e+02   1.06200000e+01    2.06845335e+00    1.29779472e+03
 5.87308247e+02   1.06150000e+01    2.06859826e+00    1.29916149e+03
 5.88506005e+02   1.06100000e+01    2.06874190e+00    1.30052736e+03
 5.89703763e+02   1.06100000e+01    2.06888428e+00    1.30189234e+03
 5.90901521e+02   1.06100000e+01    2.06902538e+00    1.30325643e+03
 5.92099279e+02   1.06050000e+01    2.06916520e+00    1.30461963e+03
 5.93297038e+02   1.06050000e+01    2.06930378e+00    1.30598194e+03
 5.94494796e+02   1.06000000e+01    2.06944110e+00    1.30734337e+03
 5.95692554e+02   1.06000000e+01    2.06957722e+00    1.30870391e+03
 5.96890312e+02   1.06000000e+01    2.06971209e+00    1.31006357e+03
 5.98088070e+02   1.05950000e+01    2.06984572e+00    1.31142235e+03
 5.99285829e+02   1.05950000e+01    2.06997815e+00    1.31278025e+03
 6.00483587e+02   1.05900000e+01    2.07010936e+00    1.31413727e+03
 6.01681345e+02   1.05900000e+01    2.07023940e+00    1.31549342e+03
 6.02879103e+02   1.05900000e+01    2.07036823e+00    1.31684868e+03
 6.04076861e+02   1.05850000e+01    2.07049586e+00    1.31820308e+03
 6.05274620e+02   1.05850000e+01    2.07062232e+00    1.31955660e+03
 6.06472378e+02   1.05800000e+01    2.07074760e+00    1.32090925e+03
 6.07670136e+02   1.05800000e+01    2.07087174e+00    1.32226103e+03
 6.08867894e+02   1.05750000e+01    2.07099471e+00    1.32361194e+03
 6.10065653e+02   1.05750000e+01    2.07111651e+00    1.32496199e+03
 6.11263411e+02   1.05700000e+01    2.07123719e+00    1.32631117e+03
 6.12461169e+02   1.05700000e+01    2.07135671e+00    1.32765948e+03
 6.13658927e+02   1.05700000e+01    2.07147513e+00    1.32900693e+03
 6.14856685e+02   1.05650000e+01    2.07159242e+00    1.33035353e+03
 6.16054444e+02   1.05650000e+01    2.07170857e+00    1.33169926e+03
 6.17252202e+02   1.05600000e+01    2.07182362e+00    1.33304413e+03
 6.18449960e+02   1.05600000e+01    2.07193756e+00    1.33438815e+03
 6.19647718e+02   1.05600000e+01    2.07205044e+00    1.33573131e+03
 6.20845476e+02   1.05550000e+01    2.07216221e+00    1.33707361e+03
 6.22043235e+02   1.05550000e+01    2.07227287e+00    1.33841507e+03
 6.23240993e+02   1.05500000e+01    2.07238247e+00    1.33975567e+03
 6.24438751e+02   1.05500000e+01    2.07249100e+00    1.34109542e+03
 6.25636509e+02   1.05450000e+01    2.07259848e+00    1.34243433e+03
 6.26834267e+02   1.05450000e+01    2.07270489e+00    1.34377238e+03
 6.28032026e+02   1.05450000e+01    2.07281024e+00    1.34510959e+03
 6.29229784e+02   1.05400000e+01    2.07291455e+00    1.34644596e+03
 6.30427542e+02   1.05400000e+01    2.07301783e+00    1.34778149e+03
 6.31625300e+02   1.05350000e+01    2.07312006e+00    1.34911617e+03
 6.32823058e+02   1.05350000e+01    2.07322128e+00    1.35045002e+03
 6.34020817e+02   1.05300000e+01    2.07332146e+00    1.35178302e+03
 6.35218575e+02   1.05300000e+01    2.07342064e+00    1.35311519e+03
 6.36416333e+02   1.05300000e+01    2.07351881e+00    1.35444652e+03
 6.37614091e+02   1.05250000e+01    2.07361596e+00    1.35577702e+03
 6.38811849e+02   1.05250000e+01    2.07371212e+00    1.35710669e+03
 6.40009608e+02   1.05200000e+01    2.07380729e+00    1.35843553e+03
 6.41207366e+02   1.05200000e+01    2.07390150e+00    1.35976353e+03
 6.42405124e+02   1.05200000e+01    2.07399470e+00    1.36109071e+03
 6.43602882e+02   1.05150000e+01    2.07408693e+00    1.36241706e+03
 6.44800641e+02   1.05150000e+01    2.07417819e+00    1.36374259e+03
 6.45998399e+02   1.05100000e+01    2.07426850e+00    1.36506729e+03
 6.47196157e+02   1.05100000e+01    2.07435783e+00    1.36639117e+03
 6.48393915e+02   1.05100000e+01    2.07444623e+00    1.36771422e+03
 6.49591673e+02   1.05050000e+01    2.07453366e+00    1.36903646e+03
 6.50789432e+02   1.05050000e+01    2.07462019e+00    1.37035788e+03
 6.51987190e+02   1.05000000e+01    2.07470575e+00    1.37167848e+03
 6.53184948e+02   1.05000000e+01    2.07479039e+00    1.37299827e+03
 6.54382706e+02   1.04950000e+01    2.07487410e+00    1.37431725e+03
 6.55580464e+02   1.04950000e+01    2.07495691e+00    1.37563541e+03
 6.56778223e+02   1.04950000e+01    2.07503878e+00    1.37695276e+03
 6.57975981e+02   1.04900000e+01    2.07511976e+00    1.37826930e+03
 6.59173739e+02   1.04900000e+01    2.07519982e+00    1.37958503e+03
 6.60371497e+02   1.04900000e+01    2.07527902e+00    1.38089996e+03
 6.61569255e+02   1.04850000e+01    2.07535729e+00    1.38221408e+03
 6.62767014e+02   1.04850000e+01    2.07543468e+00    1.38352739e+03
 6.63964772e+02   1.04800000e+01    2.07551119e+00    1.38483991e+03
 6.65162530e+02   1.04800000e+01    2.07558684e+00    1.38615162e+03
 6.66360288e+02   1.04800000e+01    2.07566159e+00    1.38746253e+03
 6.67558046e+02   1.04750000e+01    2.07573548e+00    1.38877265e+03
 6.68755805e+02   1.04750000e+01    2.07580851e+00    1.39008196e+03
 6.69953563e+02   1.04750000e+01    2.07588070e+00    1.39139049e+03
 6.71151321e+02   1.04700000e+01    2.07595203e+00    1.39269822e+03
 6.72349079e+02   1.04700000e+01    2.07602249e+00    1.39400515e+03
 6.73546837e+02   1.04650000e+01    2.07609213e+00    1.39531130e+03
 6.74744596e+02   1.04650000e+01    2.07616093e+00    1.39661665e+03
 6.75942354e+02   1.04600000e+01    2.07622888e+00    1.39792122e+03
 6.77140112e+02   1.04600000e+01    2.07629601e+00    1.39922500e+03
 6.78337870e+02   1.04600000e+01    2.07636233e+00    1.40052800e+03
 6.79535629e+02   1.04550000e+01    2.07642781e+00    1.40183021e+03
 6.80733387e+02   1.04550000e+01    2.07649249e+00    1.40313164e+03
 6.81931145e+02   1.04500000e+01    2.07655635e+00    1.40443229e+03
 6.83128903e+02   1.04500000e+01    2.07661943e+00    1.40573216e+03
 6.84326661e+02   1.04500000e+01    2.07668170e+00    1.40703125e+03
 6.85524420e+02   1.04450000e+01    2.07674315e+00    1.40832956e+03
 6.86722178e+02   1.04450000e+01    2.07680383e+00    1.40962710e+03
 6.87919936e+02   1.04450000e+01    2.07686372e+00    1.41092387e+03
 6.89117694e+02   1.04400000e+01    2.07692282e+00    1.41221986e+03
 6.90315452e+02   1.04400000e+01    2.07698114e+00    1.41351508e+03
 6.91513211e+02   1.04400000e+01    2.07703871e+00    1.41480953e+03
 6.92710969e+02   1.04350000e+01    2.07709549e+00    1.41610322e+03
 6.93908727e+02   1.04350000e+01    2.07715150e+00    1.41739614e+03
 6.95106485e+02   1.04350000e+01    2.07720677e+00    1.41868829e+03
 6.96304243e+02   1.04300000e+01    2.07726127e+00    1.41997968e+03
 6.97502002e+02   1.04300000e+01    2.07731502e+00    1.42127030e+03
 6.98699760e+02   1.04250000e+01    2.07736801e+00    1.42256017e+03
 6.99897518e+02   1.04250000e+01    2.07742029e+00    1.42384928e+03
 7.01095276e+02   1.04250000e+01    2.07747182e+00    1.42513762e+03
 7.02293034e+02   1.04200000e+01    2.07752258e+00    1.42642522e+03
 7.03490793e+02   1.04200000e+01    2.07757266e+00    1.42771205e+03
 7.04688551e+02   1.04200000e+01    2.07762198e+00    1.42899813e+03
 7.05886309e+02   1.04150000e+01    2.07767057e+00    1.43028346e+03
 7.07084067e+02   1.04150000e+01    2.07771847e+00    1.43156804e+03
 7.08281825e+02   1.04100000e+01    2.07776564e+00    1.43285187e+03
 7.09479584e+02   1.04100000e+01    2.07781209e+00    1.43413496e+03
 7.10677342e+02   1.04050000e+01    2.07785784e+00    1.43541729e+03
 7.11875100e+02   1.04050000e+01    2.07790291e+00    1.43669888e+03
 7.13072858e+02   1.04050000e+01    2.07794725e+00    1.43797973e+03
 7.14270616e+02   1.04000000e+01    2.07799090e+00    1.43925983e+03
 7.15468375e+02   1.04000000e+01    2.07803388e+00    1.44053920e+03
 7.16666133e+02   1.04000000e+01    2.07807615e+00    1.44181782e+03
 7.17863891e+02   1.03950000e+01    2.07811774e+00    1.44309571e+03
 7.19061649e+02   1.03950000e+01    2.07815866e+00    1.44437286e+03
 7.20259408e+02   1.03950000e+01    2.07819890e+00    1.44564927e+03
 7.21457166e+02   1.03900000e+01    2.07823846e+00    1.44692495e+03
 7.22654924e+02   1.03900000e+01    2.07827736e+00    1.44819990e+03
 7.23852682e+02   1.03850000e+01    2.07831559e+00    1.44947412e+03
 7.25050440e+02   1.03850000e+01    2.07835316e+00    1.45074761e+03
 7.26248199e+02   1.03850000e+01    2.07839007e+00    1.45202037e+03
 7.27445957e+02   1.03800000e+01    2.07842634e+00    1.45329240e+03
 7.28643715e+02   1.03800000e+01    2.07846195e+00    1.45456371e+03
 7.29841473e+02   1.03750000e+01    2.07849690e+00    1.45583430e+03
 7.31039231e+02   1.03750000e+01    2.07853124e+00    1.45710416e+03
 7.32236990e+02   1.03750000e+01    2.07856492e+00    1.45837330e+03
 7.33434748e+02   1.03700000e+01    2.07859794e+00    1.45964173e+03
 7.34632506e+02   1.03700000e+01    2.07863037e+00    1.46090943e+03
 7.35830264e+02   1.03700000e+01    2.07866216e+00    1.46217642e+03
 7.37028022e+02   1.03650000e+01    2.07869330e+00    1.46344270e+03
 7.38225781e+02   1.03650000e+01    2.07872385e+00    1.46470826e+03
 7.39423539e+02   1.03650000e+01    2.07875377e+00    1.46597310e+03
 7.40621297e+02   1.03600000e+01    2.07878306e+00    1.46723724e+03
 7.41819055e+02   1.03600000e+01    2.07881177e+00    1.46850067e+03
 7.43016813e+02   1.03600000e+01    2.07883985e+00    1.46976339e+03
 7.44214572e+02   1.03550000e+01    2.07886730e+00    1.47102540e+03
 7.45412330e+02   1.03550000e+01    2.07889420e+00    1.47228671e+03
 7.46610088e+02   1.03550000e+01    2.07892047e+00    1.47354732e+03
 7.47807846e+02   1.03500000e+01    2.07894613e+00    1.47480722e+03
 7.49005604e+02   1.03500000e+01    2.07897124e+00    1.47606643e+03
 7.50203363e+02   1.03500000e+01    2.07899574e+00    1.47732493e+03
 7.51401121e+02   1.03450000e+01    2.07901963e+00    1.47858273e+03
 7.52598879e+02   1.03450000e+01    2.07904297e+00    1.47983984e+03
 7.53796637e+02   1.03450000e+01    2.07906573e+00    1.48109626e+03
 7.54994396e+02   1.03400000e+01    2.07908789e+00    1.48235198e+03
 7.56192154e+02   1.03400000e+01    2.07910950e+00    1.48360701e+03
 7.57389912e+02   1.03400000e+01    2.07913054e+00    1.48486135e+03
 7.58587670e+02   1.03350000e+01    2.07915098e+00    1.48611500e+03
 7.59785428e+02   1.03350000e+01    2.07917090e+00    1.48736796e+03
 7.60983187e+02   1.03350000e+01    2.07919025e+00    1.48862023e+03
 7.62180945e+02   1.03300000e+01    2.07920901e+00    1.48987182e+03
 7.63378703e+02   1.03300000e+01    2.07922725e+00    1.49112273e+03
 7.64576461e+02   1.03250000e+01    2.07924493e+00    1.49237295e+03
 7.65774219e+02   1.03250000e+01    2.07926204e+00    1.49362250e+03
 7.66971978e+02   1.03250000e+01    2.07927864e+00    1.49487136e+03
 7.68169736e+02   1.03200000e+01    2.07929467e+00    1.49611955e+03
 7.69367494e+02   1.03200000e+01    2.07931018e+00    1.49736706e+03
 7.70565252e+02   1.03200000e+01    2.07932514e+00    1.49861389e+03
 7.71763010e+02   1.03150000e+01    2.07933956e+00    1.49986006e+03
 7.72960769e+02   1.03150000e+01    2.07935347e+00    1.50110555e+03
 7.74158527e+02   1.03150000e+01    2.07936684e+00    1.50235037e+03
 7.75356285e+02   1.03100000e+01    2.07937967e+00    1.50359452e+03
 7.76554043e+02   1.03100000e+01    2.07939201e+00    1.50483800e+03
 7.77751801e+02   1.03100000e+01    2.07940380e+00    1.50608082e+03
 7.78949560e+02   1.03050000e+01    2.07941508e+00    1.50732297e+03
 7.80147318e+02   1.03050000e+01    2.07942587e+00    1.50856446e+03
 7.81345076e+02   1.03050000e+01    2.07943611e+00    1.50980529e+03
 7.82542834e+02   1.03000000e+01    2.07944586e+00    1.51104545e+03
 7.83740592e+02   1.03000000e+01    2.07945512e+00    1.51228496e+03
 7.84938351e+02   1.03000000e+01    2.07946385e+00    1.51352381e+03
 7.86136109e+02   1.02950000e+01    2.07947210e+00    1.51476200e+03
 7.87333867e+02   1.02950000e+01    2.07947984e+00    1.51599954e+03
 7.88531625e+02   1.02900000e+01    2.07948707e+00    1.51723642e+03
 7.89729384e+02   1.02950000e+01    2.07949385e+00    1.51847266e+03
 7.90927142e+02   1.02900000e+01    2.07950011e+00    1.51970824e+03
 7.92124900e+02   1.02850000e+01    2.07950586e+00    1.52094317e+03
 7.93322658e+02   1.02850000e+01    2.07951117e+00    1.52217746e+03
 7.94520416e+02   1.02850000e+01    2.07951598e+00    1.52341110e+03
 7.95718175e+02   1.02850000e+01    2.07952031e+00    1.52464411e+03
 7.96915933e+02   1.02800000e+01    2.07952416e+00    1.52587647e+03
 7.98113691e+02   1.02800000e+01    2.07952754e+00    1.52710820e+03
 7.99311449e+02   1.02800000e+01    2.07953046e+00    1.52833929e+03
 8.00509207e+02   1.02750000e+01    2.07953289e+00    1.52956975e+03
 8.01706966e+02   1.02750000e+01    2.07953485e+00    1.53079958e+03
 8.02904724e+02   1.02750000e+01    2.07953638e+00    1.53202879e+03
 8.04102482e+02   1.02700000e+01    2.07953741e+00    1.53325737e+03
 8.05300240e+02   1.02700000e+01    2.07953799e+00    1.53448533e+03
 8.06497998e+02   1.02700000e+01    2.07953813e+00    1.53571267e+03
 8.07695757e+02   1.02650000e+01    2.07953778e+00    1.53693940e+03
 8.08893515e+02   1.02650000e+01    2.07953702e+00    1.53816551e+03
 8.10091273e+02   1.02650000e+01    2.07953579e+00    1.53939101e+03
 8.11289031e+02   1.02600000e+01    2.07953409e+00    1.54061590e+03
 8.12486789e+02   1.02600000e+01    2.07953198e+00    1.54184019e+03
 8.13684548e+02   1.02600000e+01    2.07952941e+00    1.54306388e+03
 8.14882306e+02   1.02600000e+01    2.07952642e+00    1.54428696e+03
 8.16080064e+02   1.02550000e+01    2.07952297e+00    1.54550944e+03
 8.17277822e+02   1.02550000e+01    2.07951908e+00    1.54673133e+03
 8.18475580e+02   1.02550000e+01    2.07951478e+00    1.54795263e+03
 8.19673339e+02   1.02500000e+01    2.07951002e+00    1.54917333e+03
 8.20871097e+02   1.02500000e+01    2.07950485e+00    1.55039345e+03
 8.22068855e+02   1.02500000e+01    2.07949926e+00    1.55161298e+03
 8.23266613e+02   1.02450000e+01    2.07949321e+00    1.55283192e+03
 8.24464371e+02   1.02450000e+01    2.07948678e+00    1.55405029e+03
 8.25662130e+02   1.02450000e+01    2.07947991e+00    1.55526808e+03
 8.26859888e+02   1.02400000e+01    2.07947261e+00    1.55648529e+03
 8.28057646e+02   1.02400000e+01    2.07946492e+00    1.55770193e+03
 8.29255404e+02   1.02350000e+01    2.07945680e+00    1.55891800e+03
 8.30453163e+02   1.02350000e+01    2.07944828e+00    1.56013350e+03
 8.31650921e+02   1.02350000e+01    2.07943934e+00    1.56134844e+03
 8.32848679e+02   1.02350000e+01    2.07942999e+00    1.56256281e+03
 8.34046437e+02   1.02300000e+01    2.07942025e+00    1.56377662e+03
 8.35244195e+02   1.02300000e+01    2.07941009e+00    1.56498988e+03
 8.36441954e+02   1.02300000e+01    2.07939955e+00    1.56620258e+03
 8.37639712e+02   1.02300000e+01    2.07938860e+00    1.56741472e+03
 8.38837470e+02   1.02250000e+01    2.07937723e+00    1.56862632e+03
 8.40035228e+02   1.02250000e+01    2.07936550e+00    1.56983737e+03
 8.41232986e+02   1.02200000e+01    2.07935336e+00    1.57104787e+03
 8.42430745e+02   1.02200000e+01    2.07934085e+00    1.57225783e+03
 8.43628503e+02   1.02200000e+01    2.07932793e+00    1.57346726e+03
 8.44826261e+02   1.02150000e+01    2.07931462e+00    1.57467614e+03
 8.46024019e+02   1.02150000e+01    2.07930095e+00    1.57588449e+03
 8.47221777e+02   1.02150000e+01    2.07928687e+00    1.57709231e+03
 8.48419536e+02   1.02150000e+01    2.07927243e+00    1.57829959e+03
 8.49617294e+02   1.02100000e+01    2.07925760e+00    1.57950635e+03
 8.50815052e+02   1.02100000e+01    2.07924239e+00    1.58071259e+03
 8.52012810e+02   1.02100000e+01    2.07922682e+00    1.58191830e+03
 8.53210568e+02   1.02050000e+01    2.07921086e+00    1.58312349e+03
 8.54408327e+02   1.02050000e+01    2.07919456e+00    1.58432816e+03
 8.55606085e+02   1.02050000e+01    2.07917786e+00    1.58553232e+03
 8.56803843e+02   1.02050000e+01    2.07916081e+00    1.58673597e+03
 8.58001601e+02   1.02000000e+01    2.07914339e+00    1.58793911e+03
 8.59199359e+02   1.01950000e+01    2.07912558e+00    1.58914174e+03
 8.60397118e+02   1.01950000e+01    2.07910745e+00    1.59034387e+03
 8.61594876e+02   1.01950000e+01    2.07908894e+00    1.59154550e+03
 8.62792634e+02   1.01950000e+01    2.07907009e+00    1.59274662e+03
 8.63990392e+02   1.01900000e+01    2.07905086e+00    1.59394725e+03
 8.65188151e+02   1.01900000e+01    2.07903129e+00    1.59514738e+03
 8.66385909e+02   1.01900000e+01    2.07901137e+00    1.59634703e+03
 8.67583667e+02   1.01900000e+01    2.07899109e+00    1.59754618e+03
 8.68781425e+02   1.01850000e+01    2.07897046e+00    1.59874484e+03
 8.69979183e+02   1.01850000e+01    2.07894949e+00    1.59994303e+03
 8.71176942e+02   1.01850000e+01    2.07892818e+00    1.60114073e+03
 8.72374700e+02   1.01800000e+01    2.07890651e+00    1.60233795e+03
 8.73572458e+02   1.01800000e+01    2.07888451e+00    1.60353469e+03
 8.74770216e+02   1.01800000e+01    2.07886218e+00    1.60473096e+03
 8.75967974e+02   1.01750000e+01    2.07883949e+00    1.60592676e+03
 8.77165733e+02   1.01750000e+01    2.07881649e+00    1.60712209e+03
 8.78363491e+02   1.01750000e+01    2.07879313e+00    1.60831695e+03
 8.79561249e+02   1.01750000e+01    2.07876945e+00    1.60951135e+03
 8.80759007e+02   1.01700000e+01    2.07874544e+00    1.61070529e+03
 8.81956765e+02   1.01700000e+01    2.07872109e+00    1.61189877e+03
 8.83154524e+02   1.01700000e+01    2.07869643e+00    1.61309179e+03
 8.84352282e+02   1.01650000e+01    2.07867142e+00    1.61428436e+03
 8.85550040e+02   1.01650000e+01    2.07864611e+00    1.61547648e+03
 8.86747798e+02   1.01650000e+01    2.07862046e+00    1.61666815e+03
 8.87945556e+02   1.01650000e+01    2.07859450e+00    1.61785937e+03
 8.89143315e+02   1.01600000e+01    2.07856821e+00    1.61905015e+03
