           R_km         P_MeV/fm3         M_M_solar   Energy Density (ε)
 3.47000000e+00    1.31099675e+02    7.33979050e-02    8.14463588e+17
 3.47500000e+00    1.31047687e+02    7.37082040e-02    8.14325909e+17
 3.48000000e+00    1.30995638e+02    7.40193446e-02    8.14188058e+17
 3.48500000e+00    1.30943529e+02    7.43313277e-02    8.14050033e+17
 3.49000000e+00    1.30891358e+02    7.46441542e-02    8.13911836e+17
 3.49500000e+00    1.30839128e+02    7.49578251e-02    8.13773467e+17
 3.50000000e+00    1.30786836e+02    7.52723412e-02    8.13634926e+17
 3.50500000e+00    1.30734484e+02    7.55877034e-02    8.13496213e+17
 3.51000000e+00    1.30682072e+02    7.59039128e-02    8.13357327e+17
 3.51500000e+00    1.30629599e+02    7.62209701e-02    8.13218270e+17
 3.52000000e+00    1.30577066e+02    7.65388764e-02    8.13079040e+17
 3.52500000e+00    1.30524473e+02    7.68576324e-02    8.12939639e+17
 3.53000000e+00    1.30471820e+02    7.71772392e-02    8.12800067e+17
 3.53500000e+00    1.30419106e+02    7.74976975e-02    8.12660323e+17
 3.54000000e+00    1.30366332e+02    7.78190084e-02    8.12520407e+17
 3.54500000e+00    1.30313499e+02    7.81411728e-02    8.12380321e+17
 3.55000000e+00    1.30260605e+02    7.84641914e-02    8.12240063e+17
 3.55500000e+00    1.30207651e+02    7.87880653e-02    8.12099634e+17
 3.56000000e+00    1.30154638e+02    7.91127953e-02    8.11959034e+17
 3.56500000e+00    1.30101565e+02    7.94383823e-02    8.11818263e+17
 3.57000000e+00    1.30048432e+02    7.97648273e-02    8.11677321e+17
 3.57500000e+00    1.29995239e+02    8.00921311e-02    8.11536208e+17
 3.58000000e+00    1.29941987e+02    8.04202946e-02    8.11394925e+17
 3.58500000e+00    1.29888675e+02    8.07493187e-02    8.11253472e+17
 3.59000000e+00    1.29835304e+02    8.10792043e-02    8.11111847e+17
 3.59500000e+00    1.29781873e+02    8.14099523e-02    8.10970053e+17
 3.60000000e+00    1.29728383e+02    8.17415635e-02    8.10828088e+17
 3.60500000e+00    1.29674833e+02    8.20740390e-02    8.10685953e+17
 3.61000000e+00    1.29621224e+02    8.24073795e-02    8.10543648e+17
 3.61500000e+00    1.29567556e+02    8.27415860e-02    8.10401173e+17
 3.62000000e+00    1.29513829e+02    8.30766592e-02    8.10258528e+17
 3.62500000e+00    1.29460043e+02    8.34126002e-02    8.10115713e+17
 3.63000000e+00    1.29406198e+02    8.37494098e-02    8.09972729e+17
 3.63500000e+00    1.29352293e+02    8.40870889e-02    8.09829574e+17
 3.64000000e+00    1.29298330e+02    8.44256383e-02    8.09686251e+17
 3.64500000e+00    1.29244308e+02    8.47650590e-02    8.09542758e+17
 3.65000000e+00    1.29190227e+02    8.51053518e-02    8.09399095e+17
 3.65500000e+00    1.29136088e+02    8.54465176e-02    8.09255264e+17
 3.66000000e+00    1.29081890e+02    8.57885572e-02    8.09111263e+17
 3.66500000e+00    1.29027633e+02    8.61314716e-02    8.08967093e+17
 3.67000000e+00    1.28973317e+02    8.64752616e-02    8.08822754e+17
 3.67500000e+00    1.28918943e+02    8.68199281e-02    8.08678246e+17
 3.68000000e+00    1.28864511e+02    8.71654719e-02    8.08533570e+17
 3.68500000e+00    1.28810020e+02    8.75118940e-02    8.08388725e+17
 3.69000000e+00    1.28755471e+02    8.78591951e-02    8.08243711e+17
 3.69500000e+00    1.28700864e+02    8.82073762e-02    8.08098529e+17
 3.70000000e+00    1.28646198e+02    8.85564382e-02    8.07953179e+17
 3.70500000e+00    1.28591475e+02    8.89063818e-02    8.07807661e+17
 3.71000000e+00    1.28536693e+02    8.92572080e-02    8.07661974e+17
 3.71500000e+00    1.28481853e+02    8.96089176e-02    8.07516120e+17
 3.72000000e+00    1.28426955e+02    8.99615115e-02    8.07370098e+17
 3.72500000e+00    1.28371999e+02    9.03149905e-02    8.07223908e+17
 3.73000000e+00    1.28316986e+02    9.06693555e-02    8.07077550e+17
 3.73500000e+00    1.28261914e+02    9.10246074e-02    8.06931025e+17
 3.74000000e+00    1.28206785e+02    9.13807469e-02    8.06784332e+17
 3.74500000e+00    1.28151599e+02    9.17377750e-02    8.06637473e+17
 3.75000000e+00    1.28096354e+02    9.20956926e-02    8.06490446e+17
 3.75500000e+00    1.28041052e+02    9.24545004e-02    8.06343252e+17
 3.76000000e+00    1.27985693e+02    9.28141993e-02    8.06195891e+17
 3.76500000e+00    1.27930276e+02    9.31747902e-02    8.06048363e+17
 3.77000000e+00    1.27874802e+02    9.35362739e-02    8.05900669e+17
 3.77500000e+00    1.27819270e+02    9.38986512e-02    8.05752808e+17
 3.78000000e+00    1.27763682e+02    9.42619231e-02    8.05604780e+17
 3.78500000e+00    1.27708036e+02    9.46260903e-02    8.05456586e+17
 3.79000000e+00    1.27652333e+02    9.49911537e-02    8.05308226e+17
 3.79500000e+00    1.27596573e+02    9.53571141e-02    8.05159700e+17
 3.80000000e+00    1.27540755e+02    9.57239725e-02    8.05011008e+17
 3.80500000e+00    1.27484881e+02    9.60917295e-02    8.04862150e+17
 3.81000000e+00    1.27428950e+02    9.64603861e-02    8.04713126e+17
 3.81500000e+00    1.27372963e+02    9.68299431e-02    8.04563936e+17
 3.82000000e+00    1.27316918e+02    9.72004013e-02    8.04414581e+17
 3.82500000e+00    1.27260817e+02    9.75717615e-02    8.04265060e+17
 3.83000000e+00    1.27204659e+02    9.79440247e-02    8.04115373e+17
 3.83500000e+00    1.27148444e+02    9.83171916e-02    8.03965522e+17
 3.84000000e+00    1.27092173e+02    9.86912630e-02    8.03815505e+17
 3.84500000e+00    1.27035846e+02    9.90662398e-02    8.03665323e+17
 3.85000000e+00    1.26979462e+02    9.94421229e-02    8.03514976e+17
 3.85500000e+00    1.26923022e+02    9.98189130e-02    8.03364464e+17
 3.86000000e+00    1.26866525e+02    1.00196611e-01    8.03213787e+17
 3.86500000e+00    1.26809973e+02    1.00575218e-01    8.03062945e+17
 3.87000000e+00    1.26753364e+02    1.00954734e-01    8.02911939e+17
 3.87500000e+00    1.26696699e+02    1.01335160e-01    8.02760769e+17
 3.88000000e+00    1.26639978e+02    1.01716498e-01    8.02609433e+17
 3.88500000e+00    1.26583201e+02    1.02098748e-01    8.02457934e+17
 3.89000000e+00    1.26526368e+02    1.02481910e-01    8.02306270e+17
 3.89500000e+00    1.26469479e+02    1.02865986e-01    8.02154442e+17
 3.90000000e+00    1.26412535e+02    1.03250976e-01    8.02002450e+17
 3.90500000e+00    1.26355535e+02    1.03636882e-01    8.01850294e+17
 3.91000000e+00    1.26298479e+02    1.04023704e-01    8.01697975e+17
 3.91500000e+00    1.26241367e+02    1.04411443e-01    8.01545491e+17
 3.92000000e+00    1.26184200e+02    1.04800099e-01    8.01392844e+17
 3.92500000e+00    1.26126978e+02    1.05189674e-01    8.01240034e+17
 3.93000000e+00    1.26069700e+02    1.05580168e-01    8.01087060e+17
 3.93500000e+00    1.26012367e+02    1.05971582e-01    8.00933922e+17
 3.94000000e+00    1.25954978e+02    1.06363917e-01    8.00780622e+17
 3.94500000e+00    1.25897534e+02    1.06757174e-01    8.00627158e+17
 3.95000000e+00    1.25840035e+02    1.07151353e-01    8.00473531e+17
 3.95500000e+00    1.25782481e+02    1.07546456e-01    8.00319742e+17
 3.96000000e+00    1.25724872e+02    1.07942482e-01    8.00165789e+17
 3.96500000e+00    1.25667208e+02    1.08339434e-01    8.00011674e+17
 3.97000000e+00    1.25609489e+02    1.08737311e-01    7.99857396e+17
 3.97500000e+00    1.25551715e+02    1.09136115e-01    7.99702956e+17
 3.98000000e+00    1.25493886e+02    1.09535846e-01    7.99548354e+17
 3.98500000e+00    1.25436003e+02    1.09936505e-01    7.99393589e+17
 3.99000000e+00    1.25378065e+02    1.10338093e-01    7.99238662e+17
 3.99500000e+00    1.25320072e+02    1.10740611e-01    7.99083573e+17
 4.00000000e+00    1.25262025e+02    1.11144060e-01    7.98928322e+17
 4.00500000e+00    1.25203923e+02    1.11548439e-01    7.98772909e+17
 4.01000000e+00    1.25145767e+02    1.11953751e-01    7.98617334e+17
 4.01500000e+00    1.25087557e+02    1.12359995e-01    7.98461598e+17
 4.02000000e+00    1.25029292e+02    1.12767173e-01    7.98305700e+17
 4.02500000e+00    1.24970973e+02    1.13175285e-01    7.98149641e+17
 4.03000000e+00    1.24912600e+02    1.13584333e-01    7.97993420e+17
 4.03500000e+00    1.24854173e+02    1.13994316e-01    7.97837038e+17
 4.04000000e+00    1.24795691e+02    1.14405237e-01    7.97680495e+17
 4.04500000e+00    1.24737156e+02    1.14817094e-01    7.97523791e+17
 4.05000000e+00    1.24678567e+02    1.15229890e-01    7.97366927e+17
 4.05500000e+00    1.24619924e+02    1.15643625e-01    7.97209901e+17
 4.06000000e+00    1.24561227e+02    1.16058300e-01    7.97052714e+17
 4.06500000e+00    1.24502476e+02    1.16473916e-01    7.96895367e+17
 4.07000000e+00    1.24443672e+02    1.16890473e-01    7.96737860e+17
 4.07500000e+00    1.24384814e+02    1.17307972e-01    7.96580192e+17
 4.08000000e+00    1.24325903e+02    1.17726414e-01    7.96422364e+17
 4.08500000e+00    1.24266938e+02    1.18145800e-01    7.96264376e+17
 4.09000000e+00    1.24207920e+02    1.18566130e-01    7.96106227e+17
 4.09500000e+00    1.24148848e+02    1.18987405e-01    7.95947919e+17
 4.10000000e+00    1.24089723e+02    1.19409627e-01    7.95789450e+17
 4.10500000e+00    1.24030545e+02    1.19832795e-01    7.95630822e+17
 4.11000000e+00    1.23971314e+02    1.20256910e-01    7.95472034e+17
 4.11500000e+00    1.23912029e+02    1.20681974e-01    7.95313087e+17
 4.12000000e+00    1.23852692e+02    1.21107987e-01    7.95153980e+17
 4.12500000e+00    1.23793302e+02    1.21534950e-01    7.94994714e+17
 4.13000000e+00    1.23733858e+02    1.21962863e-01    7.94835288e+17
 4.13500000e+00    1.23674362e+02    1.22391728e-01    7.94675704e+17
 4.14000000e+00    1.23614813e+02    1.22821544e-01    7.94515960e+17
 4.14500000e+00    1.23555212e+02    1.23252314e-01    7.94356058e+17
 4.15000000e+00    1.23495557e+02    1.23684036e-01    7.94195996e+17
 4.15500000e+00    1.23435851e+02    1.24116714e-01    7.94035776e+17
 4.16000000e+00    1.23376091e+02    1.24550346e-01    7.93875397e+17
 4.16500000e+00    1.23316279e+02    1.24984934e-01    7.93714860e+17
 4.17000000e+00    1.23256415e+02    1.25420479e-01    7.93554164e+17
 4.17500000e+00    1.23196499e+02    1.25856980e-01    7.93393310e+17
 4.18000000e+00    1.23136530e+02    1.26294440e-01    7.93232298e+17
 4.18500000e+00    1.23076509e+02    1.26732859e-01    7.93071128e+17
 4.19000000e+00    1.23016436e+02    1.27172237e-01    7.92909800e+17
 4.19500000e+00    1.22956311e+02    1.27612576e-01    7.92748314e+17
 4.20000000e+00    1.22896133e+02    1.28053875e-01    7.92586671e+17
 4.20500000e+00    1.22835904e+02    1.28496136e-01    7.92424870e+17
 4.21000000e+00    1.22775623e+02    1.28939360e-01    7.92262911e+17
 4.21500000e+00    1.22715290e+02    1.29383546e-01    7.92100796e+17
 4.22000000e+00    1.22654906e+02    1.29828697e-01    7.91938523e+17
 4.22500000e+00    1.22594469e+02    1.30274812e-01    7.91776093e+17
 4.23000000e+00    1.22533981e+02    1.30721893e-01    7.91613507e+17
 4.23500000e+00    1.22473442e+02    1.31169940e-01    7.91450763e+17
 4.24000000e+00    1.22412851e+02    1.31618953e-01    7.91287863e+17
 4.24500000e+00    1.22352209e+02    1.32068935e-01    7.91124807e+17
 4.25000000e+00    1.22291515e+02    1.32519884e-01    7.90961594e+17
 4.25500000e+00    1.22230770e+02    1.32971802e-01    7.90798225e+17
 4.26000000e+00    1.22169973e+02    1.33424691e-01    7.90634699e+17
 4.26500000e+00    1.22109126e+02    1.33878549e-01    7.90471018e+17
 4.27000000e+00    1.22048227e+02    1.34333379e-01    7.90307181e+17
 4.27500000e+00    1.21987278e+02    1.34789181e-01    7.90143187e+17
 4.28000000e+00    1.21926277e+02    1.35245955e-01    7.89979038e+17
 4.28500000e+00    1.21865226e+02    1.35703702e-01    7.89814734e+17
 4.29000000e+00    1.21804123e+02    1.36162424e-01    7.89650274e+17
 4.29500000e+00    1.21742970e+02    1.36622120e-01    7.89485658e+17
 4.30000000e+00    1.21681767e+02    1.37082792e-01    7.89320887e+17
 4.30500000e+00    1.21620512e+02    1.37544440e-01    7.89155961e+17
 4.31000000e+00    1.21559207e+02    1.38007064e-01    7.88990879e+17
 4.31500000e+00    1.21497851e+02    1.38470667e-01    7.88825642e+17
 4.32000000e+00    1.21436445e+02    1.38935247e-01    7.88660251e+17
 4.32500000e+00    1.21374989e+02    1.39400807e-01    7.88494704e+17
 4.33000000e+00    1.21313482e+02    1.39867346e-01    7.88329003e+17
 4.33500000e+00    1.21251925e+02    1.40334866e-01    7.88163147e+17
 4.34000000e+00    1.21190318e+02    1.40803366e-01    7.87997136e+17
 4.34500000e+00    1.21128661e+02    1.41272849e-01    7.87830970e+17
 4.35000000e+00    1.21066954e+02    1.41743314e-01    7.87664650e+17
 4.35500000e+00    1.21005196e+02    1.42214762e-01    7.87498176e+17
 4.36000000e+00    1.20943389e+02    1.42687194e-01    7.87331548e+17
 4.36500000e+00    1.20881532e+02    1.43160610e-01    7.87164765e+17
 4.37000000e+00    1.20819625e+02    1.43635012e-01    7.86997828e+17
 4.37500000e+00    1.20757668e+02    1.44110400e-01    7.86830737e+17
 4.38000000e+00    1.20695662e+02    1.44586774e-01    7.86663492e+17
 4.38500000e+00    1.20633606e+02    1.45064136e-01    7.86496093e+17
 4.39000000e+00    1.20571501e+02    1.45542485e-01    7.86328541e+17
 4.39500000e+00    1.20509346e+02    1.46021824e-01    7.86160835e+17
 4.40000000e+00    1.20447141e+02    1.46502151e-01    7.85992976e+17
 4.40500000e+00    1.20384888e+02    1.46983469e-01    7.85824963e+17
 4.41000000e+00    1.20322585e+02    1.47465777e-01    7.85656797e+17
 4.41500000e+00    1.20260233e+02    1.47949077e-01    7.85488478e+17
 4.42000000e+00    1.20197831e+02    1.48433369e-01    7.85320006e+17
 4.42500000e+00    1.20135381e+02    1.48918654e-01    7.85151381e+17
 4.43000000e+00    1.20072882e+02    1.49404932e-01    7.84982603e+17
 4.43500000e+00    1.20010333e+02    1.49892204e-01    7.84813672e+17
 4.44000000e+00    1.19947736e+02    1.50380471e-01    7.84644589e+17
 4.44500000e+00    1.19885090e+02    1.50869734e-01    7.84475353e+17
 4.45000000e+00    1.19822395e+02    1.51359992e-01    7.84305965e+17
 4.45500000e+00    1.19759652e+02    1.51851247e-01    7.84136425e+17
 4.46000000e+00    1.19696860e+02    1.52343500e-01    7.83966733e+17
 4.46500000e+00    1.19634020e+02    1.52836751e-01    7.83796888e+17
 4.47000000e+00    1.19571131e+02    1.53331001e-01    7.83626892e+17
 4.47500000e+00    1.19508193e+02    1.53826250e-01    7.83456744e+17
 4.48000000e+00    1.19445207e+02    1.54322499e-01    7.83286444e+17
 4.48500000e+00    1.19382173e+02    1.54819749e-01    7.83115993e+17
 4.49000000e+00    1.19319091e+02    1.55318001e-01    7.82945390e+17
 4.49500000e+00    1.19255961e+02    1.55817254e-01    7.82774636e+17
 4.50000000e+00    1.19192782e+02    1.56317511e-01    7.82603731e+17
 4.50500000e+00    1.19129556e+02    1.56818770e-01    7.82432675e+17
 4.51000000e+00    1.19066281e+02    1.57321034e-01    7.82261467e+17
 4.51500000e+00    1.19002959e+02    1.57824302e-01    7.82090109e+17
 4.52000000e+00    1.18939589e+02    1.58328576e-01    7.81918600e+17
 4.52500000e+00    1.18876171e+02    1.58833856e-01    7.81746941e+17
 4.53000000e+00    1.18812706e+02    1.59340142e-01    7.81575131e+17
 4.53500000e+00    1.18749193e+02    1.59847436e-01    7.81403170e+17
 4.54000000e+00    1.18685632e+02    1.60355737e-01    7.81231059e+17
 4.54500000e+00    1.18622024e+02    1.60865048e-01    7.81058799e+17
 4.55000000e+00    1.18558368e+02    1.61375367e-01    7.80886388e+17
 4.55500000e+00    1.18494666e+02    1.61886696e-01    7.80713827e+17
 4.56000000e+00    1.18430915e+02    1.62399036e-01    7.80541116e+17
 4.56500000e+00    1.18367118e+02    1.62912387e-01    7.80368256e+17
 4.57000000e+00    1.18303274e+02    1.63426749e-01    7.80195246e+17
 4.57500000e+00    1.18239382e+02    1.63942124e-01    7.80022087e+17
 4.58000000e+00    1.18175444e+02    1.64458513e-01    7.79848778e+17
 4.58500000e+00    1.18111458e+02    1.64975914e-01    7.79675321e+17
 4.59000000e+00    1.18047426e+02    1.65494330e-01    7.79501714e+17
 4.59500000e+00    1.17983347e+02    1.66013761e-01    7.79327958e+17
 4.60000000e+00    1.17919221e+02    1.66534208e-01    7.79154053e+17
 4.60500000e+00    1.17855048e+02    1.67055671e-01    7.78980000e+17
 4.61000000e+00    1.17790829e+02    1.67578150e-01    7.78805797e+17
 4.61500000e+00    1.17726563e+02    1.68101647e-01    7.78631446e+17
 4.62000000e+00    1.17662251e+02    1.68626162e-01    7.78456947e+17
 4.62500000e+00    1.17597893e+02    1.69151696e-01    7.78282299e+17
 4.63000000e+00    1.17533488e+02    1.69678249e-01    7.78107503e+17
 4.63500000e+00    1.17469037e+02    1.70205822e-01    7.77932559e+17
 4.64000000e+00    1.17404539e+02    1.70734415e-01    7.77757466e+17
 4.64500000e+00    1.17339996e+02    1.71264030e-01    7.77582226e+17
 4.65000000e+00    1.17275406e+02    1.71794666e-01    7.77406838e+17
 4.65500000e+00    1.17210771e+02    1.72326325e-01    7.77231301e+17
 4.66000000e+00    1.17146090e+02    1.72859007e-01    7.77055617e+17
 4.66500000e+00    1.17081362e+02    1.73392712e-01    7.76879786e+17
 4.67000000e+00    1.17016589e+02    1.73927441e-01    7.76703807e+17
 4.67500000e+00    1.16951771e+02    1.74463196e-01    7.76527680e+17
 4.68000000e+00    1.16886906e+02    1.74999975e-01    7.76351406e+17
 4.68500000e+00    1.16821996e+02    1.75537781e-01    7.76174985e+17
 4.69000000e+00    1.16757041e+02    1.76076614e-01    7.75998416e+17
 4.69500000e+00    1.16692040e+02    1.76616473e-01    7.75821701e+17
 4.70000000e+00    1.16626993e+02    1.77157360e-01    7.75644839e+17
 4.70500000e+00    1.16561902e+02    1.77699276e-01    7.75467829e+17
 4.71000000e+00    1.16496765e+02    1.78242221e-01    7.75290673e+17
 4.71500000e+00    1.16431583e+02    1.78786195e-01    7.75113371e+17
 4.72000000e+00    1.16366356e+02    1.79331200e-01    7.74935921e+17
 4.72500000e+00    1.16301084e+02    1.79877236e-01    7.74758326e+17
 4.73000000e+00    1.16235766e+02    1.80424302e-01    7.74580584e+17
 4.73500000e+00    1.16170404e+02    1.80972401e-01    7.74402696e+17
 4.74000000e+00    1.16104997e+02    1.81521532e-01    7.74224662e+17
 4.74500000e+00    1.16039546e+02    1.82071697e-01    7.74046482e+17
 4.75000000e+00    1.15974049e+02    1.82622895e-01    7.73868156e+17
 4.75500000e+00    1.15908509e+02    1.83175128e-01    7.73689684e+17
 4.76000000e+00    1.15842923e+02    1.83728395e-01    7.73511066e+17
 4.76500000e+00    1.15777293e+02    1.84282698e-01    7.73332303e+17
 4.77000000e+00    1.15711619e+02    1.84838037e-01    7.73153395e+17
 4.77500000e+00    1.15645900e+02    1.85394413e-01    7.72974341e+17
 4.78000000e+00    1.15580137e+02    1.85951826e-01    7.72795142e+17
 4.78500000e+00    1.15514329e+02    1.86510276e-01    7.72615798e+17
 4.79000000e+00    1.15448478e+02    1.87069765e-01    7.72436309e+17
 4.79500000e+00    1.15382583e+02    1.87630293e-01    7.72256675e+17
 4.80000000e+00    1.15316643e+02    1.88191861e-01    7.72076897e+17
 4.80500000e+00    1.15250660e+02    1.88754468e-01    7.71896974e+17
 4.81000000e+00    1.15184632e+02    1.89318116e-01    7.71716906e+17
 4.81500000e+00    1.15118561e+02    1.89882806e-01    7.71536693e+17
 4.82000000e+00    1.15052446e+02    1.90448537e-01    7.71356337e+17
 4.82500000e+00    1.14986288e+02    1.91015311e-01    7.71175836e+17
 4.83000000e+00    1.14920086e+02    1.91583127e-01    7.70995192e+17
 4.83500000e+00    1.14853840e+02    1.92151987e-01    7.70814403e+17
 4.84000000e+00    1.14787551e+02    1.92721891e-01    7.70633471e+17
 4.84500000e+00    1.14721218e+02    1.93292839e-01    7.70452395e+17
 4.85000000e+00    1.14654843e+02    1.93864833e-01    7.70271175e+17
 4.85500000e+00    1.14588424e+02    1.94437872e-01    7.70089812e+17
 4.86000000e+00    1.14521961e+02    1.95011958e-01    7.69908305e+17
 4.86500000e+00    1.14455456e+02    1.95587090e-01    7.69726656e+17
 4.87000000e+00    1.14388908e+02    1.96163270e-01    7.69544863e+17
 4.87500000e+00    1.14322316e+02    1.96740498e-01    7.69362928e+17
 4.88000000e+00    1.14255682e+02    1.97318774e-01    7.69180849e+17
 4.88500000e+00    1.14189005e+02    1.97898099e-01    7.68998628e+17
 4.89000000e+00    1.14122285e+02    1.98478474e-01    7.68816264e+17
 4.89500000e+00    1.14055523e+02    1.99059899e-01    7.68633758e+17
 4.90000000e+00    1.13988717e+02    1.99642374e-01    7.68451110e+17
 4.90500000e+00    1.13921870e+02    2.00225901e-01    7.68268319e+17
 4.91000000e+00    1.13854979e+02    2.00810479e-01    7.68085386e+17
 4.91500000e+00    1.13788047e+02    2.01396109e-01    7.67902310e+17
 4.92000000e+00    1.13721072e+02    2.01982793e-01    7.67719093e+17
 4.92500000e+00    1.13654055e+02    2.02570529e-01    7.67535734e+17
 4.93000000e+00    1.13586995e+02    2.03159320e-01    7.67352233e+17
 4.93500000e+00    1.13519893e+02    2.03749165e-01    7.67168590e+17
 4.94000000e+00    1.13452750e+02    2.04340065e-01    7.66984806e+17
 4.94500000e+00    1.13385564e+02    2.04932020e-01    7.66800880e+17
 4.95000000e+00    1.13318336e+02    2.05525031e-01    7.66616812e+17
 4.95500000e+00    1.13251067e+02    2.06119099e-01    7.66432603e+17
 4.96000000e+00    1.13183756e+02    2.06714224e-01    7.66248252e+17
 4.96500000e+00    1.13116403e+02    2.07310406e-01    7.66063761e+17
 4.97000000e+00    1.13049008e+02    2.07907646e-01    7.65879128e+17
 4.97500000e+00    1.12981572e+02    2.08505945e-01    7.65694354e+17
 4.98000000e+00    1.12914094e+02    2.09105304e-01    7.65509439e+17
 4.98500000e+00    1.12846575e+02    2.09705721e-01    7.65324383e+17
 4.99000000e+00    1.12779014e+02    2.10307199e-01    7.65139186e+17
 4.99500000e+00    1.12711413e+02    2.10909738e-01    7.64953849e+17
 5.00000000e+00    1.12643769e+02    2.11513337e-01    7.64768371e+17
 5.00500000e+00    1.12576085e+02    2.12117999e-01    7.64582753e+17
 5.01000000e+00    1.12508360e+02    2.12723722e-01    7.64396994e+17
 5.01500000e+00    1.12440594e+02    2.13330509e-01    7.64211095e+17
 5.02000000e+00    1.12372786e+02    2.13938358e-01    7.64025056e+17
 5.02500000e+00    1.12304938e+02    2.14547272e-01    7.63838876e+17
 5.03000000e+00    1.12237049e+02    2.15157249e-01    7.63652557e+17
 5.03500000e+00    1.12169119e+02    2.15768291e-01    7.63466099e+17
 5.04000000e+00    1.12101149e+02    2.16380399e-01    7.63279501e+17
 5.04500000e+00    1.12033138e+02    2.16993572e-01    7.63092763e+17
 5.05000000e+00    1.11965086e+02    2.17607811e-01    7.62905886e+17
 5.05500000e+00    1.11896994e+02    2.18223117e-01    7.62718870e+17
 5.06000000e+00    1.11828862e+02    2.18839491e-01    7.62531714e+17
 5.06500000e+00    1.11760689e+02    2.19456932e-01    7.62344420e+17
 5.07000000e+00    1.11692476e+02    2.20075441e-01    7.62156987e+17
 5.07500000e+00    1.11624223e+02    2.20695019e-01    7.61969415e+17
 5.08000000e+00    1.11555930e+02    2.21315666e-01    7.61781704e+17
 5.08500000e+00    1.11487596e+02    2.21937383e-01    7.61593856e+17
 5.09000000e+00    1.11419223e+02    2.22560170e-01    7.61405868e+17
 5.09500000e+00    1.11350810e+02    2.23184027e-01    7.61217743e+17
 5.10000000e+00    1.11282357e+02    2.23808956e-01    7.61029479e+17
 5.10500000e+00    1.11213864e+02    2.24434957e-01    7.60841077e+17
 5.11000000e+00    1.11145332e+02    2.25062029e-01    7.60652538e+17
 5.11500000e+00    1.11076760e+02    2.25690174e-01    7.60463860e+17
 5.12000000e+00    1.11008148e+02    2.26319392e-01    7.60275045e+17
 5.12500000e+00    1.10939497e+02    2.26949684e-01    7.60086092e+17
 5.13000000e+00    1.10870806e+02    2.27581049e-01    7.59897001e+17
 5.13500000e+00    1.10802076e+02    2.28213490e-01    7.59707772e+17
 5.14000000e+00    1.10733307e+02    2.28847005e-01    7.59518407e+17
 5.14500000e+00    1.10664499e+02    2.29481595e-01    7.59328904e+17
 5.15000000e+00    1.10595652e+02    2.30117262e-01    7.59139263e+17
 5.15500000e+00    1.10526765e+02    2.30754004e-01    7.58949486e+17
 5.16000000e+00    1.10457840e+02    2.31391824e-01    7.58759571e+17
 5.16500000e+00    1.10388875e+02    2.32030721e-01    7.58569519e+17
 5.17000000e+00    1.10319872e+02    2.32670695e-01    7.58379330e+17
 5.17500000e+00    1.10250830e+02    2.33311748e-01    7.58189005e+17
 5.18000000e+00    1.10181750e+02    2.33953880e-01    7.57998543e+17
 5.18500000e+00    1.10112630e+02    2.34597090e-01    7.57807944e+17
 5.19000000e+00    1.10043472e+02    2.35241381e-01    7.57617208e+17
 5.19500000e+00    1.09974276e+02    2.35886751e-01    7.57426336e+17
 5.20000000e+00    1.09905041e+02    2.36533202e-01    7.57235328e+17
 5.20500000e+00    1.09835768e+02    2.37180734e-01    7.57044184e+17
 5.21000000e+00    1.09766457e+02    2.37829347e-01    7.56852903e+17
 5.21500000e+00    1.09697107e+02    2.38479042e-01    7.56661487e+17
 5.22000000e+00    1.09627720e+02    2.39129819e-01    7.56469935e+17
 5.22500000e+00    1.09558294e+02    2.39781679e-01    7.56278247e+17
 5.23000000e+00    1.09488830e+02    2.40434623e-01    7.56086423e+17
 5.23500000e+00    1.09419329e+02    2.41088649e-01    7.55894464e+17
 5.24000000e+00    1.09349789e+02    2.41743760e-01    7.55702369e+17
 5.24500000e+00    1.09280212e+02    2.42399956e-01    7.55510140e+17
 5.25000000e+00    1.09210597e+02    2.43057236e-01    7.55317775e+17
 5.25500000e+00    1.09140944e+02    2.43715602e-01    7.55125275e+17
 5.26000000e+00    1.09071254e+02    2.44375054e-01    7.54932640e+17
 5.26500000e+00    1.09001526e+02    2.45035592e-01    7.54739870e+17
 5.27000000e+00    1.08931761e+02    2.45697217e-01    7.54546966e+17
 5.27500000e+00    1.08861959e+02    2.46359929e-01    7.54353927e+17
 5.28000000e+00    1.08792119e+02    2.47023728e-01    7.54160753e+17
 5.28500000e+00    1.08722242e+02    2.47688616e-01    7.53967445e+17
 5.29000000e+00    1.08652328e+02    2.48354591e-01    7.53774003e+17
 5.29500000e+00    1.08582377e+02    2.49021656e-01    7.53580427e+17
 5.30000000e+00    1.08512389e+02    2.49689810e-01    7.53386716e+17
 5.30500000e+00    1.08442364e+02    2.50359054e-01    7.53192872e+17
 5.31000000e+00    1.08372302e+02    2.51029388e-01    7.52998894e+17
 5.31500000e+00    1.08302204e+02    2.51700812e-01    7.52804782e+17
 5.32000000e+00    1.08232068e+02    2.52373327e-01    7.52610536e+17
 5.32500000e+00    1.08161896e+02    2.53046934e-01    7.52416157e+17
 5.33000000e+00    1.08091688e+02    2.53721632e-01    7.52221644e+17
 5.33500000e+00    1.08021443e+02    2.54397423e-01    7.52026998e+17
 5.34000000e+00    1.07951162e+02    2.55074306e-01    7.51832218e+17
 5.34500000e+00    1.07880844e+02    2.55752283e-01    7.51637305e+17
 5.35000000e+00    1.07810490e+02    2.56431353e-01    7.51442260e+17
