           R_km         P_MeV/fm3         M_M_solar   Energy Density (ε)
 7.63000000e+00    1.89454097e+00    1.99775848e-01    1.80684508e+17
 7.63500000e+00    1.89157146e+00    2.00108348e-01    1.80581556e+17
 7.64000000e+00    1.88860257e+00    2.00441094e-01    1.80478530e+17
 7.64500000e+00    1.88563430e+00    2.00774086e-01    1.80375431e+17
 7.65000000e+00    1.88266666e+00    2.01107323e-01    1.80272259e+17
 7.65500000e+00    1.87969966e+00    2.01440804e-01    1.80169013e+17
 7.66000000e+00    1.87673329e+00    2.01774531e-01    1.80065694e+17
 7.66500000e+00    1.87376756e+00    2.02108501e-01    1.79962301e+17
 7.67000000e+00    1.87080248e+00    2.02442716e-01    1.79858835e+17
 7.67500000e+00    1.86783805e+00    2.02777173e-01    1.79755295e+17
 7.68000000e+00    1.86487427e+00    2.03111874e-01    1.79651681e+17
 7.68500000e+00    1.86191115e+00    2.03446818e-01    1.79547994e+17
 7.69000000e+00    1.85894870e+00    2.03782004e-01    1.79444232e+17
 7.69500000e+00    1.85598690e+00    2.04117433e-01    1.79340397e+17
 7.70000000e+00    1.85302578e+00    2.04453103e-01    1.79236488e+17
 7.70500000e+00    1.85006533e+00    2.04789014e-01    1.79132505e+17
 7.71000000e+00    1.84710556e+00    2.05125166e-01    1.79028448e+17
 7.71500000e+00    1.84414648e+00    2.05461559e-01    1.78924317e+17
 7.72000000e+00    1.84118808e+00    2.05798192e-01    1.78820112e+17
 7.72500000e+00    1.83823037e+00    2.06135066e-01    1.78715833e+17
 7.73000000e+00    1.83527335e+00    2.06472178e-01    1.78611479e+17
 7.73500000e+00    1.83231704e+00    2.06809530e-01    1.78507052e+17
 7.74000000e+00    1.82936142e+00    2.07147121e-01    1.78402550e+17
 7.74500000e+00    1.82640652e+00    2.07484950e-01    1.78297974e+17
 7.75000000e+00    1.82345233e+00    2.07823017e-01    1.78193323e+17
 7.75500000e+00    1.82049885e+00    2.08161322e-01    1.78088599e+17
 7.76000000e+00    1.81754609e+00    2.08499864e-01    1.77983799e+17
 7.76500000e+00    1.81459406e+00    2.08838643e-01    1.77878926e+17
 7.77000000e+00    1.81164275e+00    2.09177659e-01    1.77773978e+17
 7.77500000e+00    1.80869217e+00    2.09516910e-01    1.77668955e+17
 7.78000000e+00    1.80574234e+00    2.09856398e-01    1.77563858e+17
 7.78500000e+00    1.80279324e+00    2.10196121e-01    1.77458687e+17
 7.79000000e+00    1.79984489e+00    2.10536079e-01    1.77353440e+17
 7.79500000e+00    1.79689728e+00    2.10876272e-01    1.77248119e+17
 7.80000000e+00    1.79395043e+00    2.11216699e-01    1.77142724e+17
 7.80500000e+00    1.79100434e+00    2.11557360e-01    1.77037253e+17
 7.81000000e+00    1.78805900e+00    2.11898254e-01    1.76931708e+17
 7.81500000e+00    1.78511444e+00    2.12239382e-01    1.76826088e+17
 7.82000000e+00    1.78217064e+00    2.12580742e-01    1.76720393e+17
 7.82500000e+00    1.77922761e+00    2.12922335e-01    1.76614624e+17
 7.83000000e+00    1.77628537e+00    2.13264160e-01    1.76508779e+17
 7.83500000e+00    1.77334390e+00    2.13606216e-01    1.76402859e+17
 7.84000000e+00    1.77040322e+00    2.13948504e-01    1.76296864e+17
 7.84500000e+00    1.76746333e+00    2.14291022e-01    1.76190794e+17
 7.85000000e+00    1.76452424e+00    2.14633771e-01    1.76084649e+17
 7.85500000e+00    1.76158594e+00    2.14976750e-01    1.75978429e+17
 7.86000000e+00    1.75864845e+00    2.15319958e-01    1.75872134e+17
 7.86500000e+00    1.75571176e+00    2.15663396e-01    1.75765764e+17
 7.87000000e+00    1.75277589e+00    2.16007062e-01    1.75659318e+17
 7.87500000e+00    1.74984083e+00    2.16350957e-01    1.75552797e+17
 7.88000000e+00    1.74690659e+00    2.16695080e-01    1.75446201e+17
 7.88500000e+00    1.74397317e+00    2.17039430e-01    1.75339529e+17
 7.89000000e+00    1.74104058e+00    2.17384008e-01    1.75232782e+17
 7.89500000e+00    1.73810882e+00    2.17728812e-01    1.75125960e+17
 7.90000000e+00    1.73517790e+00    2.18073843e-01    1.75019062e+17
 7.90500000e+00    1.73224782e+00    2.18419100e-01    1.74912089e+17
 7.91000000e+00    1.72931858e+00    2.18764583e-01    1.74805041e+17
 7.91500000e+00    1.72639019e+00    2.19110291e-01    1.74697917e+17
 7.92000000e+00    1.72346265e+00    2.19456223e-01    1.74590717e+17
 7.92500000e+00    1.72053597e+00    2.19802380e-01    1.74483441e+17
 7.93000000e+00    1.71761015e+00    2.20148761e-01    1.74376090e+17
 7.93500000e+00    1.71468519e+00    2.20495365e-01    1.74268663e+17
 7.94000000e+00    1.71176111e+00    2.20842193e-01    1.74161160e+17
 7.94500000e+00    1.70883789e+00    2.21189243e-01    1.74053582e+17
 7.95000000e+00    1.70591556e+00    2.21536516e-01    1.73945927e+17
 7.95500000e+00    1.70299410e+00    2.21884010e-01    1.73838197e+17
 7.96000000e+00    1.70007354e+00    2.22231726e-01    1.73730390e+17
 7.96500000e+00    1.69715386e+00    2.22579663e-01    1.73622508e+17
 7.97000000e+00    1.69423507e+00    2.22927821e-01    1.73514549e+17
 7.97500000e+00    1.69131719e+00    2.23276199e-01    1.73406514e+17
 7.98000000e+00    1.68840020e+00    2.23624797e-01    1.73298403e+17
 7.98500000e+00    1.68548413e+00    2.23973614e-01    1.73190216e+17
 7.99000000e+00    1.68256896e+00    2.24322650e-01    1.73081952e+17
 7.99500000e+00    1.67965471e+00    2.24671904e-01    1.72973613e+17
 8.00000000e+00    1.67674137e+00    2.25021377e-01    1.72865197e+17
 8.00500000e+00    1.67382896e+00    2.25371067e-01    1.72756704e+17
 8.01000000e+00    1.67091748e+00    2.25720974e-01    1.72648136e+17
 8.01500000e+00    1.66800693e+00    2.26071098e-01    1.72539490e+17
 8.02000000e+00    1.66509732e+00    2.26421439e-01    1.72430769e+17
 8.02500000e+00    1.66218864e+00    2.26771995e-01    1.72321971e+17
 8.03000000e+00    1.65928091e+00    2.27122767e-01    1.72213096e+17
 8.03500000e+00    1.65637413e+00    2.27473755e-01    1.72104144e+17
 8.04000000e+00    1.65346830e+00    2.27824956e-01    1.71995116e+17
 8.04500000e+00    1.65056342e+00    2.28176372e-01    1.71886011e+17
 8.05000000e+00    1.64765951e+00    2.28528002e-01    1.71776830e+17
 8.05500000e+00    1.64475656e+00    2.28879844e-01    1.71667571e+17
 8.06000000e+00    1.64185458e+00    2.29231900e-01    1.71558236e+17
 8.06500000e+00    1.63895357e+00    2.29584168e-01    1.71448823e+17
 8.07000000e+00    1.63605354e+00    2.29936648e-01    1.71339334e+17
 8.07500000e+00    1.63315450e+00    2.30289340e-01    1.71229768e+17
 8.08000000e+00    1.63025643e+00    2.30642243e-01    1.71120124e+17
 8.08500000e+00    1.62735936e+00    2.30995356e-01    1.71010403e+17
 8.09000000e+00    1.62446328e+00    2.31348679e-01    1.70900605e+17
 8.09500000e+00    1.62156820e+00    2.31702213e-01    1.70790730e+17
 8.10000000e+00    1.61867412e+00    2.32055955e-01    1.70680777e+17
 8.10500000e+00    1.61578105e+00    2.32409906e-01    1.70570748e+17
 8.11000000e+00    1.61288899e+00    2.32764066e-01    1.70460640e+17
 8.11500000e+00    1.60999794e+00    2.33118434e-01    1.70350456e+17
 8.12000000e+00    1.60710792e+00    2.33473009e-01    1.70240194e+17
 8.12500000e+00    1.60421891e+00    2.33827791e-01    1.70129854e+17
 8.13000000e+00    1.60133094e+00    2.34182779e-01    1.70019437e+17
 8.13500000e+00    1.59844399e+00    2.34537974e-01    1.69908942e+17
 8.14000000e+00    1.59555808e+00    2.34893374e-01    1.69798370e+17
 8.14500000e+00    1.59267321e+00    2.35248980e-01    1.69687720e+17
 8.15000000e+00    1.58978939e+00    2.35604790e-01    1.69576992e+17
 8.15500000e+00    1.58690661e+00    2.35960804e-01    1.69466187e+17
 8.16000000e+00    1.58402488e+00    2.36317022e-01    1.69355303e+17
 8.16500000e+00    1.58114422e+00    2.36673443e-01    1.69244342e+17
 8.17000000e+00    1.57826461e+00    2.37030068e-01    1.69133302e+17
 8.17500000e+00    1.57538606e+00    2.37386894e-01    1.69022185e+17
 8.18000000e+00    1.57250859e+00    2.37743922e-01    1.68910989e+17
 8.18500000e+00    1.56963219e+00    2.38101152e-01    1.68799715e+17
 8.19000000e+00    1.56675687e+00    2.38458583e-01    1.68688363e+17
 8.19500000e+00    1.56388262e+00    2.38816214e-01    1.68576933e+17
 8.20000000e+00    1.56100947e+00    2.39174045e-01    1.68465424e+17
 8.20500000e+00    1.55813740e+00    2.39532076e-01    1.68353837e+17
 8.21000000e+00    1.55526643e+00    2.39890306e-01    1.68242172e+17
 8.21500000e+00    1.55239656e+00    2.40248734e-01    1.68130428e+17
 8.22000000e+00    1.54952778e+00    2.40607360e-01    1.68018605e+17
 8.22500000e+00    1.54666012e+00    2.40966184e-01    1.67906704e+17
 8.23000000e+00    1.54379356e+00    2.41325205e-01    1.67794724e+17
 8.23500000e+00    1.54092813e+00    2.41684423e-01    1.67682666e+17
 8.24000000e+00    1.53806381e+00    2.42043836e-01    1.67570529e+17
 8.24500000e+00    1.53520061e+00    2.42403446e-01    1.67458313e+17
 8.25000000e+00    1.53233854e+00    2.42763250e-01    1.67346018e+17
 8.25500000e+00    1.52947760e+00    2.43123249e-01    1.67233644e+17
 8.26000000e+00    1.52661780e+00    2.43483442e-01    1.67121192e+17
 8.26500000e+00    1.52375914e+00    2.43843829e-01    1.67008660e+17
 8.27000000e+00    1.52090162e+00    2.44204410e-01    1.66896049e+17
 8.27500000e+00    1.51804525e+00    2.44565182e-01    1.66783360e+17
 8.28000000e+00    1.51519003e+00    2.44926147e-01    1.66670591e+17
 8.28500000e+00    1.51233597e+00    2.45287304e-01    1.66557742e+17
 8.29000000e+00    1.50948308e+00    2.45648652e-01    1.66444815e+17
 8.29500000e+00    1.50663134e+00    2.46010190e-01    1.66331808e+17
 8.30000000e+00    1.50378078e+00    2.46371919e-01    1.66218721e+17
 8.30500000e+00    1.50093139e+00    2.46733838e-01    1.66105555e+17
 8.31000000e+00    1.49808317e+00    2.47095945e-01    1.65992309e+17
 8.31500000e+00    1.49523614e+00    2.47458241e-01    1.65878984e+17
 8.32000000e+00    1.49239029e+00    2.47820726e-01    1.65765579e+17
 8.32500000e+00    1.48954564e+00    2.48183398e-01    1.65652094e+17
 8.33000000e+00    1.48670218e+00    2.48546257e-01    1.65538529e+17
 8.33500000e+00    1.48385991e+00    2.48909303e-01    1.65424884e+17
 8.34000000e+00    1.48101885e+00    2.49272535e-01    1.65311160e+17
 8.34500000e+00    1.47817900e+00    2.49635952e-01    1.65197355e+17
 8.35000000e+00    1.47534036e+00    2.49999555e-01    1.65083471e+17
 8.35500000e+00    1.47250293e+00    2.50363342e-01    1.64969506e+17
 8.36000000e+00    1.46966672e+00    2.50727314e-01    1.64855461e+17
 8.36500000e+00    1.46683174e+00    2.51091468e-01    1.64741336e+17
 8.37000000e+00    1.46399798e+00    2.51455806e-01    1.64627131e+17
 8.37500000e+00    1.46116546e+00    2.51820327e-01    1.64512846e+17
 8.38000000e+00    1.45833417e+00    2.52185029e-01    1.64398480e+17
 8.38500000e+00    1.45550412e+00    2.52549913e-01    1.64284033e+17
 8.39000000e+00    1.45267532e+00    2.52914977e-01    1.64169506e+17
 8.39500000e+00    1.44984776e+00    2.53280222e-01    1.64054899e+17
 8.40000000e+00    1.44702146e+00    2.53645647e-01    1.63940210e+17
 8.40500000e+00    1.44419641e+00    2.54011252e-01    1.63825441e+17
 8.41000000e+00    1.44137263e+00    2.54377035e-01    1.63710591e+17
 8.41500000e+00    1.43855011e+00    2.54742996e-01    1.63595660e+17
 8.42000000e+00    1.43572886e+00    2.55109135e-01    1.63480648e+17
 8.42500000e+00    1.43290889e+00    2.55475452e-01    1.63365555e+17
 8.43000000e+00    1.43009019e+00    2.55841945e-01    1.63250381e+17
 8.43500000e+00    1.42727277e+00    2.56208614e-01    1.63135125e+17
 8.44000000e+00    1.42445664e+00    2.56575459e-01    1.63019788e+17
 8.44500000e+00    1.42164181e+00    2.56942479e-01    1.62904370e+17
 8.45000000e+00    1.41882826e+00    2.57309673e-01    1.62788871e+17
 8.45500000e+00    1.41601602e+00    2.57677041e-01    1.62673290e+17
 8.46000000e+00    1.41320508e+00    2.58044583e-01    1.62557627e+17
 8.46500000e+00    1.41039544e+00    2.58412298e-01    1.62441883e+17
 8.47000000e+00    1.40758712e+00    2.58780185e-01    1.62326057e+17
 8.47500000e+00    1.40478011e+00    2.59148243e-01    1.62210150e+17
 8.48000000e+00    1.40197442e+00    2.59516473e-01    1.62094161e+17
 8.48500000e+00    1.39917006e+00    2.59884874e-01    1.61978090e+17
 8.49000000e+00    1.39636702e+00    2.60253445e-01    1.61861937e+17
 8.49500000e+00    1.39356532e+00    2.60622185e-01    1.61745702e+17
 8.50000000e+00    1.39076495e+00    2.60991095e-01    1.61629385e+17
 8.50500000e+00    1.38796593e+00    2.61360172e-01    1.61512985e+17
 8.51000000e+00    1.38516824e+00    2.61729418e-01    1.61396504e+17
 8.51500000e+00    1.38237191e+00    2.62098831e-01    1.61279940e+17
 8.52000000e+00    1.37957693e+00    2.62468411e-01    1.61163293e+17
 8.52500000e+00    1.37678331e+00    2.62838157e-01    1.61046564e+17
 8.53000000e+00    1.37399105e+00    2.63208069e-01    1.60929753e+17
 8.53500000e+00    1.37120016e+00    2.63578146e-01    1.60812859e+17
 8.54000000e+00    1.36841063e+00    2.63948388e-01    1.60695882e+17
 8.54500000e+00    1.36562248e+00    2.64318793e-01    1.60578822e+17
 8.55000000e+00    1.36283571e+00    2.64689362e-01    1.60461680e+17
 8.55500000e+00    1.36005032e+00    2.65060094e-01    1.60344454e+17
 8.56000000e+00    1.35726632e+00    2.65430987e-01    1.60227145e+17
 8.56500000e+00    1.35448371e+00    2.65802043e-01    1.60109754e+17
 8.57000000e+00    1.35170249e+00    2.66173260e-01    1.59992279e+17
 8.57500000e+00    1.34892267e+00    2.66544637e-01    1.59874721e+17
 8.58000000e+00    1.34614426e+00    2.66916174e-01    1.59757080e+17
 8.58500000e+00    1.34336725e+00    2.67287871e-01    1.59639356e+17
 8.59000000e+00    1.34059166e+00    2.67659726e-01    1.59521548e+17
 8.59500000e+00    1.33781748e+00    2.68031740e-01    1.59403657e+17
 8.60000000e+00    1.33504472e+00    2.68403911e-01    1.59285682e+17
 8.60500000e+00    1.33227339e+00    2.68776239e-01    1.59167623e+17
 8.61000000e+00    1.32950348e+00    2.69148724e-01    1.59049481e+17
 8.61500000e+00    1.32673501e+00    2.69521364e-01    1.58931255e+17
 8.62000000e+00    1.32396797e+00    2.69894160e-01    1.58812945e+17
 8.62500000e+00    1.32120238e+00    2.70267110e-01    1.58694550e+17
 8.63000000e+00    1.31843823e+00    2.70640215e-01    1.58576072e+17
 8.63500000e+00    1.31567553e+00    2.71013473e-01    1.58457509e+17
 8.64000000e+00    1.31291428e+00    2.71386884e-01    1.58338862e+17
 8.64500000e+00    1.31015450e+00    2.71760448e-01    1.58220131e+17
 8.65000000e+00    1.30739617e+00    2.72134163e-01    1.58101315e+17
 8.65500000e+00    1.30463931e+00    2.72508029e-01    1.57982414e+17
 8.66000000e+00    1.30188392e+00    2.72882046e-01    1.57863429e+17
 8.66500000e+00    1.29913001e+00    2.73256212e-01    1.57744359e+17
 8.67000000e+00    1.29637757e+00    2.73630528e-01    1.57625204e+17
 8.67500000e+00    1.29362662e+00    2.74004993e-01    1.57505965e+17
 8.68000000e+00    1.29087715e+00    2.74379605e-01    1.57386640e+17
 8.68500000e+00    1.28812918e+00    2.74754366e-01    1.57267230e+17
 8.69000000e+00    1.28538270e+00    2.75129273e-01    1.57147736e+17
 8.69500000e+00    1.28263772e+00    2.75504326e-01    1.57028156e+17
 8.70000000e+00    1.27989425e+00    2.75879525e-01    1.56908490e+17
 8.70500000e+00    1.27715228e+00    2.76254869e-01    1.56788740e+17
 8.71000000e+00    1.27441183e+00    2.76630358e-01    1.56668904e+17
 8.71500000e+00    1.27167289e+00    2.77005990e-01    1.56548982e+17
 8.72000000e+00    1.26893547e+00    2.77381766e-01    1.56428975e+17
 8.72500000e+00    1.26619958e+00    2.77757684e-01    1.56308882e+17
 8.73000000e+00    1.26346522e+00    2.78133744e-01    1.56188702e+17
 8.73500000e+00    1.26073239e+00    2.78509945e-01    1.56068437e+17
 8.74000000e+00    1.25800109e+00    2.78886287e-01    1.55948086e+17
 8.74500000e+00    1.25527134e+00    2.79262770e-01    1.55827648e+17
 8.75000000e+00    1.25254314e+00    2.79639391e-01    1.55707125e+17
 8.75500000e+00    1.24981648e+00    2.80016152e-01    1.55586514e+17
 8.76000000e+00    1.24709138e+00    2.80393050e-01    1.55465818e+17
 8.76500000e+00    1.24436784e+00    2.80770086e-01    1.55345034e+17
 8.77000000e+00    1.24164586e+00    2.81147260e-01    1.55224164e+17
 8.77500000e+00    1.23892545e+00    2.81524569e-01    1.55103208e+17
 8.78000000e+00    1.23620661e+00    2.81902014e-01    1.54982164e+17
 8.78500000e+00    1.23348934e+00    2.82279594e-01    1.54861034e+17
 8.79000000e+00    1.23077365e+00    2.82657309e-01    1.54739817e+17
 8.79500000e+00    1.22805955e+00    2.83035157e-01    1.54618512e+17
 8.80000000e+00    1.22534703e+00    2.83413138e-01    1.54497121e+17
 8.80500000e+00    1.22263611e+00    2.83791252e-01    1.54375642e+17
 8.81000000e+00    1.21992678e+00    2.84169498e-01    1.54254076e+17
 8.81500000e+00    1.21721905e+00    2.84547874e-01    1.54132422e+17
 8.82000000e+00    1.21451293e+00    2.84926382e-01    1.54010681e+17
 8.82500000e+00    1.21180841e+00    2.85305019e-01    1.53888852e+17
 8.83000000e+00    1.20910551e+00    2.85683785e-01    1.53766936e+17
 8.83500000e+00    1.20640423e+00    2.86062680e-01    1.53644931e+17
 8.84000000e+00    1.20370456e+00    2.86441703e-01    1.53522838e+17
 8.84500000e+00    1.20100652e+00    2.86820853e-01    1.53400658e+17
 8.85000000e+00    1.19831012e+00    2.87200130e-01    1.53278388e+17
 8.85500000e+00    1.19561534e+00    2.87579532e-01    1.53156031e+17
 8.86000000e+00    1.19292221e+00    2.87959060e-01    1.53033585e+17
 8.86500000e+00    1.19023071e+00    2.88338712e-01    1.52911050e+17
 8.87000000e+00    1.18754086e+00    2.88718489e-01    1.52788426e+17
 8.87500000e+00    1.18485267e+00    2.89098388e-01    1.52665714e+17
 8.88000000e+00    1.18216612e+00    2.89478410e-01    1.52542913e+17
 8.88500000e+00    1.17948124e+00    2.89858555e-01    1.52420023e+17
 8.89000000e+00    1.17679802e+00    2.90238820e-01    1.52297044e+17
 8.89500000e+00    1.17411647e+00    2.90619206e-01    1.52173975e+17
 8.90000000e+00    1.17143658e+00    2.90999712e-01    1.52050818e+17
 8.90500000e+00    1.16875838e+00    2.91380337e-01    1.51927571e+17
 8.91000000e+00    1.16608185e+00    2.91761081e-01    1.51804234e+17
 8.91500000e+00    1.16340701e+00    2.92141943e-01    1.51680808e+17
 8.92000000e+00    1.16073386e+00    2.92522921e-01    1.51557293e+17
 8.92500000e+00    1.15806240e+00    2.92904017e-01    1.51433687e+17
 8.93000000e+00    1.15539263e+00    2.93285228e-01    1.51309992e+17
 8.93500000e+00    1.15272457e+00    2.93666554e-01    1.51186206e+17
 8.94000000e+00    1.15005821e+00    2.94047995e-01    1.51062330e+17
 8.94500000e+00    1.14739356e+00    2.94429550e-01    1.50938364e+17
 8.95000000e+00    1.14473063e+00    2.94811217e-01    1.50814307e+17
 8.95500000e+00    1.14206941e+00    2.95192997e-01    1.50690160e+17
 8.96000000e+00    1.13940992e+00    2.95574889e-01    1.50565922e+17
 8.96500000e+00    1.13675215e+00    2.95956892e-01    1.50441593e+17
 8.97000000e+00    1.13409611e+00    2.96339005e-01    1.50317173e+17
 8.97500000e+00    1.13144180e+00    2.96721228e-01    1.50192662e+17
 8.98000000e+00    1.12878923e+00    2.97103559e-01    1.50068060e+17
 8.98500000e+00    1.12613841e+00    2.97485999e-01    1.49943366e+17
 8.99000000e+00    1.12348934e+00    2.97868546e-01    1.49818581e+17
 8.99500000e+00    1.12084201e+00    2.98251200e-01    1.49693705e+17
 9.00000000e+00    1.11819644e+00    2.98633961e-01    1.49568737e+17
 9.00500000e+00    1.11555263e+00    2.99016826e-01    1.49443678e+17
 9.01000000e+00    1.11291058e+00    2.99399796e-01    1.49318527e+17
 9.01500000e+00    1.11027031e+00    2.99782871e-01    1.49193284e+17
 9.02000000e+00    1.10763180e+00    3.00166048e-01    1.49067949e+17
 9.02500000e+00    1.10499507e+00    3.00549328e-01    1.48942522e+17
 9.03000000e+00    1.10236012e+00    3.00932710e-01    1.48817002e+17
 9.03500000e+00    1.09972696e+00    3.01316193e-01    1.48691390e+17
 9.04000000e+00    1.09709558e+00    3.01699776e-01    1.48565685e+17
 9.04500000e+00    1.09446600e+00    3.02083459e-01    1.48439888e+17
 9.05000000e+00    1.09183821e+00    3.02467241e-01    1.48313997e+17
 9.05500000e+00    1.08921223e+00    3.02851121e-01    1.48188014e+17
 9.06000000e+00    1.08658805e+00    3.03235098e-01    1.48061937e+17
 9.06500000e+00    1.08396569e+00    3.03619173e-01    1.47935767e+17
 9.07000000e+00    1.08134513e+00    3.04003343e-01    1.47809503e+17
 9.07500000e+00    1.07872640e+00    3.04387608e-01    1.47683146e+17
 9.08000000e+00    1.07610949e+00    3.04771968e-01    1.47556695e+17
 9.08500000e+00    1.07349440e+00    3.05156422e-01    1.47430150e+17
 9.09000000e+00    1.07088115e+00    3.05540969e-01    1.47303512e+17
 9.09500000e+00    1.06826973e+00    3.05925609e-01    1.47176779e+17
 9.10000000e+00    1.06566015e+00    3.06310340e-01    1.47049952e+17
 9.10500000e+00    1.06305241e+00    3.06695161e-01    1.46923031e+17
 9.11000000e+00    1.06044652e+00    3.07080073e-01    1.46796015e+17
 9.11500000e+00    1.05784249e+00    3.07465074e-01    1.46668905e+17
 9.12000000e+00    1.05524031e+00    3.07850164e-01    1.46541700e+17
 9.12500000e+00    1.05263999e+00    3.08235342e-01    1.46414401e+17
 9.13000000e+00    1.05004153e+00    3.08620607e-01    1.46287006e+17
 9.13500000e+00    1.04744494e+00    3.09005958e-01    1.46159516e+17
 9.14000000e+00    1.04485023e+00    3.09391395e-01    1.46031931e+17
 9.14500000e+00    1.04225739e+00    3.09776916e-01    1.45904250e+17
 9.15000000e+00    1.03966644e+00    3.10162522e-01    1.45776474e+17
 9.15500000e+00    1.03707737e+00    3.10548211e-01    1.45648601e+17
 9.16000000e+00    1.03449019e+00    3.10933982e-01    1.45520633e+17
 9.16500000e+00    1.03190490e+00    3.11319836e-01    1.45392568e+17
 9.17000000e+00    1.02932152e+00    3.11705770e-01    1.45264408e+17
 9.17500000e+00    1.02674003e+00    3.12091785e-01    1.45136150e+17
 9.18000000e+00    1.02416045e+00    3.12477879e-01    1.45007796e+17
 9.18500000e+00    1.02158278e+00    3.12864051e-01    1.44879346e+17
 9.19000000e+00    1.01900703e+00    3.13250302e-01    1.44750799e+17
 9.19500000e+00    1.01643320e+00    3.13636630e-01    1.44622154e+17
 9.20000000e+00    1.01386129e+00    3.14023034e-01    1.44493413e+17
 9.20500000e+00    1.01129130e+00    3.14409514e-01    1.44364575e+17
 9.21000000e+00    1.00872325e+00    3.14796069e-01    1.44235639e+17
 9.21500000e+00    1.00615714e+00    3.15182698e-01    1.44106606e+17
 9.22000000e+00    1.00359296e+00    3.15569400e-01    1.43977475e+17
 9.22500000e+00    1.00103073e+00    3.15956174e-01    1.43848246e+17
 9.23000000e+00    9.98470453e-01    3.16343020e-01    1.43718919e+17
 9.23500000e+00    9.95912124e-01    3.16729937e-01    1.43589495e+17
 9.24000000e+00    9.93355753e-01    3.17116924e-01    1.43459971e+17
 9.24500000e+00    9.90801343e-01    3.17503981e-01    1.43330350e+17
 9.25000000e+00    9.88248898e-01    3.17891105e-01    1.43200629e+17
 9.25500000e+00    9.85698423e-01    3.18278298e-01    1.43070809e+17
 9.26000000e+00    9.83149922e-01    3.18665558e-01    1.42940891e+17
 9.26500000e+00    9.80603399e-01    3.19052883e-01    1.42810873e+17
 9.27000000e+00    9.78058858e-01    3.19440274e-01    1.42680756e+17
 9.27500000e+00    9.75516304e-01    3.19827729e-01    1.42550539e+17
 9.28000000e+00    9.72975741e-01    3.20215248e-01    1.42420223e+17
 9.28500000e+00    9.70437173e-01    3.20602830e-01    1.42289806e+17
 9.29000000e+00    9.67900603e-01    3.20990474e-01    1.42159290e+17
 9.29500000e+00    9.65366038e-01    3.21378180e-01    1.42028673e+17
 9.30000000e+00    9.62833479e-01    3.21765945e-01    1.41897957e+17
 9.30500000e+00    9.60302933e-01    3.22153770e-01    1.41767140e+17
 9.31000000e+00    9.57774403e-01    3.22541654e-01    1.41636222e+17
 9.31500000e+00    9.55247893e-01    3.22929596e-01    1.41505204e+17
 9.32000000e+00    9.52723407e-01    3.23317596e-01    1.41374085e+17
 9.32500000e+00    9.50200950e-01    3.23705651e-01    1.41242865e+17
 9.33000000e+00    9.47680526e-01    3.24093762e-01    1.41111543e+17
 9.33500000e+00    9.45162139e-01    3.24481928e-01    1.40980120e+17
 9.34000000e+00    9.42645793e-01    3.24870147e-01    1.40848595e+17
 9.34500000e+00    9.40131493e-01    3.25258420e-01    1.40716968e+17
 9.35000000e+00    9.37619243e-01    3.25646744e-01    1.40585239e+17
 9.35500000e+00    9.35109046e-01    3.26035120e-01    1.40453408e+17
 9.36000000e+00    9.32600908e-01    3.26423547e-01    1.40321474e+17
 9.36500000e+00    9.30094832e-01    3.26812023e-01    1.40189437e+17
 9.37000000e+00    9.27590823e-01    3.27200547e-01    1.40057298e+17
 9.37500000e+00    9.25088884e-01    3.27589120e-01    1.39925055e+17
 9.38000000e+00    9.22589021e-01    3.27977740e-01    1.39792709e+17
 9.38500000e+00    9.20091237e-01    3.28366406e-01    1.39660260e+17
 9.39000000e+00    9.17595537e-01    3.28755118e-01    1.39527707e+17
 9.39500000e+00    9.15101924e-01    3.29143874e-01    1.39395050e+17
 9.40000000e+00    9.12610403e-01    3.29532674e-01    1.39262290e+17
 9.40500000e+00    9.10120979e-01    3.29921516e-01    1.39129425e+17
 9.41000000e+00    9.07633655e-01    3.30310401e-01    1.38996457e+17
 9.41500000e+00    9.05148435e-01    3.30699326e-01    1.38863384e+17
 9.42000000e+00    9.02665325e-01    3.31088292e-01    1.38730206e+17
 9.42500000e+00    9.00184327e-01    3.31477298e-01    1.38596923e+17
 9.43000000e+00    8.97705447e-01    3.31866341e-01    1.38463536e+17
 9.43500000e+00    8.95228688e-01    3.32255423e-01    1.38330042e+17
 9.44000000e+00    8.92754056e-01    3.32644541e-01    1.38196444e+17
 9.44500000e+00    8.90281553e-01    3.33033695e-01    1.38062739e+17
 9.45000000e+00    8.87811184e-01    3.33422884e-01    1.37928929e+17
 9.45500000e+00    8.85342954e-01    3.33812107e-01    1.37795012e+17
 9.46000000e+00    8.82876867e-01    3.34201364e-01    1.37660989e+17
 9.46500000e+00    8.80412926e-01    3.34590652e-01    1.37526859e+17
 9.47000000e+00    8.77951137e-01    3.34979973e-01    1.37392622e+17
 9.47500000e+00    8.75491503e-01    3.35369323e-01    1.37258278e+17
 9.48000000e+00    8.73034029e-01    3.35758704e-01    1.37123828e+17
 9.48500000e+00    8.70578719e-01    3.36148113e-01    1.36989269e+17
 9.49000000e+00    8.68125577e-01    3.36537550e-01    1.36854604e+17
 9.49500000e+00    8.65674607e-01    3.36927015e-01    1.36719830e+17
 9.50000000e+00    8.63225814e-01    3.37316505e-01    1.36584949e+17
 9.50500000e+00    8.60779202e-01    3.37706020e-01    1.36449960e+17
 9.51000000e+00    8.58334775e-01    3.38095560e-01    1.36314863e+17
