           R_km         P_MeV/fm3         M_M_solar   Energy Density (ε)
 1.88500000e+00    9.52033491e+01    1.26713215e-02    8.90000487e+17
 1.89000000e+00    9.51782957e+01    1.27715059e-02    8.89896791e+17
 1.89500000e+00    9.51531803e+01    1.28722100e-02    8.89793168e+17
 1.90000000e+00    9.51280030e+01    1.29734351e-02    8.89689601e+17
 1.90500000e+00    9.51027637e+01    1.30751826e-02    8.89585937e+17
 1.91000000e+00    9.50774626e+01    1.31774536e-02    8.89482071e+17
 1.91500000e+00    9.50520996e+01    1.32802495e-02    8.89377954e+17
 1.92000000e+00    9.50266747e+01    1.33835715e-02    8.89273549e+17
 1.92500000e+00    9.50011881e+01    1.34874208e-02    8.89168831e+17
 1.93000000e+00    9.49756398e+01    1.35917987e-02    8.89063801e+17
 1.93500000e+00    9.49500297e+01    1.36967063e-02    8.88958511e+17
 1.94000000e+00    9.49243579e+01    1.38021451e-02    8.88852996e+17
 1.94500000e+00    9.48986245e+01    1.39081161e-02    8.88747239e+17
 1.95000000e+00    9.48728295e+01    1.40146207e-02    8.88641217e+17
 1.95500000e+00    9.48469729e+01    1.41216601e-02    8.88534910e+17
 1.96000000e+00    9.48210547e+01    1.42292355e-02    8.88428316e+17
 1.96500000e+00    9.47950751e+01    1.43373482e-02    8.88321488e+17
 1.97000000e+00    9.47690340e+01    1.44459994e-02    8.88214473e+17
 1.97500000e+00    9.47429314e+01    1.45551904e-02    8.88107196e+17
 1.98000000e+00    9.47167674e+01    1.46649223e-02    8.87999567e+17
 1.98500000e+00    9.46905421e+01    1.47751965e-02    8.87891614e+17
 1.99000000e+00    9.46642554e+01    1.48860141e-02    8.87783401e+17
 1.99500000e+00    9.46379074e+01    1.49973764e-02    8.87674955e+17
 2.00000000e+00    9.46114981e+01    1.51092846e-02    8.87566282e+17
 2.00500000e+00    9.45850277e+01    1.52217400e-02    8.87457380e+17
 2.01000000e+00    9.45584960e+01    1.53347438e-02    8.87348235e+17
 2.01500000e+00    9.45319032e+01    1.54482972e-02    8.87238793e+17
 2.02000000e+00    9.45052492e+01    1.55624014e-02    8.87128991e+17
 2.02500000e+00    9.44785342e+01    1.56770577e-02    8.87018889e+17
 2.03000000e+00    9.44517581e+01    1.57922673e-02    8.86908590e+17
 2.03500000e+00    9.44249210e+01    1.59080314e-02    8.86798083e+17
 2.04000000e+00    9.43980229e+01    1.60243513e-02    8.86687302e+17
 2.04500000e+00    9.43710639e+01    1.61412281e-02    8.86576226e+17
 2.05000000e+00    9.43440440e+01    1.62586631e-02    8.86464864e+17
 2.05500000e+00    9.43169632e+01    1.63766576e-02    8.86353258e+17
 2.06000000e+00    9.42898216e+01    1.64952127e-02    8.86241448e+17
 2.06500000e+00    9.42626192e+01    1.66143296e-02    8.86129390e+17
 2.07000000e+00    9.42353560e+01    1.67340096e-02    8.86017008e+17
 2.07500000e+00    9.42080321e+01    1.68542539e-02    8.85904312e+17
 2.08000000e+00    9.41806475e+01    1.69750638e-02    8.85791340e+17
 2.08500000e+00    9.41532022e+01    1.70964403e-02    8.85678130e+17
 2.09000000e+00    9.41256964e+01    1.72183848e-02    8.85564706e+17
 2.09500000e+00    9.40981299e+01    1.73408984e-02    8.85451047e+17
 2.10000000e+00    9.40705030e+01    1.74639824e-02    8.85337116e+17
 2.10500000e+00    9.40428155e+01    1.75876379e-02    8.85222875e+17
 2.11000000e+00    9.40150675e+01    1.77118663e-02    8.85108309e+17
 2.11500000e+00    9.39872592e+01    1.78366686e-02    8.84993481e+17
 2.12000000e+00    9.39593904e+01    1.79620461e-02    8.84878437e+17
 2.12500000e+00    9.39314613e+01    1.80880001e-02    8.84763151e+17
 2.13000000e+00    9.39034719e+01    1.82145316e-02    8.84647594e+17
 2.13500000e+00    9.38754222e+01    1.83416420e-02    8.84531765e+17
 2.14000000e+00    9.38473122e+01    1.84693324e-02    8.84415678e+17
 2.14500000e+00    9.38191421e+01    1.85976040e-02    8.84299372e+17
 2.15000000e+00    9.37909118e+01    1.87264580e-02    8.84182832e+17
 2.15500000e+00    9.37626213e+01    1.88558957e-02    8.84065982e+17
 2.16000000e+00    9.37342708e+01    1.89859182e-02    8.83948808e+17
 2.16500000e+00    9.37058602e+01    1.91165267e-02    8.83831349e+17
 2.17000000e+00    9.36773896e+01    1.92477224e-02    8.83713647e+17
 2.17500000e+00    9.36488591e+01    1.93795066e-02    8.83595735e+17
 2.18000000e+00    9.36202686e+01    1.95118804e-02    8.83477594e+17
 2.18500000e+00    9.35916182e+01    1.96448449e-02    8.83359185e+17
 2.19000000e+00    9.35629079e+01    1.97784015e-02    8.83240463e+17
 2.19500000e+00    9.35341379e+01    1.99125513e-02    8.83121414e+17
 2.20000000e+00    9.35053080e+01    2.00472954e-02    8.83002109e+17
 2.20500000e+00    9.34764184e+01    2.01826351e-02    8.82882594e+17
 2.21000000e+00    9.34474691e+01    2.03185715e-02    8.82762826e+17
 2.21500000e+00    9.34184601e+01    2.04551059e-02    8.82642789e+17
 2.22000000e+00    9.33893915e+01    2.05922394e-02    8.82522504e+17
 2.22500000e+00    9.33602634e+01    2.07299733e-02    8.82401952e+17
 2.23000000e+00    9.33310756e+01    2.08683086e-02    8.82281088e+17
 2.23500000e+00    9.33018284e+01    2.10072466e-02    8.82159979e+17
 2.24000000e+00    9.32725217e+01    2.11467885e-02    8.82038707e+17
 2.24500000e+00    9.32431556e+01    2.12869355e-02    8.81917156e+17
 2.25000000e+00    9.32137301e+01    2.14276886e-02    8.81795235e+17
 2.25500000e+00    9.31842452e+01    2.15690492e-02    8.81673078e+17
 2.26000000e+00    9.31547010e+01    2.17110183e-02    8.81550736e+17
 2.26500000e+00    9.31250975e+01    2.18535972e-02    8.81428076e+17
 2.27000000e+00    9.30954349e+01    2.19967871e-02    8.81305089e+17
 2.27500000e+00    9.30657130e+01    2.21405890e-02    8.81181883e+17
 2.28000000e+00    9.30359319e+01    2.22850042e-02    8.81058461e+17
 2.28500000e+00    9.30060918e+01    2.24300338e-02    8.80934775e+17
 2.29000000e+00    9.29761926e+01    2.25756791e-02    8.80810811e+17
 2.29500000e+00    9.29462344e+01    2.27219412e-02    8.80686576e+17
 2.30000000e+00    9.29162171e+01    2.28688212e-02    8.80562091e+17
 2.30500000e+00    9.28861409e+01    2.30163203e-02    8.80437346e+17
 2.31000000e+00    9.28560058e+01    2.31644397e-02    8.80312289e+17
 2.31500000e+00    9.28258119e+01    2.33131806e-02    8.80186981e+17
 2.32000000e+00    9.27955591e+01    2.34625441e-02    8.80061516e+17
 2.32500000e+00    9.27652475e+01    2.36125314e-02    8.79935771e+17
 2.33000000e+00    9.27348772e+01    2.37631436e-02    8.79809653e+17
 2.33500000e+00    9.27044481e+01    2.39143819e-02    8.79683314e+17
 2.34000000e+00    9.26739604e+01    2.40662475e-02    8.79556784e+17
 2.34500000e+00    9.26434141e+01    2.42187415e-02    8.79429913e+17
 2.35000000e+00    9.26128092e+01    2.43718650e-02    8.79302740e+17
 2.35500000e+00    9.25821457e+01    2.45256193e-02    8.79175386e+17
 2.36000000e+00    9.25514238e+01    2.46800055e-02    8.79047800e+17
 2.36500000e+00    9.25206434e+01    2.48350247e-02    8.78919923e+17
 2.37000000e+00    9.24898045e+01    2.49906781e-02    8.78791771e+17
 2.37500000e+00    9.24589073e+01    2.51469668e-02    8.78663354e+17
 2.38000000e+00    9.24279518e+01    2.53038920e-02    8.78534666e+17
 2.38500000e+00    9.23969379e+01    2.54614549e-02    8.78405703e+17
 2.39000000e+00    9.23658659e+01    2.56196565e-02    8.78276478e+17
 2.39500000e+00    9.23347356e+01    2.57784980e-02    8.78147059e+17
 2.40000000e+00    9.23035471e+01    2.59379807e-02    8.78017426e+17
 2.40500000e+00    9.22723005e+01    2.60981055e-02    8.77887453e+17
 2.41000000e+00    9.22409958e+01    2.62588737e-02    8.77757138e+17
 2.41500000e+00    9.22096331e+01    2.64202864e-02    8.77626554e+17
 2.42000000e+00    9.21782124e+01    2.65823448e-02    8.77495776e+17
 2.42500000e+00    9.21467337e+01    2.67450499e-02    8.77364811e+17
 2.43000000e+00    9.21151971e+01    2.69084029e-02    8.77233579e+17
 2.43500000e+00    9.20836026e+01    2.70724050e-02    8.77102059e+17
 2.44000000e+00    9.20519503e+01    2.72370572e-02    8.76970268e+17
 2.44500000e+00    9.20202402e+01    2.74023608e-02    8.76838226e+17
 2.45000000e+00    9.19884724e+01    2.75683169e-02    8.76705928e+17
 2.45500000e+00    9.19566469e+01    2.77349265e-02    8.76573336e+17
 2.46000000e+00    9.19247637e+01    2.79021908e-02    8.76440468e+17
 2.46500000e+00    9.18928229e+01    2.80701110e-02    8.76307356e+17
 2.47000000e+00    9.18608245e+01    2.82386881e-02    8.76173962e+17
 2.47500000e+00    9.18287686e+01    2.84079234e-02    8.76040302e+17
 2.48000000e+00    9.17966552e+01    2.85778178e-02    8.75906470e+17
 2.48500000e+00    9.17644843e+01    2.87483726e-02    8.75772377e+17
 2.49000000e+00    9.17322561e+01    2.89195889e-02    8.75637926e+17
 2.49500000e+00    9.16999705e+01    2.90914678e-02    8.75503254e+17
 2.50000000e+00    9.16676275e+01    2.92640103e-02    8.75368396e+17
 2.50500000e+00    9.16352274e+01    2.94372177e-02    8.75233253e+17
 2.51000000e+00    9.16027699e+01    2.96110911e-02    8.75097844e+17
 2.51500000e+00    9.15702553e+01    2.97856315e-02    8.74962171e+17
 2.52000000e+00    9.15376836e+01    2.99608401e-02    8.74826130e+17
 2.52500000e+00    9.15050547e+01    3.01367180e-02    8.74689835e+17
 2.53000000e+00    9.14723689e+01    3.03132663e-02    8.74553469e+17
 2.53500000e+00    9.14396260e+01    3.04904861e-02    8.74416822e+17
 2.54000000e+00    9.14068261e+01    3.06683786e-02    8.74279793e+17
 2.54500000e+00    9.13739693e+01    3.08469448e-02    8.74142505e+17
 2.55000000e+00    9.13410556e+01    3.10261858e-02    8.74004949e+17
 2.55500000e+00    9.13080851e+01    3.12061028e-02    8.73867115e+17
 2.56000000e+00    9.12750579e+01    3.13866968e-02    8.73729099e+17
 2.56500000e+00    9.12419739e+01    3.15679689e-02    8.73590899e+17
 2.57000000e+00    9.12088331e+01    3.17499204e-02    8.73452424e+17
 2.57500000e+00    9.11756358e+01    3.19325522e-02    8.73313583e+17
 2.58000000e+00    9.11423818e+01    3.21158655e-02    8.73174426e+17
 2.58500000e+00    9.11090712e+01    3.22998613e-02    8.73035117e+17
 2.59000000e+00    9.10757042e+01    3.24845408e-02    8.72895589e+17
 2.59500000e+00    9.10422806e+01    3.26699051e-02    8.72755764e+17
 2.60000000e+00    9.10088007e+01    3.28559552e-02    8.72615675e+17
 2.60500000e+00    9.09752643e+01    3.30426922e-02    8.72475306e+17
 2.61000000e+00    9.09416716e+01    3.32301173e-02    8.72334661e+17
 2.61500000e+00    9.09080226e+01    3.34182315e-02    8.72193848e+17
 2.62000000e+00    9.08743174e+01    3.36070360e-02    8.72052787e+17
 2.62500000e+00    9.08405559e+01    3.37965317e-02    8.71911358e+17
 2.63000000e+00    9.08067383e+01    3.39867199e-02    8.71769739e+17
 2.63500000e+00    9.07728646e+01    3.41776015e-02    8.71627903e+17
 2.64000000e+00    9.07389349e+01    3.43691777e-02    8.71485671e+17
 2.64500000e+00    9.07049491e+01    3.45614496e-02    8.71343225e+17
 2.65000000e+00    9.06709073e+01    3.47544182e-02    8.71200620e+17
 2.65500000e+00    9.06368096e+01    3.49480846e-02    8.71057708e+17
 2.66000000e+00    9.06026560e+01    3.51424499e-02    8.70914513e+17
 2.66500000e+00    9.05684466e+01    3.53375151e-02    8.70771084e+17
 2.67000000e+00    9.05341813e+01    3.55332814e-02    8.70627409e+17
 2.67500000e+00    9.04998604e+01    3.57297499e-02    8.70483455e+17
 2.68000000e+00    9.04654837e+01    3.59269215e-02    8.70339208e+17
 2.68500000e+00    9.04310514e+01    3.61247974e-02    8.70194691e+17
 2.69000000e+00    9.03965635e+01    3.63233786e-02    8.70049992e+17
 2.69500000e+00    9.03620200e+01    3.65226663e-02    8.69905095e+17
 2.70000000e+00    9.03274210e+01    3.67226614e-02    8.69759817e+17
 2.70500000e+00    9.02927665e+01    3.69233651e-02    8.69614262e+17
 2.71000000e+00    9.02580566e+01    3.71247784e-02    8.69468553e+17
 2.71500000e+00    9.02232913e+01    3.73269024e-02    8.69322618e+17
 2.72000000e+00    9.01884707e+01    3.75297381e-02    8.69176336e+17
 2.72500000e+00    9.01535949e+01    3.77332867e-02    8.69029705e+17
 2.73000000e+00    9.01186638e+01    3.79375491e-02    8.68882904e+17
 2.73500000e+00    9.00836775e+01    3.81425264e-02    8.68735882e+17
 2.74000000e+00    9.00486360e+01    3.83482197e-02    8.68588599e+17
 2.74500000e+00    9.00135395e+01    3.85546300e-02    8.68441159e+17
 2.75000000e+00    8.99783879e+01    3.87617585e-02    8.68293434e+17
 2.75500000e+00    8.99431813e+01    3.89696061e-02    8.68145328e+17
 2.76000000e+00    8.99079198e+01    3.91781739e-02    8.67996939e+17
 2.76500000e+00    8.98726034e+01    3.93874630e-02    8.67848379e+17
 2.77000000e+00    8.98372321e+01    3.95974744e-02    8.67699606e+17
 2.77500000e+00    8.98018060e+01    3.98082091e-02    8.67550462e+17
 2.78000000e+00    8.97663252e+01    4.00196682e-02    8.67401096e+17
 2.78500000e+00    8.97307896e+01    4.02318528e-02    8.67251555e+17
 2.79000000e+00    8.96951994e+01    4.04447639e-02    8.67101726e+17
 2.79500000e+00    8.96595545e+01    4.06584025e-02    8.66951639e+17
 2.80000000e+00    8.96238551e+01    4.08727697e-02    8.66801305e+17
 2.80500000e+00    8.95881012e+01    4.10878665e-02    8.66650695e+17
 2.81000000e+00    8.95522927e+01    4.13036940e-02    8.66499821e+17
 2.81500000e+00    8.95164299e+01    4.15202531e-02    8.66348663e+17
 2.82000000e+00    8.94805127e+01    4.17375450e-02    8.66197238e+17
 2.82500000e+00    8.94445411e+01    4.19555707e-02    8.66045662e+17
 2.83000000e+00    8.94085153e+01    4.21743312e-02    8.65893799e+17
 2.83500000e+00    8.93724353e+01    4.23938275e-02    8.65741592e+17
 2.84000000e+00    8.93363010e+01    4.26140607e-02    8.65589242e+17
 2.84500000e+00    8.93001126e+01    4.28350317e-02    8.65436594e+17
 2.85000000e+00    8.92638702e+01    4.30567417e-02    8.65283609e+17
 2.85500000e+00    8.92275737e+01    4.32791917e-02    8.65130450e+17
 2.86000000e+00    8.91912232e+01    4.35023826e-02    8.64977058e+17
 2.86500000e+00    8.91548188e+01    4.37263155e-02    8.64823400e+17
 2.87000000e+00    8.91183605e+01    4.39509914e-02    8.64669473e+17
 2.87500000e+00    8.90818483e+01    4.41764114e-02    8.64515247e+17
 2.88000000e+00    8.90452824e+01    4.44025764e-02    8.64360848e+17
 2.88500000e+00    8.90086627e+01    4.46294876e-02    8.64206278e+17
 2.89000000e+00    8.89719893e+01    4.48571458e-02    8.64051320e+17
 2.89500000e+00    8.89352622e+01    4.50855521e-02    8.63896042e+17
 2.90000000e+00    8.88984816e+01    4.53147076e-02    8.63740550e+17
 2.90500000e+00    8.88616474e+01    4.55446132e-02    8.63584888e+17
 2.91000000e+00    8.88247598e+01    4.57752700e-02    8.63429012e+17
 2.91500000e+00    8.87878186e+01    4.60066789e-02    8.63272790e+17
 2.92000000e+00    8.87508241e+01    4.62388410e-02    8.63116217e+17
 2.92500000e+00    8.87137763e+01    4.64717573e-02    8.62959489e+17
 2.93000000e+00    8.86766751e+01    4.67054287e-02    8.62802559e+17
 2.93500000e+00    8.86395207e+01    4.69398564e-02    8.62645327e+17
 2.94000000e+00    8.86023131e+01    4.71750412e-02    8.62487802e+17
 2.94500000e+00    8.85650524e+01    4.74109842e-02    8.62330166e+17
 2.95000000e+00    8.85277385e+01    4.76476864e-02    8.62172222e+17
 2.95500000e+00    8.84903716e+01    4.78851488e-02    8.62013928e+17
 2.96000000e+00    8.84529517e+01    4.81233725e-02    8.61855536e+17
 2.96500000e+00    8.84154789e+01    4.83623583e-02    8.61696786e+17
 2.97000000e+00    8.83779531e+01    4.86021072e-02    8.61537728e+17
 2.97500000e+00    8.83403746e+01    4.88426204e-02    8.61378537e+17
 2.98000000e+00    8.83027432e+01    4.90838987e-02    8.61219088e+17
 2.98500000e+00    8.82650590e+01    4.93259432e-02    8.61059252e+17
 2.99000000e+00    8.82273222e+01    4.95687548e-02    8.60899117e+17
 2.99500000e+00    8.81895328e+01    4.98123344e-02    8.60738869e+17
 3.00000000e+00    8.81516907e+01    5.00566833e-02    8.60578474e+17
 3.00500000e+00    8.81137961e+01    5.03018022e-02    8.60417788e+17
 3.01000000e+00    8.80758490e+01    5.05476922e-02    8.60256732e+17
 3.01500000e+00    8.80378495e+01    5.07943543e-02    8.60095391e+17
 3.02000000e+00    8.79997976e+01    5.10417894e-02    8.59933942e+17
 3.02500000e+00    8.79616933e+01    5.12899986e-02    8.59772188e+17
 3.03000000e+00    8.79235368e+01    5.15389827e-02    8.59610082e+17
 3.03500000e+00    8.78853280e+01    5.17887428e-02    8.59447872e+17
 3.04000000e+00    8.78470671e+01    5.20392798e-02    8.59285405e+17
 3.04500000e+00    8.78087540e+01    5.22905948e-02    8.59122563e+17
 3.05000000e+00    8.77703888e+01    5.25426887e-02    8.58959420e+17
 3.05500000e+00    8.77319716e+01    5.27955623e-02    8.58796135e+17
 3.06000000e+00    8.76935024e+01    5.30492168e-02    8.58632594e+17
 3.06500000e+00    8.76549813e+01    5.33036531e-02    8.58468870e+17
 3.07000000e+00    8.76164084e+01    5.35588722e-02    8.58304949e+17
 3.07500000e+00    8.75777836e+01    5.38148750e-02    8.58140626e+17
 3.08000000e+00    8.75391070e+01    5.40716625e-02    8.57976004e+17
 3.08500000e+00    8.75003787e+01    5.43292356e-02    8.57811194e+17
 3.09000000e+00    8.74615988e+01    5.45875953e-02    8.57646222e+17
 3.09500000e+00    8.74227672e+01    5.48467426e-02    8.57480999e+17
 3.10000000e+00    8.73838841e+01    5.51066784e-02    8.57315366e+17
 3.10500000e+00    8.73449494e+01    5.53674036e-02    8.57149528e+17
 3.11000000e+00    8.73059633e+01    5.56289193e-02    8.56983538e+17
 3.11500000e+00    8.72669258e+01    5.58912264e-02    8.56817224e+17
 3.12000000e+00    8.72278370e+01    5.61543257e-02    8.56650677e+17
 3.12500000e+00    8.71886968e+01    5.64182184e-02    8.56483842e+17
 3.13000000e+00    8.71495054e+01    5.66829052e-02    8.56316813e+17
 3.13500000e+00    8.71102628e+01    5.69483873e-02    8.56149642e+17
 3.14000000e+00    8.70709691e+01    5.72146654e-02    8.55982051e+17
 3.14500000e+00    8.70316243e+01    5.74817406e-02    8.55814292e+17
 3.15000000e+00    8.69922284e+01    5.77496138e-02    8.55646269e+17
 3.15500000e+00    8.69527816e+01    5.80182860e-02    8.55477867e+17
 3.16000000e+00    8.69132838e+01    5.82877579e-02    8.55309340e+17
 3.16500000e+00    8.68737351e+01    5.85580307e-02    8.55140586e+17
 3.17000000e+00    8.68341357e+01    5.88291053e-02    8.54971552e+17
 3.17500000e+00    8.67944854e+01    5.91009825e-02    8.54802265e+17
 3.18000000e+00    8.67547844e+01    5.93736634e-02    8.54632736e+17
 3.18500000e+00    8.67150328e+01    5.96471487e-02    8.54462909e+17
 3.19000000e+00    8.66752306e+01    5.99214395e-02    8.54292802e+17
 3.19500000e+00    8.66353778e+01    6.01965368e-02    8.54122535e+17
 3.20000000e+00    8.65954745e+01    6.04724413e-02    8.53952069e+17
 3.20500000e+00    8.65555207e+01    6.07491541e-02    8.53781220e+17
 3.21000000e+00    8.65155166e+01    6.10266760e-02    8.53610213e+17
 3.21500000e+00    8.64754621e+01    6.13050081e-02    8.53439016e+17
 3.22000000e+00    8.64353573e+01    6.15841512e-02    8.53267456e+17
 3.22500000e+00    8.63952023e+01    6.18641061e-02    8.53095538e+17
 3.23000000e+00    8.63549971e+01    6.21448739e-02    8.52923487e+17
 3.23500000e+00    8.63147418e+01    6.24264554e-02    8.52751222e+17
 3.24000000e+00    8.62744364e+01    6.27088517e-02    8.52578650e+17
 3.24500000e+00    8.62340810e+01    6.29920634e-02    8.52405896e+17
 3.25000000e+00    8.61936756e+01    6.32760917e-02    8.52232998e+17
 3.25500000e+00    8.61532203e+01    6.35609374e-02    8.52059641e+17
 3.26000000e+00    8.61127152e+01    6.38466015e-02    8.51886156e+17
 3.26500000e+00    8.60721602e+01    6.41330847e-02    8.51712411e+17
 3.27000000e+00    8.60315555e+01    6.44203880e-02    8.51538327e+17
 3.27500000e+00    8.59909011e+01    6.47085124e-02    8.51364096e+17
 3.28000000e+00    8.59501971e+01    6.49974587e-02    8.51189618e+17
 3.28500000e+00    8.59094435e+01    6.52872278e-02    8.51014872e+17
 3.29000000e+00    8.58686404e+01    6.55778206e-02    8.50839854e+17
 3.29500000e+00    8.58277878e+01    6.58692381e-02    8.50664579e+17
 3.30000000e+00    8.57868857e+01    6.61614810e-02    8.50489066e+17
 3.30500000e+00    8.57459343e+01    6.64545504e-02    8.50313286e+17
 3.31000000e+00    8.57049336e+01    6.67484470e-02    8.50137204e+17
 3.31500000e+00    8.56638837e+01    6.70431718e-02    8.49961009e+17
 3.32000000e+00    8.56227845e+01    6.73387257e-02    8.49784562e+17
 3.32500000e+00    8.55816362e+01    6.76351096e-02    8.49607736e+17
 3.33000000e+00    8.55404389e+01    6.79323242e-02    8.49430798e+17
 3.33500000e+00    8.54991924e+01    6.82303707e-02    8.49253586e+17
 3.34000000e+00    8.54578971e+01    6.85292497e-02    8.49076131e+17
 3.34500000e+00    8.54165527e+01    6.88289622e-02    8.48898400e+17
 3.35000000e+00    8.53751595e+01    6.91295091e-02    8.48720394e+17
 3.35500000e+00    8.53337176e+01    6.94308913e-02    8.48542185e+17
 3.36000000e+00    8.52922268e+01    6.97331095e-02    8.48363671e+17
 3.36500000e+00    8.52506874e+01    7.00361647e-02    8.48184886e+17
 3.37000000e+00    8.52090993e+01    7.03400578e-02    8.48005983e+17
 3.37500000e+00    8.51674626e+01    7.06447897e-02    8.47826791e+17
 3.38000000e+00    8.51257774e+01    7.09503611e-02    8.47647245e+17
 3.38500000e+00    8.50840437e+01    7.12567730e-02    8.47467620e+17
 3.39000000e+00    8.50422616e+01    7.15640263e-02    8.47287717e+17
 3.39500000e+00    8.50004311e+01    7.18721218e-02    8.47107540e+17
 3.40000000e+00    8.49585523e+01    7.21810603e-02    8.46927096e+17
 3.40500000e+00    8.49166253e+01    7.24908428e-02    8.46746398e+17
 3.41000000e+00    8.48746501e+01    7.28014701e-02    8.46565461e+17
 3.41500000e+00    8.48326267e+01    7.31129430e-02    8.46384251e+17
 3.42000000e+00    8.47905552e+01    7.34252624e-02    8.46202794e+17
 3.42500000e+00    8.47484358e+01    7.37384291e-02    8.46021195e+17
 3.43000000e+00    8.47062683e+01    7.40524441e-02    8.45839253e+17
 3.43500000e+00    8.46640530e+01    7.43673081e-02    8.45657062e+17
 3.44000000e+00    8.46217898e+01    7.46830221e-02    8.45474693e+17
 3.44500000e+00    8.45794787e+01    7.49995867e-02    8.45291943e+17
 3.45000000e+00    8.45371200e+01    7.53170030e-02    8.45109077e+17
 3.45500000e+00    8.44947136e+01    7.56352718e-02    8.44925963e+17
 3.46000000e+00    8.44522595e+01    7.59543938e-02    8.44742535e+17
 3.46500000e+00    8.44097579e+01    7.62743699e-02    8.44558975e+17
 3.47000000e+00    8.43672087e+01    7.65952011e-02    8.44375215e+17
 3.47500000e+00    8.43246121e+01    7.69168881e-02    8.44191026e+17
 3.48000000e+00    8.42819681e+01    7.72394317e-02    8.44006596e+17
 3.48500000e+00    8.42392767e+01    7.75628328e-02    8.43822054e+17
 3.49000000e+00    8.41965381e+01    7.78870923e-02    8.43637141e+17
 3.49500000e+00    8.41537522e+01    7.82122108e-02    8.43452018e+17
 3.50000000e+00    8.41109191e+01    7.85381893e-02    8.43266749e+17
 3.50500000e+00    8.40680390e+01    7.88650287e-02    8.43081195e+17
 3.51000000e+00    8.40251118e+01    7.91927297e-02    8.42895347e+17
 3.51500000e+00    8.39821376e+01    7.95212932e-02    8.42709271e+17
 3.52000000e+00    8.39391164e+01    7.98507199e-02    8.42522971e+17
 3.52500000e+00    8.38960484e+01    8.01810108e-02    8.42336339e+17
 3.53000000e+00    8.38529335e+01    8.05121666e-02    8.42149604e+17
 3.53500000e+00    8.38097719e+01    8.08441881e-02    8.41962575e+17
 3.54000000e+00    8.37665635e+01    8.11770762e-02    8.41775244e+17
 3.54500000e+00    8.37233086e+01    8.15108316e-02    8.41587789e+17
 3.55000000e+00    8.36800070e+01    8.18454553e-02    8.41399905e+17
 3.55500000e+00    8.36366588e+01    8.21809479e-02    8.41211915e+17
 3.56000000e+00    8.35932643e+01    8.25173104e-02    8.41023665e+17
 3.56500000e+00    8.35498232e+01    8.28545435e-02    8.40835165e+17
 3.57000000e+00    8.35063359e+01    8.31926480e-02    8.40646425e+17
 3.57500000e+00    8.34628022e+01    8.35316247e-02    8.40457386e+17
 3.58000000e+00    8.34192223e+01    8.38714745e-02    8.40268153e+17
 3.58500000e+00    8.33755961e+01    8.42121981e-02    8.40078750e+17
 3.59000000e+00    8.33319239e+01    8.45537964e-02    8.39888963e+17
 3.59500000e+00    8.32882056e+01    8.48962701e-02    8.39699074e+17
 3.60000000e+00    8.32444413e+01    8.52396200e-02    8.39508801e+17
 3.60500000e+00    8.32006310e+01    8.55838469e-02    8.39318361e+17
 3.61000000e+00    8.31567749e+01    8.59289517e-02    8.39127725e+17
 3.61500000e+00    8.31128729e+01    8.62749351e-02    8.38936789e+17
 3.62000000e+00    8.30689251e+01    8.66217979e-02    8.38745617e+17
 3.62500000e+00    8.30249316e+01    8.69695409e-02    8.38554191e+17
 3.63000000e+00    8.29808925e+01    8.73181648e-02    8.38362521e+17
 3.63500000e+00    8.29368077e+01    8.76676705e-02    8.38170732e+17
 3.64000000e+00    8.28926775e+01    8.80180588e-02    8.37978503e+17
 3.64500000e+00    8.28485017e+01    8.83693304e-02    8.37786196e+17
 3.65000000e+00    8.28042805e+01    8.87214861e-02    8.37593514e+17
 3.65500000e+00    8.27600140e+01    8.90745267e-02    8.37400636e+17
 3.66000000e+00    8.27157022e+01    8.94284530e-02    8.37207583e+17
 3.66500000e+00    8.26713451e+01    8.97832657e-02    8.37014243e+17
 3.67000000e+00    8.26269428e+01    9.01389656e-02    8.36820694e+17
 3.67500000e+00    8.25824954e+01    9.04955535e-02    8.36626842e+17
 3.68000000e+00    8.25380030e+01    9.08530301e-02    8.36432759e+17
 3.68500000e+00    8.24934655e+01    9.12113962e-02    8.36238359e+17
 3.69000000e+00    8.24488831e+01    9.15706526e-02    8.36043944e+17
 3.69500000e+00    8.24042558e+01    9.19308001e-02    8.35849081e+17
 3.70000000e+00    8.23595837e+01    9.22918394e-02    8.35654079e+17
 3.70500000e+00    8.23148668e+01    9.26537712e-02    8.35458768e+17
 3.71000000e+00    8.22701053e+01    9.30165964e-02    8.35263195e+17
 3.71500000e+00    8.22252991e+01    9.33803156e-02    8.35067513e+17
 3.72000000e+00    8.21804482e+01    9.37449297e-02    8.34871531e+17
 3.72500000e+00    8.21355529e+01    9.41104394e-02    8.34675278e+17
 3.73000000e+00    8.20906131e+01    9.44768454e-02    8.34478785e+17
 3.73500000e+00    8.20456289e+01    9.48441486e-02    8.34282214e+17
 3.74000000e+00    8.20006004e+01    9.52123496e-02    8.34085215e+17
 3.74500000e+00    8.19555276e+01    9.55814492e-02    8.33887920e+17
 3.75000000e+00    8.19104105e+01    9.59514481e-02    8.33690552e+17
 3.75500000e+00    8.18652493e+01    9.63223471e-02    8.33492957e+17
 3.76000000e+00    8.18200440e+01    9.66941470e-02    8.33295098e+17
 3.76500000e+00    8.17747946e+01    9.70668484e-02    8.33096891e+17
