           R_km         P_MeV/fm3         M_M_solar   Energy Density (ε)
 3.77000000e+00    8.17295013e+01    9.74404521e-02    8.32898375e+17
 3.77500000e+00    8.16841640e+01    9.78149589e-02    8.32699825e+17
 3.78000000e+00    8.16387829e+01    9.81903694e-02    8.32501104e+17
 3.78500000e+00    8.15933580e+01    9.85666845e-02    8.32301910e+17
 3.79000000e+00    8.15478893e+01    9.89439048e-02    8.32102552e+17
 3.79500000e+00    8.15023770e+01    9.93220310e-02    8.31903058e+17
 3.80000000e+00    8.14568211e+01    9.97010640e-02    8.31703128e+17
 3.80500000e+00    8.14112216e+01    1.00081004e-01    8.31503145e+17
 3.81000000e+00    8.13655786e+01    1.00461853e-01    8.31302738e+17
 3.81500000e+00    8.13198921e+01    1.00843610e-01    8.31102178e+17
 3.82000000e+00    8.12741623e+01    1.01226277e-01    8.30901444e+17
 3.82500000e+00    8.12283892e+01    1.01609854e-01    8.30700410e+17
 3.83000000e+00    8.11825729e+01    1.01994343e-01    8.30499248e+17
 3.83500000e+00    8.11367133e+01    1.02379743e-01    8.30297826e+17
 3.84000000e+00    8.10908107e+01    1.02766055e-01    8.30096017e+17
 3.84500000e+00    8.10448649e+01    1.03153281e-01    8.29894065e+17
 3.85000000e+00    8.09988762e+01    1.03541420e-01    8.29691900e+17
 3.85500000e+00    8.09528445e+01    1.03930475e-01    8.29489378e+17
 3.86000000e+00    8.09067700e+01    1.04320444e-01    8.29286745e+17
 3.86500000e+00    8.08606526e+01    1.04711329e-01    8.29083889e+17
 3.87000000e+00    8.08144925e+01    1.05103131e-01    8.28880729e+17
 3.87500000e+00    8.07682896e+01    1.05495851e-01    8.28677346e+17
 3.88000000e+00    8.07220442e+01    1.05889489e-01    8.28473694e+17
 3.88500000e+00    8.06757562e+01    1.06284045e-01    8.28269810e+17
 3.89000000e+00    8.06294256e+01    1.06679521e-01    8.28065798e+17
 3.89500000e+00    8.05830526e+01    1.07075917e-01    8.27861388e+17
 3.90000000e+00    8.05366373e+01    1.07473234e-01    8.27656883e+17
 3.90500000e+00    8.04901796e+01    1.07871472e-01    8.27452150e+17
 3.91000000e+00    8.04436796e+01    1.08270633e-01    8.27246983e+17
 3.91500000e+00    8.03971375e+01    1.08670717e-01    8.27041694e+17
 3.92000000e+00    8.03505532e+01    1.09071724e-01    8.26836201e+17
 3.92500000e+00    8.03039268e+01    1.09473656e-01    8.26630389e+17
 3.93000000e+00    8.02572585e+01    1.09876513e-01    8.26424514e+17
 3.93500000e+00    8.02105482e+01    1.10280295e-01    8.26218352e+17
 3.94000000e+00    8.01637960e+01    1.10685004e-01    8.26011774e+17
 3.94500000e+00    8.01170019e+01    1.11090639e-01    8.25805068e+17
 3.95000000e+00    8.00701662e+01    1.11497203e-01    8.25598243e+17
 3.95500000e+00    8.00232887e+01    1.11904695e-01    8.25391079e+17
 3.96000000e+00    7.99763696e+01    1.12313115e-01    8.25183569e+17
 3.96500000e+00    7.99294089e+01    1.12722466e-01    8.24975976e+17
 3.97000000e+00    7.98824067e+01    1.13132747e-01    8.24768108e+17
 3.97500000e+00    7.98353630e+01    1.13543959e-01    8.24560027e+17
 3.98000000e+00    7.97882780e+01    1.13956103e-01    8.24351804e+17
 3.98500000e+00    7.97411516e+01    1.14369179e-01    8.24143131e+17
 3.99000000e+00    7.96939840e+01    1.14783188e-01    8.23934283e+17
 3.99500000e+00    7.96467752e+01    1.15198131e-01    8.23725309e+17
 4.00000000e+00    7.95995253e+01    1.15614008e-01    8.23515944e+17
 4.00500000e+00    7.95522343e+01    1.16030820e-01    8.23306494e+17
 4.01000000e+00    7.95049023e+01    1.16448568e-01    8.23096767e+17
 4.01500000e+00    7.94575294e+01    1.16867252e-01    8.22886776e+17
 4.02000000e+00    7.94101155e+01    1.17286873e-01    8.22676562e+17
 4.02500000e+00    7.93626609e+01    1.17707431e-01    8.22466083e+17
 4.03000000e+00    7.93151655e+01    1.18128928e-01    8.22255328e+17
 4.03500000e+00    7.92676295e+01    1.18551364e-01    8.22044534e+17
 4.04000000e+00    7.92200528e+01    1.18974739e-01    8.21833301e+17
 4.04500000e+00    7.91724355e+01    1.19399055e-01    8.21622000e+17
 4.05000000e+00    7.91247777e+01    1.19824311e-01    8.21410427e+17
 4.05500000e+00    7.90770796e+01    1.20250509e-01    8.21198431e+17
 4.06000000e+00    7.90293410e+01    1.20677648e-01    8.20986369e+17
 4.06500000e+00    7.89815621e+01    1.21105731e-01    8.20774076e+17
 4.07000000e+00    7.89337431e+01    1.21534756e-01    8.20561490e+17
 4.07500000e+00    7.88858838e+01    1.21964726e-01    8.20348820e+17
 4.08000000e+00    7.88379844e+01    1.22395641e-01    8.20135787e+17
 4.08500000e+00    7.87900449e+01    1.22827500e-01    8.19922445e+17
 4.09000000e+00    7.87420655e+01    1.23260306e-01    8.19709002e+17
 4.09500000e+00    7.86940462e+01    1.23694057e-01    8.19495385e+17
 4.10000000e+00    7.86459870e+01    1.24128756e-01    8.19281317e+17
 4.10500000e+00    7.85978880e+01    1.24564403e-01    8.19067116e+17
 4.11000000e+00    7.85497493e+01    1.25000998e-01    8.18852728e+17
 4.11500000e+00    7.85015709e+01    1.25438542e-01    8.18638079e+17
 4.12000000e+00    7.84533529e+01    1.25877035e-01    8.18423137e+17
 4.12500000e+00    7.84050954e+01    1.26316478e-01    8.18208163e+17
 4.13000000e+00    7.83567984e+01    1.26756873e-01    8.17992768e+17
 4.13500000e+00    7.83084620e+01    1.27198218e-01    8.17777257e+17
 4.14000000e+00    7.82600863e+01    1.27640516e-01    8.17561371e+17
 4.14500000e+00    7.82116713e+01    1.28083766e-01    8.17345366e+17
 4.15000000e+00    7.81632170e+01    1.28527969e-01    8.17129121e+17
 4.15500000e+00    7.81147237e+01    1.28973127e-01    8.16912648e+17
 4.16000000e+00    7.80661912e+01    1.29419238e-01    8.16695914e+17
 4.16500000e+00    7.80176197e+01    1.29866304e-01    8.16478913e+17
 4.17000000e+00    7.79690093e+01    1.30314326e-01    8.16261680e+17
 4.17500000e+00    7.79203600e+01    1.30763304e-01    8.16044374e+17
 4.18000000e+00    7.78716719e+01    1.31213239e-01    8.15826621e+17
 4.18500000e+00    7.78229450e+01    1.31664131e-01    8.15608826e+17
 4.19000000e+00    7.77741794e+01    1.32115981e-01    8.15390586e+17
 4.19500000e+00    7.77253752e+01    1.32568790e-01    8.15172265e+17
 4.20000000e+00    7.76765325e+01    1.33022558e-01    8.14953719e+17
 4.20500000e+00    7.76276512e+01    1.33477285e-01    8.14734912e+17
 4.21000000e+00    7.75787315e+01    1.33932972e-01    8.14515875e+17
 4.21500000e+00    7.75297735e+01    1.34389620e-01    8.14296554e+17
 4.22000000e+00    7.74807771e+01    1.34847230e-01    8.14077168e+17
 4.22500000e+00    7.74317425e+01    1.35305802e-01    8.13857397e+17
 4.23000000e+00    7.73826697e+01    1.35765336e-01    8.13637468e+17
 4.23500000e+00    7.73335589e+01    1.36225833e-01    8.13417182e+17
 4.24000000e+00    7.72844100e+01    1.36687294e-01    8.13196857e+17
 4.24500000e+00    7.72352231e+01    1.37149719e-01    8.12976234e+17
 4.25000000e+00    7.71859983e+01    1.37613108e-01    8.12755348e+17
 4.25500000e+00    7.71367357e+01    1.38077464e-01    8.12534221e+17
 4.26000000e+00    7.70874353e+01    1.38542785e-01    8.12312831e+17
 4.26500000e+00    7.70380972e+01    1.39009072e-01    8.12091320e+17
 4.27000000e+00    7.69887215e+01    1.39476327e-01    8.11869547e+17
 4.27500000e+00    7.69393081e+01    1.39944549e-01    8.11647461e+17
 4.28000000e+00    7.68898573e+01    1.40413739e-01    8.11425340e+17
 4.28500000e+00    7.68403690e+01    1.40883898e-01    8.11202783e+17
 4.29000000e+00    7.67908434e+01    1.41355026e-01    8.10980029e+17
 4.29500000e+00    7.67412804e+01    1.41827123e-01    8.10757068e+17
 4.30000000e+00    7.66916802e+01    1.42300191e-01    8.10534034e+17
 4.30500000e+00    7.66420428e+01    1.42774230e-01    8.10310696e+17
 4.31000000e+00    7.65923683e+01    1.43249241e-01    8.10086972e+17
 4.31500000e+00    7.65426567e+01    1.43725223e-01    8.09863228e+17
 4.32000000e+00    7.64929081e+01    1.44202178e-01    8.09639050e+17
 4.32500000e+00    7.64431227e+01    1.44680105e-01    8.09414824e+17
 4.33000000e+00    7.63933004e+01    1.45159006e-01    8.09190334e+17
 4.33500000e+00    7.63434413e+01    1.45638882e-01    8.08965403e+17
 4.34000000e+00    7.62935455e+01    1.46119731e-01    8.08740479e+17
 4.34500000e+00    7.62436130e+01    1.46601556e-01    8.08515410e+17
 4.35000000e+00    7.61936440e+01    1.47084357e-01    8.08289904e+17
 4.35500000e+00    7.61436384e+01    1.47568134e-01    8.08064187e+17
 4.36000000e+00    7.60935964e+01    1.48052887e-01    8.07838258e+17
 4.36500000e+00    7.60435180e+01    1.48538617e-01    8.07612259e+17
 4.37000000e+00    7.59934033e+01    1.49025326e-01    8.07385872e+17
 4.37500000e+00    7.59432524e+01    1.49513012e-01    8.07159223e+17
 4.38000000e+00    7.58930653e+01    1.50001677e-01    8.06932464e+17
 4.38500000e+00    7.58428420e+01    1.50491322e-01    8.06705436e+17
 4.39000000e+00    7.57925827e+01    1.50981946e-01    8.06478167e+17
 4.39500000e+00    7.57422875e+01    1.51473550e-01    8.06250783e+17
 4.40000000e+00    7.56919563e+01    1.51966136e-01    8.06023074e+17
 4.40500000e+00    7.56415893e+01    1.52459702e-01    8.05795029e+17
 4.41000000e+00    7.55911864e+01    1.52954250e-01    8.05566963e+17
 4.41500000e+00    7.55407479e+01    1.53449781e-01    8.05338611e+17
 4.42000000e+00    7.54902738e+01    1.53946294e-01    8.05109888e+17
 4.42500000e+00    7.54397640e+01    1.54443790e-01    8.04881092e+17
 4.43000000e+00    7.53892188e+01    1.54942271e-01    8.04652002e+17
 4.43500000e+00    7.53386381e+01    1.55441735e-01    8.04422798e+17
 4.44000000e+00    7.52880220e+01    1.55942184e-01    8.04193352e+17
 4.44500000e+00    7.52373706e+01    1.56443619e-01    8.03963509e+17
 4.45000000e+00    7.51866840e+01    1.56946039e-01    8.03733590e+17
 4.45500000e+00    7.51359622e+01    1.57449445e-01    8.03503497e+17
 4.46000000e+00    7.50852053e+01    1.57953838e-01    8.03272978e+17
 4.46500000e+00    7.50344134e+01    1.58459218e-01    8.03042349e+17
 4.47000000e+00    7.49835865e+01    1.58965586e-01    8.02811531e+17
 4.47500000e+00    7.49327247e+01    1.59472942e-01    8.02580443e+17
 4.48000000e+00    7.48818281e+01    1.59981286e-01    8.02349120e+17
 4.48500000e+00    7.48308967e+01    1.60490619e-01    8.02117686e+17
 4.49000000e+00    7.47799306e+01    1.61000942e-01    8.01885820e+17
 4.49500000e+00    7.47289299e+01    1.61512255e-01    8.01653817e+17
 4.50000000e+00    7.46778946e+01    1.62024559e-01    8.01421744e+17
 4.50500000e+00    7.46268248e+01    1.62537853e-01    8.01189210e+17
 4.51000000e+00    7.45757206e+01    1.63052139e-01    8.00956533e+17
 4.51500000e+00    7.45245820e+01    1.63567416e-01    8.00723656e+17
 4.52000000e+00    7.44734092e+01    1.64083686e-01    8.00490752e+17
 4.52500000e+00    7.44222021e+01    1.64600948e-01    8.00257366e+17
 4.53000000e+00    7.43709609e+01    1.65119204e-01    8.00023798e+17
 4.53500000e+00    7.43196856e+01    1.65638453e-01    7.99789948e+17
 4.54000000e+00    7.42683762e+01    1.66158697e-01    7.99556085e+17
 4.54500000e+00    7.42170330e+01    1.66679935e-01    7.99321845e+17
 4.55000000e+00    7.41656558e+01    1.67202167e-01    7.99087352e+17
 4.55500000e+00    7.41142449e+01    1.67725396e-01    7.98852719e+17
 4.56000000e+00    7.40628002e+01    1.68249620e-01    7.98617846e+17
 4.56500000e+00    7.40113218e+01    1.68774841e-01    7.98382705e+17
 4.57000000e+00    7.39598098e+01    1.69301058e-01    7.98147499e+17
 4.57500000e+00    7.39082643e+01    1.69828272e-01    7.97911902e+17
 4.58000000e+00    7.38566853e+01    1.70356484e-01    7.97676216e+17
 4.58500000e+00    7.38050729e+01    1.70885695e-01    7.97440155e+17
 4.59000000e+00    7.37534272e+01    1.71415903e-01    7.97204020e+17
 4.59500000e+00    7.37017482e+01    1.71947111e-01    7.96967616e+17
 4.60000000e+00    7.36500360e+01    1.72479318e-01    7.96730989e+17
 4.60500000e+00    7.35982907e+01    1.73012524e-01    7.96494080e+17
 4.61000000e+00    7.35465123e+01    1.73546731e-01    7.96256961e+17
 4.61500000e+00    7.34947010e+01    1.74081939e-01    7.96019576e+17
 4.62000000e+00    7.34428567e+01    1.74618147e-01    7.95782119e+17
 4.62500000e+00    7.33909796e+01    1.75155357e-01    7.95544275e+17
 4.63000000e+00    7.33390697e+01    1.75693569e-01    7.95306384e+17
 4.63500000e+00    7.32871271e+01    1.76232783e-01    7.95068243e+17
 4.64000000e+00    7.32351519e+01    1.76772999e-01    7.94829832e+17
 4.64500000e+00    7.31831441e+01    1.77314219e-01    7.94591195e+17
 4.65000000e+00    7.31311038e+01    1.77856442e-01    7.94352311e+17
 4.65500000e+00    7.30790310e+01    1.78399669e-01    7.94113159e+17
 4.66000000e+00    7.30269259e+01    1.78943901e-01    7.93873803e+17
 4.66500000e+00    7.29747885e+01    1.79489137e-01    7.93634403e+17
 4.67000000e+00    7.29226189e+01    1.80035378e-01    7.93394688e+17
 4.67500000e+00    7.28704171e+01    1.80582624e-01    7.93154646e+17
 4.68000000e+00    7.28181832e+01    1.81130877e-01    7.92914490e+17
 4.68500000e+00    7.27659173e+01    1.81680135e-01    7.92674077e+17
 4.69000000e+00    7.27136195e+01    1.82230401e-01    7.92433474e+17
 4.69500000e+00    7.26612898e+01    1.82781673e-01    7.92192612e+17
 4.70000000e+00    7.26089283e+01    1.83333953e-01    7.91951657e+17
 4.70500000e+00    7.25565350e+01    1.83887241e-01    7.91710315e+17
 4.71000000e+00    7.25041101e+01    1.84441536e-01    7.91468838e+17
 4.71500000e+00    7.24516535e+01    1.84996841e-01    7.91227076e+17
 4.72000000e+00    7.23991655e+01    1.85553154e-01    7.90985205e+17
 4.72500000e+00    7.23466460e+01    1.86110477e-01    7.90743097e+17
 4.73000000e+00    7.22940951e+01    1.86668809e-01    7.90500683e+17
 4.73500000e+00    7.22415128e+01    1.87228151e-01    7.90258053e+17
 4.74000000e+00    7.21888994e+01    1.87788504e-01    7.90015278e+17
 4.74500000e+00    7.21362547e+01    1.88349868e-01    7.89772289e+17
 4.75000000e+00    7.20835790e+01    1.88912242e-01    7.89529032e+17
 4.75500000e+00    7.20308722e+01    1.89475629e-01    7.89285692e+17
 4.76000000e+00    7.19781344e+01    1.90040027e-01    7.89041853e+17
 4.76500000e+00    7.19253657e+01    1.90605437e-01    7.88797986e+17
 4.77000000e+00    7.18725662e+01    1.91171860e-01    7.88553854e+17
 4.77500000e+00    7.18197360e+01    1.91739296e-01    7.88309601e+17
 4.78000000e+00    7.17668750e+01    1.92307745e-01    7.88065121e+17
 4.78500000e+00    7.17139835e+01    1.92877208e-01    7.87820250e+17
 4.79000000e+00    7.16610614e+01    1.93447685e-01    7.87575337e+17
 4.79500000e+00    7.16081088e+01    1.94019176e-01    7.87330198e+17
 4.80000000e+00    7.15551258e+01    1.94591682e-01    7.87084667e+17
 4.80500000e+00    7.15021124e+01    1.95165203e-01    7.86839108e+17
 4.81000000e+00    7.14490688e+01    1.95739740e-01    7.86593235e+17
 4.81500000e+00    7.13959950e+01    1.96315292e-01    7.86347163e+17
 4.82000000e+00    7.13428911e+01    1.96891860e-01    7.86100988e+17
 4.82500000e+00    7.12897571e+01    1.97469444e-01    7.85854429e+17
 4.83000000e+00    7.12365932e+01    1.98048045e-01    7.85607671e+17
 4.83500000e+00    7.11833993e+01    1.98627664e-01    7.85360835e+17
 4.84000000e+00    7.11301756e+01    1.99208299e-01    7.85113770e+17
 4.84500000e+00    7.10769221e+01    1.99789953e-01    7.84866306e+17
 4.85000000e+00    7.10236389e+01    2.00372624e-01    7.84618703e+17
 4.85500000e+00    7.09703261e+01    2.00956314e-01    7.84371057e+17
 4.86000000e+00    7.09169837e+01    2.01541022e-01    7.84123028e+17
 4.86500000e+00    7.08636118e+01    2.02126750e-01    7.83874794e+17
 4.87000000e+00    7.08102105e+01    2.02713496e-01    7.83626389e+17
 4.87500000e+00    7.07567799e+01    2.03301263e-01    7.83377789e+17
 4.88000000e+00    7.07033200e+01    2.03890049e-01    7.83128807e+17
 4.88500000e+00    7.06498309e+01    2.04479855e-01    7.82879733e+17
 4.89000000e+00    7.05963126e+01    2.05070682e-01    7.82630470e+17
 4.89500000e+00    7.05427653e+01    2.05662530e-01    7.82380930e+17
 4.90000000e+00    7.04891890e+01    2.06255399e-01    7.82131331e+17
 4.90500000e+00    7.04355838e+01    2.06849290e-01    7.81881365e+17
 4.91000000e+00    7.03819497e+01    2.07444202e-01    7.81631315e+17
 4.91500000e+00    7.03282868e+01    2.08040136e-01    7.81380840e+17
 4.92000000e+00    7.02745953e+01    2.08637093e-01    7.81130384e+17
 4.92500000e+00    7.02208751e+01    2.09235072e-01    7.80879519e+17
 4.93000000e+00    7.01671263e+01    2.09834074e-01    7.80628457e+17
 4.93500000e+00    7.01133490e+01    2.10434099e-01    7.80377416e+17
 4.94000000e+00    7.00595433e+01    2.11035148e-01    7.80125966e+17
 4.94500000e+00    7.00057093e+01    2.11637221e-01    7.79874239e+17
 4.95000000e+00    6.99518470e+01    2.12240317e-01    7.79622380e+17
 4.95500000e+00    6.98979565e+01    2.12844438e-01    7.79370437e+17
 4.96000000e+00    6.98440378e+01    2.13449584e-01    7.79118050e+17
 4.96500000e+00    6.97900911e+01    2.14055754e-01    7.78865603e+17
 4.97000000e+00    6.97361164e+01    2.14662950e-01    7.78612921e+17
 4.97500000e+00    6.96821138e+01    2.15271171e-01    7.78359968e+17
 4.98000000e+00    6.96280833e+01    2.15880418e-01    7.78106959e+17
 4.98500000e+00    6.95740250e+01    2.16490691e-01    7.77853579e+17
 4.99000000e+00    6.95199390e+01    2.17101990e-01    7.77599985e+17
 4.99500000e+00    6.94658254e+01    2.17714315e-01    7.77346348e+17
 5.00000000e+00    6.94116842e+01    2.18327668e-01    7.77092317e+17
 5.00500000e+00    6.93575156e+01    2.18942047e-01    7.76838108e+17
 5.01000000e+00    6.93033195e+01    2.19557454e-01    7.76583709e+17
 5.01500000e+00    6.92490961e+01    2.20173888e-01    7.76329086e+17
 5.02000000e+00    6.91948454e+01    2.20791350e-01    7.76074311e+17
 5.02500000e+00    6.91405675e+01    2.21409840e-01    7.75819320e+17
 5.03000000e+00    6.90862624e+01    2.22029358e-01    7.75564129e+17
 5.03500000e+00    6.90319303e+01    2.22649905e-01    7.75308587e+17
 5.04000000e+00    6.89775712e+01    2.23271481e-01    7.75053035e+17
 5.04500000e+00    6.89231852e+01    2.23894085e-01    7.74797162e+17
 5.05000000e+00    6.88687724e+01    2.24517719e-01    7.74541118e+17
 5.05500000e+00    6.88143327e+01    2.25142383e-01    7.74284823e+17
 5.06000000e+00    6.87598664e+01    2.25768076e-01    7.74028260e+17
 5.06500000e+00    6.87053735e+01    2.26394799e-01    7.73771570e+17
 5.07000000e+00    6.86508539e+01    2.27022552e-01    7.73514638e+17
 5.07500000e+00    6.85963080e+01    2.27651336e-01    7.73257516e+17
 5.08000000e+00    6.85417356e+01    2.28281151e-01    7.73000282e+17
 5.08500000e+00    6.84871368e+01    2.28911996e-01    7.72742746e+17
 5.09000000e+00    6.84325118e+01    2.29543873e-01    7.72485021e+17
 5.09500000e+00    6.83778606e+01    2.30176780e-01    7.72227019e+17
 5.10000000e+00    6.83231833e+01    2.30810720e-01    7.71968782e+17
 5.10500000e+00    6.82684799e+01    2.31445691e-01    7.71710363e+17
 5.11000000e+00    6.82137506e+01    2.32081694e-01    7.71451819e+17
 5.11500000e+00    6.81589953e+01    2.32718729e-01    7.71193002e+17
 5.12000000e+00    6.81042142e+01    2.33356797e-01    7.70934046e+17
 5.12500000e+00    6.80494074e+01    2.33995897e-01    7.70674872e+17
 5.13000000e+00    6.79945748e+01    2.34636030e-01    7.70415473e+17
 5.13500000e+00    6.79397167e+01    2.35277196e-01    7.70155790e+17
 5.14000000e+00    6.78848330e+01    2.35919395e-01    7.69895903e+17
 5.14500000e+00    6.78299239e+01    2.36562628e-01    7.69635979e+17
 5.15000000e+00    6.77749893e+01    2.37206894e-01    7.69375632e+17
 5.15500000e+00    6.77200294e+01    2.37852195e-01    7.69115310e+17
 5.16000000e+00    6.76650443e+01    2.38498529e-01    7.68854488e+17
 5.16500000e+00    6.76100340e+01    2.39145897e-01    7.68593611e+17
 5.17000000e+00    6.75549986e+01    2.39794300e-01    7.68332606e+17
 5.17500000e+00    6.74999381e+01    2.40443737e-01    7.68071433e+17
 5.18000000e+00    6.74448527e+01    2.41094209e-01    7.67809845e+17
 5.18500000e+00    6.73897424e+01    2.41745716e-01    7.67548253e+17
 5.19000000e+00    6.73346073e+01    2.42398259e-01    7.67286231e+17
 5.19500000e+00    6.72794475e+01    2.43051836e-01    7.67024233e+17
 5.20000000e+00    6.72242630e+01    2.43706449e-01    7.66761789e+17
 5.20500000e+00    6.71690539e+01    2.44362098e-01    7.66499247e+17
 5.21000000e+00    6.71138202e+01    2.45018782e-01    7.66236575e+17
 5.21500000e+00    6.70585622e+01    2.45676503e-01    7.65973732e+17
 5.22000000e+00    6.70032797e+01    2.46335259e-01    7.65710480e+17
 5.22500000e+00    6.69479729e+01    2.46995052e-01    7.65447221e+17
 5.23000000e+00    6.68926419e+01    2.47655882e-01    7.65183587e+17
 5.23500000e+00    6.68372868e+01    2.48317748e-01    7.64919928e+17
 5.24000000e+00    6.67819076e+01    2.48980651e-01    7.64656011e+17
 5.24500000e+00    6.67265043e+01    2.49644591e-01    7.64391832e+17
 5.25000000e+00    6.66710771e+01    2.50309568e-01    7.64127448e+17
 5.25500000e+00    6.66156261e+01    2.50975582e-01    7.63862798e+17
 5.26000000e+00    6.65601512e+01    2.51642634e-01    7.63598130e+17
 5.26500000e+00    6.65046527e+01    2.52310723e-01    7.63333033e+17
 5.27000000e+00    6.64491305e+01    2.52979850e-01    7.63067965e+17
 5.27500000e+00    6.63935847e+01    2.53650015e-01    7.62802469e+17
 5.28000000e+00    6.63380155e+01    2.54321218e-01    7.62536848e+17
 5.28500000e+00    6.62824228e+01    2.54993459e-01    7.62271101e+17
 5.29000000e+00    6.62268067e+01    2.55666738e-01    7.62005235e+17
 5.29500000e+00    6.61711674e+01    2.56341056e-01    7.61738943e+17
 5.30000000e+00    6.61155049e+01    2.57016413e-01    7.61472623e+17
 5.30500000e+00    6.60598192e+01    2.57692808e-01    7.61205928e+17
 5.31000000e+00    6.60041105e+01    2.58370241e-01    7.60939237e+17
 5.31500000e+00    6.59483788e+01    2.59048714e-01    7.60672077e+17
 5.32000000e+00    6.58926242e+01    2.59728226e-01    7.60404830e+17
 5.32500000e+00    6.58368468e+01    2.60408777e-01    7.60137470e+17
 5.33000000e+00    6.57810466e+01    2.61090368e-01    7.59869903e+17
 5.33500000e+00    6.57252237e+01    2.61772997e-01    7.59602033e+17
 5.34000000e+00    6.56693782e+01    2.62456667e-01    7.59334040e+17
 5.34500000e+00    6.56135101e+01    2.63141376e-01    7.59065769e+17
 5.35000000e+00    6.55576196e+01    2.63827125e-01    7.58797427e+17
 5.35500000e+00    6.55017067e+01    2.64513913e-01    7.58528802e+17
 5.36000000e+00    6.54457714e+01    2.65201742e-01    7.58259966e+17
 5.36500000e+00    6.53898139e+01    2.65890611e-01    7.57990909e+17
 5.37000000e+00    6.53338343e+01    2.66580520e-01    7.57721606e+17
 5.37500000e+00    6.52778325e+01    2.67271469e-01    7.57452282e+17
 5.38000000e+00    6.52218087e+01    2.67963459e-01    7.57182582e+17
 5.38500000e+00    6.51657630e+01    2.68656489e-01    7.56912843e+17
 5.39000000e+00    6.51096954e+01    2.69350560e-01    7.56642674e+17
 5.39500000e+00    6.50536060e+01    2.70045671e-01    7.56372460e+17
 5.40000000e+00    6.49974948e+01    2.70741823e-01    7.56101976e+17
 5.40500000e+00    6.49413620e+01    2.71439017e-01    7.55831482e+17
 5.41000000e+00    6.48852077e+01    2.72137251e-01    7.55560562e+17
 5.41500000e+00    6.48290318e+01    2.72836526e-01    7.55289523e+17
 5.42000000e+00    6.47728344e+01    2.73536842e-01    7.55018390e+17
 5.42500000e+00    6.47166157e+01    2.74238199e-01    7.54746839e+17
 5.43000000e+00    6.46603758e+01    2.74940598e-01    7.54475249e+17
 5.43500000e+00    6.46041146e+01    2.75644038e-01    7.54203398e+17
 5.44000000e+00    6.45478323e+01    2.76348519e-01    7.53931356e+17
 5.44500000e+00    6.44915289e+01    2.77054042e-01    7.53659248e+17
 5.45000000e+00    6.44352045e+01    2.77760607e-01    7.53386664e+17
 5.45500000e+00    6.43788592e+01    2.78468213e-01    7.53114131e+17
 5.46000000e+00    6.43224931e+01    2.79176861e-01    7.52841280e+17
 5.46500000e+00    6.42661062e+01    2.79886550e-01    7.52568184e+17
 5.47000000e+00    6.42096986e+01    2.80597281e-01    7.52294994e+17
 5.47500000e+00    6.41532704e+01    2.81309055e-01    7.52021618e+17
 5.48000000e+00    6.40968216e+01    2.82021870e-01    7.51748095e+17
 5.48500000e+00    6.40403524e+01    2.82735727e-01    7.51474152e+17
 5.49000000e+00    6.39838628e+01    2.83450626e-01    7.51200225e+17
 5.49500000e+00    6.39273528e+01    2.84166567e-01    7.50925945e+17
 5.50000000e+00    6.38708226e+01    2.84883551e-01    7.50651632e+17
 5.50500000e+00    6.38142723e+01    2.85601576e-01    7.50377022e+17
 5.51000000e+00    6.37577018e+01    2.86320644e-01    7.50102229e+17
 5.51500000e+00    6.37011113e+01    2.87040754e-01    7.49827171e+17
 5.52000000e+00    6.36445009e+01    2.87761907e-01    7.49551970e+17
 5.52500000e+00    6.35878705e+01    2.88484101e-01    7.49276596e+17
 5.53000000e+00    6.35312204e+01    2.89207338e-01    7.49001022e+17
 5.53500000e+00    6.34745506e+01    2.89931618e-01    7.48725347e+17
 5.54000000e+00    6.34178611e+01    2.90656940e-01    7.48449400e+17
 5.54500000e+00    6.33611520e+01    2.91383304e-01    7.48173235e+17
 5.55000000e+00    6.33044234e+01    2.92110711e-01    7.47896821e+17
 5.55500000e+00    6.32476754e+01    2.92839160e-01    7.47620174e+17
 5.56000000e+00    6.31909081e+01    2.93568652e-01    7.47343499e+17
 5.56500000e+00    6.31341214e+01    2.94299186e-01    7.47066453e+17
 5.57000000e+00    6.30773156e+01    2.95030763e-01    7.46789422e+17
 5.57500000e+00    6.30204906e+01    2.95763383e-01    7.46512116e+17
 5.58000000e+00    6.29636466e+01    2.96497045e-01    7.46234418e+17
 5.58500000e+00    6.29067835e+01    2.97231750e-01    7.45956839e+17
 5.59000000e+00    6.28499016e+01    2.97967497e-01    7.45678834e+17
 5.59500000e+00    6.27930009e+01    2.98704287e-01    7.45400675e+17
 5.60000000e+00    6.27360814e+01    2.99442119e-01    7.45122387e+17
 5.60500000e+00    6.26791432e+01    3.00180994e-01    7.44843889e+17
 5.61000000e+00    6.26221864e+01    3.00920912e-01    7.44565268e+17
 5.61500000e+00    6.25652110e+01    3.01661872e-01    7.44286377e+17
 5.62000000e+00    6.25082172e+01    3.02403875e-01    7.44007268e+17
 5.62500000e+00    6.24512051e+01    3.03146921e-01    7.43727965e+17
 5.63000000e+00    6.23941746e+01    3.03891009e-01    7.43448538e+17
 5.63500000e+00    6.23371259e+01    3.04636140e-01    7.43168815e+17
 5.64000000e+00    6.22800590e+01    3.05382313e-01    7.42889024e+17
 5.64500000e+00    6.22229740e+01    3.06129529e-01    7.42608898e+17
 5.65000000e+00    6.21658710e+01    3.06877787e-01    7.42328672e+17
